[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
14.0G 8444k  348M 1267M| 25   2  72   1   0   0|  97M   32M
14.0G 8460k  500M 1104M| 68   2  28   2   0   0| 185M   72M
14.0G 10.4M  807M  791M| 88   5   7   0   0   0| 133M  179M
14.0G 10.4M 1015M  578M| 81   3  16   0   0   0|  95M  149M
14.0G 10.4M 1285M  302M| 76   4  16   4   0   1| 104M  257M
14.0G 10.4M 1430M  158M| 82   4  13   1   0   1| 108M  183M
14.0G 10.4M 1438M  150M| 77   4  18   1   0   1|  83M  178M
14.0G 10.4M 1430M  158M| 84   5  10   1   0   1|  81M  237M
14.0G 10.4M 1443M  147M| 83   5  11   1   0   0| 152M  255M
14.0G 10.5M 1442M  150M| 77   3  18   1   0   0|  88M  146M
14.0G 10.7M 1444M  143M| 81   6  11   1   0   1| 103M  275M
14.0G 10.7M 1429M  159M| 86   5   9   0   0   0| 121M  204M
14.0G 10.7M 1434M  155M| 80   4  16   0   0   1|  84M  231M
14.0G 10.7M 1419M  171M| 80   5  14   1   0   0|  87M  180M
14.0G 10.7M 1433M  152M| 51   3  16  30   0   0|  28M  236M
14.0G 10.7M 1433M  156M| 17   1  10  71   0   0| 125M   25M
14.0G 10.7M 1438M  163M| 62   5   3  30   0   0| 438M  636k
14.0G 10.7M 1445M  160M| 98   2   0   0   0   0| 187M  164k
14.0G 10.7M 1442M  166M| 91   2   7   0   0   0| 144M   80k
14.0G 10.7M 1458M  152M| 97   3   0   0   0   0| 147M   40M
14.0G 10.7M 1454M  155M| 99   1   0   0   0   0|  12M  248k
14.0G 10.7M 1446M  166M| 98   2   0   0   0   0|  75M   67M
14.0G 10.7M 1446M  165M| 99   1   0   0   0   0|  66M   82M
14.0G 10.7M 1440M  167M| 99   1   0   0   0   0|  48M   48k
14.0G 10.7M 1446M  160M| 97   2   0   0   0   0|  88M  147M
14.0G 10.7M 1447M  158M| 99   1   0   0   0   0|  84M  340k
14.0G 10.7M 1439M  163M| 99   1   1   0   0   0|  27M   40k
14.0G 10.7M 1441M  159M| 98   2   0   0   0   0|  32k   15M
14.0G 10.7M 1438M  159M| 97   3   0   0   0   0|  28M  131M
14.0G 10.8M 1440M  154M| 97   2   0   0   0   0|  79M  149M
14.0G 10.8M 1442M  151M| 90   3   7   0   0   0| 142M  132k
14.0G 10.8M 1432M  161M| 97   3   0   0   0   0| 140M  147M
14.0G 10.8M 1431M  162M| 96   3   0   0   0   0| 161M   86M
14.0G 10.6M 1435M  163M| 96   4   0   0   0   0| 187M   61M
14.0G 10.6M 1425M  173M| 98   2   0   0   0   0|  98M   36k
14.0G 10.9M 1445M  153M| 99   1   0   0   0   0|  26M  180k
14.0G 10.9M 1448M  151M| 97   2   0   0   0   0|  26M  142M
14.0G 10.9M 1444M  155M| 97   3   0   0   0   0|  77M 9628k
14.0G 10.9M 1431M  165M| 97   3   0   0   0   0|  63M  145M
14.0G 10.9M 1297M  297M| 90   2   8   0   0   0|  67M   94M
14.0G 11.0M 1271M  322M| 99   1   0   0   0   0|  59M  288k
14.0G 11.0M 1286M  305M| 98   1   0   0   0   0|  38M   31M
14.0G 11.0M 1433M  160M| 97   3   0   0   0   0| 140M   46M
14.0G 11.0M 1449M  148M| 83   3   3  12   0   1| 189M  148M
14.0G 11.0M 1440M  156M| 99   0   0   0   0   0|  12M   36k
14.0G 11.0M 1440M  157M|100   0   0   0   0   0|  52k  224k
14.0G 11.0M 1440M  157M|100   0   0   0   0   0|  40k    0 
14.0G 11.0M 1447M  149M| 99   1   0   0   0   0|  44k    0 
14.0G 11.0M 1431M  165M| 89   1  10   0   0   0|  32k  112k
14.0G 11.0M 1433M  162M| 56   0  43   0   0   0|  52k    0 
14.0G 11.0M 1433M  161M| 25   0  75   0   0   0|  36k   40k
14.0G 11.0M 1446M  149M| 34   1  65   0   0   0|5276k    0 
14.0G 11.0M 1434M  165M| 90   1   8   0   0   0|  70M  136k
14.0G 11.0M 1141M  451M| 98   2   1   0   0   0| 101M  100k
14.0G 11.0M 1141M  451M|100   0   0   0   0   0|  20k    0 
14.0G 11.3M 1141M  451M| 99   1   0   0   0   0| 664k  184k
14.0G 11.3M 1141M  451M| 41   0  59   0   0   0|   0     0 
14.0G 11.3M 1089M  503M| 28   0  72   0   0   0|  18M    0 
14.0G 11.3M 1057M  536M| 25   1  74   0   0   0|  19M    0 
14.0G 11.5M 1057M  536M| 26   0  73   0   0   0| 300k    0 
14.0G 11.5M 1057M  536M| 17   0  83   0   0   0|  48k  152k
14.0G 11.5M 1057M  537M|100   0   0   0   0   0|  48k    0 
14.0G 11.5M 1057M  537M|100   0   0   0   0   0|  48k    0 
14.0G 11.7M 1060M  535M|100   0   0   0   0   0| 172k    0 
14.0G 11.7M 1356M  232M| 89   4   5   1   0   0|  60k  266M
14.0G 11.7M 1192M  397M| 80   2  18   0   0   0|  12M   80M
14.0G 11.7M 1200M  388M| 90   1   9   0   0   0|  44M    0 
14.0G 11.7M 1250M  338M| 95   1   3   0   0   0|  49M    0 
14.0G 11.7M 1296M  292M| 94   2   4   0   0   0|  47M    0 
14.0G 11.7M 1339M  248M| 95   1   4   0   0   0|  43M    0 
14.0G 11.7M 1380M  208M| 95   1   5   0   0   0|  41M    0 
14.0G 11.7M 1380M  207M| 99   0   0   0   0   0|  44k   64k
14.0G 11.7M 1380M  207M|100   0   0   0   0   0| 380k    0 
14.0G 11.7M 1419M  168M| 99   1   0   0   0   0|  44k    0 
14.0G 11.7M 1443M  150M| 93   2   4   1   0   0|  32k  149M
14.0G 11.7M 1440M  153M| 96   1   3   0   0   0|  38M  147M
14.0G 11.7M 1439M  156M| 93   1   5   0   0   0|  41M  212k
14.0G 11.7M 1446M  148M| 94   1   5   0   0   0|7404k    0 
14.0G 11.7M 1425M  167M| 97   1   2   0   0   0|  32k   52k
14.0G 11.7M 1425M  167M| 96   1   3   0   0   0|  92k    0 
14.0G 11.7M 1425M  165M| 96   0   4   0   0   0|1752k    0 
14.0G 11.7M 1425M  165M|100   0   0   0   0   0|  56k   32k
14.0G 11.7M 1443M  148M| 99   1   0   0   0   0|  88k   56k
14.0G 11.7M 1424M  169M| 97   3   1   0   0   0|4096B  147M
14.0G 11.7M 1443M  148M| 98   1   1   0   0   0|  24k   72k
14.0G 11.7M 1444M  147M| 93   1   7   0   0   0|  64k    0 
14.0G 11.7M 1444M  147M| 99   0   0   0   0   0|  20k   92k
14.0G 11.7M 1423M  168M| 92   1   7   0   0   0|  48k   24k
14.0G 11.7M 1423M  167M| 99   1   0   0   0   0|  60k    0 
14.0G 11.7M 1423M  167M|100   0   0   0   0   0| 160k    0 
14.0G 11.7M 1423M  167M|100   0   0   0   0   0|  28k    0 
14.0G 11.8M 1433M  159M| 98   1   0   0   0   0|  52k   88M
14.0G 11.8M 1431M  158M| 94   3   2   0   0   0|  40k  253M
14.0G 12.1M 1431M  156M| 92   1   7   0   0   0| 516k 8152k
14.0G 12.1M 1446M  138M| 93   6   0   0   0   0|7960k  371M
14.0G 12.1M 1416M  163M| 85   6   7   2   0   0|  10M  377M
14.0G 12.1M 1449M  131M| 94   5   0   0   0   0|9548k  297M
14.0G 12.1M 1421M  160M| 87   5   7   1   0   0|8156k  146M
14.0G 12.1M 1417M  164M| 99   1   0   0   0   0|4932k  288M
14.0G 12.0M 1414M  167M|100   0   0   0   0   0|3548k   21M
14.0G 11.9M 1414M  167M| 99   1   0   0   0   0| 612k  112k
14.0G 11.8M 1414M  166M| 94   3   2   1   0   0|  19M  140M
14.0G 11.8M 1426M  151M| 94   2   4   0   0   0|  74M   45M
14.0G 11.8M 1432M  148M| 87   2  10   1   0   0|  48M  143M
14.0G 11.8M 1417M  167M| 78   3  17   2   0   0| 228M  648k
14.0G 11.8M 1434M  152M| 84   2  13   0   0   0| 127M  148k
14.0G 11.8M 1424M  166M| 85   1  14   0   0   0|  48M  308k
14.0G 11.8M 1426M  163M| 83   1  16   0   0   0|  42M   72k
14.0G 11.8M 1424M  167M| 84   1  15   0   0   0|  41M   92k
14.0G 11.8M 1442M  150M| 85   1  13   0   0   0|  38M   72k
14.0G 11.8M 1433M  160M| 83   1  16   0   0   0|  33M   92k
14.0G 11.8M 1445M  148M| 82   1  17   0   0   0|  33M   84k
14.0G 12.2M 1439M  156M| 84   1  15   0   0   0|  37M   80k
14.0G 12.2M 1444M  151M| 85   1  14   0   0   0|  25M   20k
14.0G 12.2M 1441M  155M| 86   0  14   0   0   0|  18M   68k
14.0G 12.2M 1427M  168M| 85   1  14   0   0   0|7080k   60k
14.0G 12.2M 1428M  168M| 85   1  14   0   0   0| 956k    0 
14.0G 12.2M 1428M  167M| 86   0  14   0   0   0| 392k   16k
14.0G 12.2M 1428M  167M| 86   0  14   0   0   0|  40k    0 
14.0G 12.2M 1428M  166M| 85   1  14   0   0   0| 304k    0 
14.0G 12.2M 1428M  166M| 83   0  17   0   0   0|  16k    0 
14.0G 12.2M 1428M  166M| 82   1  18   0   0   0|  60k    0 
14.0G 12.2M 1428M  166M| 82   1  17   0   0   0|  40k   16k
14.0G 12.2M 1429M  165M| 84   0  15   0   0   0|1004k    0 
14.0G 12.2M 1429M  165M| 82   0  18   0   0   0| 160k    0 
14.0G 12.2M 1429M  165M| 77   0  23   0   0   0|  32k    0 
14.0G 12.2M 1429M  164M|100   0   0   0   0   0|1148k    0 
14.0G 12.2M  592M 1009M| 69   4  25   2   0   0| 285M  268k
14.0G 12.2M 1032M  568M| 91   3   5   1   0   0| 441M    0 
14.0G 12.2M 1299M  301M| 90   2   8   0   0   0| 268M    0 
14.0G 12.2M 1449M  159M| 96   3   1   0   0   0| 312M  452k
14.0G 12.2M 1452M  156M| 92   0   7   0   0   0|  22M   64k
14.0G 12.3M 1449M  160M| 99   1   0   0   0   0|  16M   52k
14.0G 12.3M 1431M  178M| 99   1   0   0   0   0|7672k   14M
14.0G 12.3M 1451M  158M| 99   1   0   0   0   0|  40k  116k
14.0G 12.3M 1453M  155M| 98   2   0   0   0   0|9984k  200k
14.0G 12.3M 1446M  161M| 91   1   7   0   0   0|2500k  121M
14.0G 12.3M 1443M  163M| 99   0   0   0   0   0|8060k  308k
14.0G 12.3M 1440M  165M| 91   1   8   0   0   0|2836k   68k
14.0G 12.3M 1438M  166M| 99   1   0   0   0   0|1608k   48k
14.0G 12.3M 1440M  164M| 99   0   0   0   0   0| 916k    0 
14.0G 12.3M 1448M  156M| 92   1   7   0   0   0|  20k   64M
14.0G 12.3M 1446M  158M| 99   1   0   0   0   0|  36k  192k
14.0G 12.3M 1443M  159M| 98   1   0   0   0   0|  40k  146M
14.0G 12.3M 1442M  160M| 99   1   0   0   0   0|  32k   68k
14.0G 12.3M 1450M  151M| 92   0   8   0   0   0|  48k   48k
14.0G 12.3M 1451M  148M| 98   2   0   0   0   0|  28k   35M
14.0G 12.3M 1436M  164M| 92   1   7   0   0   0|  12k  112M
14.0G 12.3M 1444M  155M| 99   1   1   0   0   0|  68k    0 
14.0G 12.3M 1447M  152M| 99   1   0   0   0   0|  76k   56k
14.0G 12.3M 1447M  151M| 99   1   0   0   0   0| 180k  164k
14.0G 12.3M 1448M  149M| 93   0   7   0   0   0| 168k   52k
14.0G 12.3M 1431M  165M| 98   2   0   0   0   0|  32k  117M
14.0G 12.3M 1434M  162M| 99   1   0   0   0   0|  20k   34M
14.0G 12.3M 1431M  163M| 92   1   7   0   0   0|  52k  268k
14.0G 12.3M 1439M  153M| 99   1   0   0   0   0|  36k   76k
14.0G 12.3M 1425M  168M| 99   1   0   0   0   0|  36k  144M
14.0G 12.3M 1435M  156M| 91   1   8   0   0   0|  56k  120k
14.0G 12.3M 1438M  153M| 99   1   0   0   0   0|  40k   60k
14.0G 12.3M 1438M  153M| 99   1   0   0   0   0|  32k    0 
14.0G 12.3M 1437M  154M| 93   0   7   0   0   0|  32k   80k
14.0G 12.3M 1434M  155M| 99   1   0   0   0   0|  20k  228k
14.0G 12.3M 1439M  148M| 98   2   0   0   0   0|1128k  145M
14.0G 12.3M 1437M  148M| 99   1   1   0   0   0|  44k  148k
14.0G 12.3M 1425M  159M| 92   1   7   0   0   0|  56k  180k
14.0G 12.3M 1436M  148M| 99   1   0   0   0   0|  28k  136M
14.0G 12.3M 1403M  182M| 92   1   8   0   0   0|  72k   11M
14.0G 12.3M 1408M  176M| 99   1   0   0   0   0|  32k   96k
14.0G 12.3M 1424M  159M| 99   1   0   0   0   0|  64k    0 
14.0G 12.3M 1427M  157M| 99   2   0   0   0   0|  56k  200k
14.0G 6932k 1421M  166M| 91   1   8   0   0   0|  72k  146M
14.0G 6932k 1436M  151M| 99   1   0   0   0   0|  36k   28k
14.0G 6916k 1424M  161M| 94   1   5   0   0   0|  72k  108k
14.0G 6888k 1431M  156M| 97   1   2   0   0   0|  60k   16k
14.0G 5720k 1427M  162M| 99   1   0   0   0   0|  28k  160k
14.0G 5712k 1423M  166M| 99   1   0   0   0   0|  44k  149M
14.0G 5696k 1421M  167M| 92   1   7   0   0   0|  20k   72k
14.0G 5596k 1435M  154M| 99   1   0   0   0   0|  24k  244k
14.0G 5116k 1433M  156M| 99   1   0   0   0   0|  48k  120k
14.0G 5088k 1434M  155M| 91   1   8   0   0   0|  24k  145M
14.0G 5060k 1440M  148M| 99   1   0   0   0   0|  44k   40k
14.0G 5004k 1425M  164M| 99   1   0   0   0   0|  48k  152k
14.0G 4984k 1435M  154M| 92   1   7   0   0   0|  40k  148k
14.0G 4928k 1430M  159M| 99   1   0   0   0   0|  40k  104k
14.0G 4900k 1434M  155M| 99   1   0   0   0   0|4096B 2620k
14.0G 4860k 1423M  167M| 92   1   7   0   0   0|  24k  141M
14.0G 4828k 1436M  154M| 99   1   0   0   0   0|  28k  108k
14.0G 4788k 1428M  162M| 99   2   0   0   0   0|  72k  224k
14.0G 4772k 1424M  166M| 92   1   7   0   0   0|  20k   43M
14.0G 4772k 1430M  159M| 99   1   0   0   0   0|  44k  101M
14.0G 4740k 1424M  167M| 99   1   0   0   0   0| 276k   96k
14.0G 4708k 1438M  152M| 95   1   5   0   0   0| 144k  168k
14.0G 4700k 1439M  150M| 97   0   2   0   0   0|  48k  152k
14.0G 4668k 1425M  164M| 99   1   0   0   0   0|  64k  152k
14.0G 4636k 1426M  165M| 98   1   0   0   0   0|  12k  144M
14.0G 4572k 1428M  162M| 93   1   5   0   0   0|  48k  260k
14.0G 4540k 1437M  153M| 96   1   2   0   0   0|9396k  144M
14.0G 4468k 1436M  158M| 98   1   0   0   0   0|  74M  480k
14.0G 4392k 1438M  158M| 91   1   7   1   0   0|  52M  232k
14.0G 4360k 1435M  161M| 92   1   7   0   0   0|  19M   60k
14.0G 4292k 1446M  151M| 90   2   7   0   0   0|  70M  196k
14.0G 4188k 1426M  174M| 87   2   9   2   0   0|  97M  146M
14.0G 4196k 1447M  159M| 89   2   8   0   0   0| 136M  304k
14.0G 4196k 1443M  165M| 85   1  14   0   0   0|  53M  116k
14.0G 4192k 1456M  154M| 91   2   7   0   0   0|  65M   40k
14.0G 4100k 1453M  159M| 84   2  14   0   0   0| 114M   60k
14.0G 4052k 1448M  165M| 88   2  10   0   0   0|  72M   80k
14.0G 4024k 1464M  152M| 87   2  11   0   0   0|  75M  112k
14.0G 3976k 1452M  165M| 85   1  14   0   0   0|  66M   92k
14.0G 3940k 1460M  157M| 85   1  14   0   0   0|  67M   72k
14.0G 3900k 1468M  150M| 92   1   7   0   0   0|  77M   24k
14.0G 3852k 1464M  157M| 84   1  15   0   0   0|  75M  168k
14.0G 3856k 1458M  164M| 85   1  14   0   0   0|  73M  120k
14.0G 3992k 1461M  161M| 84   1  14   0   0   0|  73M   20k
14.0G 3972k 1460M  163M| 91   1   7   0   0   0|  78M   40k
14.0G 3936k 1458M  165M| 85   1  14   0   0   0|  59M   76k
14.0G 3896k 1465M  159M| 85   1  14   0   0   0|  47M   28k
14.0G 3196k 1453M  172M| 86   1  14   0   0   0|  39M   36M
14.0G 3184k 1474M  152M| 91   1   8   0   0   0|  41M    0 
14.0G 3184k 1468M  158M| 85   1  14   0   0   0|  34M   12k
14.0G 3184k 1474M  152M| 86   0  14   0   0   0|  26M    0 
14.0G 3184k 1474M  151M| 86   1  13   0   0   0|  21M   20k
14.0G 3192k 1466M  159M| 90   1   9   0   0   0|  12M   52k
14.0G 3192k 1475M  149M| 85   1  14   0   0   0|8880k    0 
14.0G 3192k 1459M  165M| 83   1  17   0   0   0|5432k   16k
14.0G 3192k 1460M  164M| 80   0  20   0   0   0|  16k    0 
14.0G 3192k 1460M  164M| 63   1  37   0   0   0|  48k    0 
14.0G 3200k 1460M  164M| 55   1  44   0   0   0|   0    16k
14.0G 3200k 1460M  164M| 28   0  72   0   0   0| 200k    0 
14.0G 3200k 1460M  164M| 45   0  55   0   0   0| 148k    0 
14.0G 3200k 1460M  164M|100   0   0   0   0   0|  36k    0 
14.0G 3200k  266M 1359M| 83   3  10   4   0   0| 129M    0 
14.0G 3212k  628M  991M| 72   3  19   6   0   0| 369M  216k
14.0G 3212k  994M  623M| 95   3   2   0   0   0| 368M    0 
14.0G 3212k 1295M  322M| 90   2   8   0   0   0| 301M    0 
14.0G 3212k 1445M  172M| 98   1   0   0   0   0| 151M    0 
14.0G 3212k 1462M  157M| 92   1   7   0   0   0|  17M    0 
14.0G 3220k 1455M  164M| 99   0   0   0   0   0|8204k   56k
14.0G 3212k 1459M  159M| 99   1   0   0   0   0| 276k   40k
14.0G 3192k 1467M  151M| 99   1   0   0   0   0|  10M 8192B
14.0G 3156k 1454M  163M| 99   1   0   0   0   0|  17M   32k
14.0G 3120k 1462M  156M| 89   2   9   0   0   0|7996k  124M
14.0G 3080k 1447M  167M| 98   1   0   0   0   0|  14M  176k
14.0G 3068k 1454M  162M| 99   1   0   0   0   0|  26M   20k
14.0G 3056k 1450M  163M| 93   1   7   0   0   0|  17M   12k
14.0G 3044k 1457M  157M| 99   1   0   0   0   0|4592k  680k
14.0G 3040k 1457M  156M| 98   1   0   0   0   0|  48k   91M
14.0G 3024k 1458M  153M| 99   1   0   0   0   0|  40k   72k
14.0G 3012k 1448M  163M| 92   1   7   0   0   0| 812k   16k
14.0G 2996k 1447M  161M| 98   1   0   0   0   0|2388k  148M
14.0G 2960k 1446M  160M| 98   2   0   0   0   0|  76k   16k
14.0G 2948k 1453M  152M| 92   1   7   0   0   0| 220k   16k
14.0G 2932k 1440M  163M| 99   1   0   0   0   0| 636k  140k
14.0G 2932k 1441M  161M| 99   1   0   0   0   0|1764k  130M
14.0G 2920k 1448M  153M| 92   1   8   0   0   0|  84k   60k
14.0G 2896k 1440M  160M| 98   1   1   0   0   0|  36k   56k
14.0G 2896k 1442M  157M| 99   1   0   0   0   0|  56k    0 
14.0G 2904k 1446M  151M| 93   0   7   0   0   0|2052k  104k
14.0G 2884k 1435M  161M| 98   1   0   0   0   0|1008k   31M
14.0G 2880k 1433M  160M| 98   2   0   0   0   0| 896k  147M
14.0G 2872k 1424M  167M| 99   1   0   0   0   0| 844k   44k
14.0G 2868k 1428M  164M| 92   1   7   0   0   0|  36k   24k
14.0G 2872k 1425M  166M| 99   1   0   0   0   0|  40k  156k
14.0G 2872k 1439M  151M| 95   1   4   0   0   0|  76k  144M
14.0G 2872k 1440M  150M| 96   1   4   0   0   0| 136k    0 
14.0G 2872k 1440M  150M| 99   1   0   0   0   0| 116k    0 
14.0G 2872k 1440M  149M| 99   1   0   0   0   0|  76k   12k
14.0G 2868k 1433M  155M| 99   1   0   0   0   0|  36k  188k
14.0G 2852k 1426M  162M| 92   1   7   0   0   0|  16k   31M
14.0G 2828k 1430M  155M| 99   1   0   0   0   0| 100k  116M
14.0G 2804k 1419M  165M| 92   1   8   0   0   0|  56k   48k
14.0G 2792k 1426M  158M| 99   1   0   0   0   0|  36k   12k
14.0G 2788k 1423M  160M| 99   1   0   0   0   0|  32k  112k
14.0G 2792k 1423M  160M| 92   1   7   0   0   0| 176k    0 
14.0G 2792k 1434M  149M|100   0   0   0   0   0| 236k    0 
14.0G 2900k 1419M  163M| 99   1   0   0   0   0| 152k  145M
14.0G 2876k 1422M  158M| 99   1   0   0   0   0|  36k   12k
14.0G 2872k 1427M  152M| 92   0   7   0   0   0|  36k  100k
14.0G 2852k 1421M  159M| 97   2   1   0   0   0| 412k   64M
14.0G 2836k 1413M  166M| 98   1   0   0   0   0| 768k   80M
14.0G 2836k 1410M  167M| 92   1   7   0   0   0| 352k   20k
14.0G 2836k 1415M  163M|100   1   0   0   0   0| 240k    0 
14.0G 2848k 1429M  148M|100   0   0   0   0   0| 592k   88k
14.0G 2844k 1426M  151M| 92   1   7   0   0   0|  12k   72k
14.0G 2848k 1427M  150M| 99   1   0   0   0   0|  44k  113M
14.0G 2844k 1414M  162M| 99   0   0   0   0   0|  40k 8192B
14.0G 2832k 1424M  153M| 99   1   1   0   0   0|  32k   28k
14.0G 2844k 1409M  167M| 92   1   7   0   0   0|  28k   22M
14.0G 2840k 1425M  150M| 99   1   0   0   0   0|  16k   40M
14.0G 2844k 1421M  154M| 98   1   0   0   0   1|  24k  143M
14.0G 2840k 1410M  166M| 92   0   8   0   0   0|  56k   24k
14.0G 2836k 1416M  159M| 99   1   0   0   0   0|  24k   32k
14.0G 2844k 1422M  153M| 98   2   0   0   0   0|  44k  148k
14.0G 2836k 1414M  162M| 92   1   7   0   0   0|  76k   64k
14.0G 2836k 1424M  151M| 99   1   0   0   0   0|  52k    0 
14.0G 2972k 1415M  161M| 98   2   0   0   0   0| 168k  143M
14.0G 2964k 1408M  167M| 93   1   7   0   0   0|  60k   44k
14.1G 2968k 1405M  163M| 98   1   0   0   0   0|8408k  144k
14.1G 2948k 1403M  165M| 98   2   1   0   0   0|  20M   68k
14.1G 2956k 1408M  160M| 94   1   4   0   0   0|  10M  143M
14.1G 2936k 1420M  148M| 95   1   3   0   0   0|6572k   44k
14.1G 2916k 1416M  153M| 99   1   0   0   0   0|6060k   24k
14.1G 2900k 1402M  167M| 92   1   8   0   0   0|4404k  164k
14.1G 2872k 1405M  166M| 92   2   5   1   0   0|  36M  145M
14.1G 2868k 1418M  154M| 90   2   8   0   0   0|  65M  104k
14.0G 2868k 1420M  155M| 91   1   7   0   0   0|  53M  160k
14.0G 2844k 1412M  166M| 91   2   7   0   0   0| 104M  164k
14.0G 2848k 1416M  162M| 92   1   7   0   0   0|  41M  164k
14.0G 2848k 1422M  160M| 85   2  14   0   0   0|  73M  172k
14.0G 2848k 1425M  158M| 91   2   7   0   0   0|  87M  164k
14.0G 2848k 1424M  161M| 84   1  14   0   0   0|  59M  132k
14.0G 2848k 1421M  166M| 89   1  10   0   0   0|  56M  164k
14.0G 2848k 1423M  164M| 88   1  11   0   0   0|  62M  144k
14.0G 2856k 1437M  153M| 85   1  14   0   0   0|  54M  136k
14.0G 2856k 1431M  161M| 88   1  11   0   0   0|  54M  132k
14.0G 2856k 1444M  148M| 88   1  11   0   0   0|  54M   68k
14.0G 2856k 1434M  161M| 85   1  14   0   0   0|  50M   68k
14.0G 2856k 1443M  153M| 86   1  13   0   0   0|  50M   80k
14.0G 2864k 1444M  153M| 89   1  10   0   0   0|  62M   84k
14.0G 2864k 1439M  160M| 85   1  14   0   0   0|  56M   72k
14.0G 2864k 1433M  167M| 84   1  14   0   0   0|  54M   48k
14.0G 2864k 1445M  156M| 92   1   7   0   0   0|  52M   40k
14.0G 2864k 1441M  161M| 85   1  14   0   0   0|  37M   60k
14.0G 2872k 1448M  154M| 85   1  14   0   0   0|  27M   16k
14.0G 2872k 1451M  152M| 85   1  14   0   0   0|  24M   16k
14.0G 2876k 1441M  164M| 81   1  14   3   0   0|  30M  123M
14.0G 2876k 1446M  158M| 84   1  15   0   0   0|  26M   56k
14.0G 2876k 1441M  163M| 84   1  15   0   0   0|  15M   48k
14.0G 2884k 1446M  159M| 90   0  10   0   0   0|4680k   76k
14.0G 2884k 1446M  159M| 84   0  16   0   0   0|  64k    0 
14.0G 2884k 1446M  158M| 70   1  30   0   0   0|  48k    0 
14.0G 2884k 1446M  158M| 54   0  46   0   0   0|  40k    0 
14.0G 2884k 1446M  158M| 53   0  47   0   0   0|  44k    0 
14.0G 2892k 1446M  158M| 35   0  64   0   0   0|  76k   24k
14.0G 2892k 1447M  157M| 99   0   1   0   0   0| 908k    0 
14.0G 2892k 1233M  369M| 92   1   7   0   0   0|3756k    0 
14.0G 2892k  468M 1139M| 75   4  18   3   0   0| 358M    0 
14.0G 2892k  862M  745M| 93   3   4   1   0   0| 394M    0 
14.0G 2892k 1295M  311M| 96   2   1   0   0   0| 433M    0 
14.0G 2904k 1448M  160M| 91   1   8   0   0   0| 153M  240k
14.0G 2896k 1455M  156M| 99   1   0   0   0   0|  28M   44k
14.0G 2896k 1452M  158M| 99   1   0   0   0   0|  19M   68k
14.0G 2892k 1446M  161M| 99   1   0   0   0   0|2276k  104k
14.0G 2896k 1444M  162M| 99   1   0   0   0   0|5492k  196k
14.0G 2900k 1439M  167M| 92   1   8   0   0   0|5024k   68k
14.0G 2908k 1448M  156M| 98   1   0   0   0   0|9684k  118M
14.0G 2908k 1436M  168M| 98   1   1   0   0   0|4244k   68k
14.0G 2908k 1436M  163M| 92   1   7   0   0   0|  11M   12k
14.0G 2908k 1444M  155M| 99   1   0   0   0   0|7168k    0 
14.0G 2920k 1448M  151M| 99   1   0   0   0   0|  40k  100k
14.0G 2924k 1431M  167M| 91   1   8   0   0   0|  36k   88M
14.0G 2924k 1446M  151M| 99   1   0   0   0   0|  24k   20k
14.0G 2924k 1434M  163M| 99   1   0   0   0   0| 204k   12k
14.0G 2940k 1440M  155M| 98   1   0   0   0   0|  60k  144M
14.0G 2940k 1433M  162M| 99   1   0   0   0   0|  28k   76k
14.0G 2940k 1433M  161M| 91   1   8   0   0   0|   0   104k
14.0G 2940k 1444M  149M| 99   1   0   0   0   0|  64k   64k
14.0G 2940k 1444M  149M| 99   1   0   0   0   0|  20k    0 
14.0G 2948k 1435M  158M| 91   2   7   0   0   0|  96k  100k
14.0G 2960k 1440M  152M| 99   1   0   0   0   0|  68k  150M
14.0G 2960k 1438M  152M| 99   1   0   0   0   0|  28k  132k
14.0G 2960k 1434M  157M| 99   1   0   0   0   0|  16k   16k
14.0G 2960k 1429M  162M| 93   0   7   0   0   0|  32k   52k
14.0G 2968k 1423M  167M| 98   1   0   0   0   0|  24k   27M
14.0G 2972k 1440M  149M| 98   1   1   0   0   0|  20k  117M
14.0G 2972k 1423M  165M| 99   1   0   0   0   0|  40k  112k
14.0G 2972k 1438M  149M| 92   1   7   0   0   0|  20k    0 
14.0G 2972k 1422M  165M| 99   1   0   0   0   0|8192B   68k
14.0G 2976k 1420M  165M| 99   1   0   0   0   0|  52k   49M
14.0G 2984k 1424M  160M| 99   1   0   0   0   0|  20k   99M
14.0G 2984k 1419M  166M| 92   1   7   0   0   0|  24k   44k
14.0G 2984k 1425M  158M| 99   1   0   0   0   0|  48k   12k
14.0G 2984k 1425M  157M| 99   1   0   0   0   0|  12k   20k
14.0G 2988k 1413M  168M| 99   1   0   0   0   0|  24k  792k
14.0G 3000k 1427M  153M| 88   1  10   1   0   0|  40k  131M
14.0G 3000k 1416M  164M| 99   1   0   0   0   0|  36k   16k
14.0G 3000k 1414M  166M| 99   1   0   0   0   0|  12k   20k
14.0G 3000k 1430M  149M| 92   1   7   0   0   0|  36k    0 
14.0G 3000k 1429M  149M| 99   1   0   0   0   0|  28k   24k
14.0G 3012k 1415M  163M|100   0   0   0   0   0|  36k   30M
14.0G 3012k 1420M  156M| 99   1   0   0   0   0|  48k   16k
14.0G 3016k 1423M  153M| 98   2   0   0   0   0|  52k   83M
14.0G 3020k 1415M  161M| 92   1   7   0   0   0|  48k   89M
