[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
13.8G 2848k 1732M  148M| 75   3  21   0   0   1| 237M  316k
13.8G 2820k 1726M  152M| 77   2  21   0   0   0| 218M  524k
13.8G 2792k 1715M  165M| 77   2  20   0   0   0| 221M 1060k
13.7G 2768k 1729M  153M| 79   2  18   0   0   1| 211M 1368k
13.7G 2748k 1711M  176M| 79   2  18   0   0   1| 204M 1092k
13.7G 2724k 1711M  177M| 79   2  18   0   0   0| 186M  800k
13.7G 2700k 1719M  173M| 77   3  19   0   0   1| 198M  832k
13.7G 2696k 1744M  148M| 79   1  17   0   0   3| 148M  764k
13.7G 2660k 1736M  155M| 77   2  19   0   0   1| 226M 2064k
13.7G 2644k 1735M  158M| 77   2  20   0   0   1| 212M 2204k
13.7G 2632k 1742M  153M| 79   2  20   0   0   0| 206M 1792k
13.7G 2612k 1743M  156M| 77   2  20   0   0   1| 202M 1996k
13.7G 2600k 1749M  150M| 79   2  18   0   0   0| 206M 1980k
13.7G 2560k 1741M  162M| 79   2  19   0   0   1| 203M 2836k
13.7G 2556k 1733M  173M| 78   2  19   0   0   1| 154M 1956k
13.7G 2540k 1740M  167M| 72   2  22   0   0   3| 135M 1100k
13.8G 2532k 1693M  162M| 66   2  29   0   0   2| 123M 2212k
13.7G 2532k 1754M  151M| 76   2  20   0   0   1| 196M  792k
13.7G 2532k 1759M  148M| 78   1  20   0   0   0| 182M 1552k
13.7G 2540k 1755M  154M| 75   2  20   0   0   2| 194M 1932k
13.7G 2540k 1762M  148M| 78   2  20   0   0   0| 180M 1500k
13.7G 2540k 1764M  148M| 78   1  21   0   0   0| 190M 1756k
13.7G 2540k 1766M  149M| 78   2  19   0   0   1| 152M 1348k
13.7G 2548k 1712M  194M| 80   2  16   0   0   1| 180M 2776k
13.7G 2556k 1736M  171M| 76   1  21   0   0   1| 189M  720k
13.7G 2556k 1741M  167M| 76   1  21   0   0   1| 166M  808k
13.8G 2568k 1684M  173M| 78   2  18   0   0   1| 118M 1308k
13.8G 2568k 1698M  154M| 76   2  20   0   0   1| 163M  972k
13.7G 2564k 1749M  156M| 77   2  20   0   0   1| 162M  288k
13.7G 2568k 1756M  151M| 78   2  20   0   0   0| 153M  752k
13.7G 2564k 1747M  161M| 78   1  20   0   0   0| 144M 1052k
13.7G 2556k 1744M  163M| 78   1  20   0   0   1| 152M  632k
13.7G 2556k 1760M  148M| 77   1  21   0   0   1|  94M  396k
13.7G 2552k 1728M  183M| 77   2  20   0   0   2| 118M 1424k
13.7G 2564k 1748M  161M| 78   1  20   0   0   0| 103M  420k
13.7G 2560k 1733M  176M| 76   2  21   0   0   1|  94M  572k
13.7G 2564k 1744M  151M| 94   1   5   0   0   0|  53M  188k
13.7G 2564k 1745M  150M| 98   1   2   0   0   0|  49M  216k
13.7G 2564k 1738M  156M| 41   1  57   0   0   1|  62M  188k
13.7G 2560k 1731M  164M| 37   1  62   0   0   0|  63M  720k
13.7G 2564k 1719M  175M| 40   1  58   0   0   1|  52M  428k
13.7G 2564k 1735M  160M| 40   1  59   0   0   0|  32M    0 
13.7G 2568k 1713M  177M| 33   0  66   0   0   0|  21M  192k
13.7G 2568k 1721M  170M| 52   1  47   0   0   1|  16M    0 
13.7G 2564k 1670M  219M| 58   3  37   0   0   3|  18M  204k
13.7G 2576k 1678M  210M| 76   2  21   0   0   0|  21M   24k
13.7G 2568k 1671M  216M| 76   2  21   0   0   0|  47M   88k
13.7G 2568k 1707M  181M| 78   1  21   0   0   1|  72M    0 
13.7G 2568k 1741M  148M| 78   1  21   0   0   0| 113M  304k
13.7G 2552k 1713M  176M| 82   1  17   0   0   0|  83M  676k
13.7G 2560k 1734M  153M| 98   0   1   0   0   0|  46M   28k
13.7G 2564k 1736M  152M| 61   1  38   0   0   0|  52M  344k
13.7G 2560k 1716M  172M| 43   1  56   0   0   0|  37M  216k
13.7G 2556k 1710M  176M| 40   0  59   0   0   1|  52M  332k
13.7G 2560k 1724M  161M| 29   1  68   0   0   3|  28M    0 
13.7G 2568k 1722M  160M| 25   0  73   0   0   1|  29M  120k
13.7G 2568k 1731M  151M| 35   0  65   0   0   0|  18M    0 
13.7G 2560k 1686M  194M| 67   2  30   0   0   2|  45M  456k
13.7G 2552k 1660M  222M| 76   2  20   0   0   1|  93M  852k
13.7G 2552k 1718M  164M| 76   1  23   0   0   0| 117M    0 
13.8G 2560k 1735M  145M| 75   1  21   0   0   3| 113M  500k
13.7G 2532k 1654M  227M| 68   2  28   0   0   2| 123M 2660k
13.7G 2532k 1685M  199M| 66   2  31   0   0   1| 131M  352k
13.7G 2528k 1719M  164M| 78   2  19   0   0   1| 161M 1100k
13.7G 2520k 1718M  166M| 77   1  20   0   0   1| 166M 1496k
13.7G 2520k 1734M  152M| 73   1  26   0   0   0| 139M  932k
13.7G 2532k 1729M  157M| 63   1  34   0   0   1| 126M 1304k
13.7G 2524k 1738M  148M| 55   1  42   0   0   1| 112M  668k
13.7G 2496k 1720M  167M| 47   1  51   0   0   1|  86M 1216k
13.7G 2492k 1726M  161M| 44   1  53   0   0   2|  74M  244k
13.7G 2492k 1736M  152M| 42   1  56   0   0   1|  67M  332k
13.7G 2504k 1741M  147M| 29   1  68   0   0   2|  39M  344k
13.7G 2504k 1733M  153M| 15   1  84   1   0   0|  17M  268k
13.8G 2512k 1695M  178M| 21   1  76   1   0   1|  45M 1048k
13.9G 2496k 1630M  139M| 25   1  73   0   0   0| 120k 1052k
13.8G 2472k 1608M  181M| 58   4  36   0   0   2| 116M 1880k
13.8G 2464k 1668M  205M| 75   3  21   1   0   1| 228M  888k
13.8G 2452k 1723M  152M| 77   2  20   0   0   1| 227M  544k
13.8G 2444k 1702M  173M| 76   2  22   0   0   0| 228M 1168k
13.8G 2440k 1729M  147M| 76   2  22   0   0   1| 225M  520k
13.8G 2436k 1729M  150M| 77   2  21   0   0   1| 223M 1332k
13.8G 2436k 1732M  147M| 76   2  21   0   0   0| 219M 2180k
13.7G 2436k 1727M  154M| 68   2  30   0   0   1| 172M 1932k
13.7G 2428k 1702M  179M| 70   3  25   0   0   1| 189M 2564k
13.7G 2416k 1713M  170M| 77   2  19   0   0   1| 242M 2676k
13.7G 2392k 1724M  160M| 76   2  21   0   0   0| 252M 2088k
13.7G 2400k 1736M  154M| 76   2  21   0   0   0| 251M 2160k
13.7G 2388k 1724M  165M| 77   2  20   0   0   0| 251M 2168k
13.7G 2384k 1739M  153M| 78   2  19   0   0   0| 244M 1332k
13.7G 2368k 1734M  159M| 76   3  21   0   0   0| 233M  880k
13.7G 2364k 1746M  147M| 77   3  20   0   0   1| 236M  620k
13.8G 5000k 1667M  171M| 76   3  20   1   0   0| 225M  932k
13.7G 5000k 1730M  160M| 76   2  20   0   0   1| 265M  268k
13.7G 5000k 1731M  160M| 77   2  20   0   0   0| 274M 1780k
13.7G 5000k 1740M  152M| 76   2  21   0   0   1| 267M  772k
13.7G 5000k 1723M  170M| 77   2  20   0   0   0| 257M  780k
13.7G 5008k 1689M  203M| 76   3  21   0   0   1| 236M 1260k
13.8G 4992k 1686M  154M| 76   3  21   0   0   0| 206M  524k
13.7G 4992k 1746M  146M| 78   2  19   0   0   0| 265M  256k
13.7G 4988k 1734M  158M| 75   3  21   0   0   1| 175M 1180k
13.7G 4984k 1739M  154M| 77   2  21   0   0   1| 165M 1124k
13.7G 4992k 1740M  156M| 76   2  21   0   0   0| 168M  940k
13.7G 4992k 1744M  148M| 76   1  22   0   0   0| 141M  512k
13.7G 4988k 1723M  168M| 70   2  26   0   0   2|  95M  140k
13.8G 4988k 1716M  153M| 59   2  35   0   0   3|  97M  172k
13.7G 4988k 1686M  205M| 74   3  21   0   0   1| 128M 1260k
13.7G 4996k 1742M  150M| 76   1  21   0   0   1| 142M  256k
13.7G 4996k 1740M  152M| 77   2  21   0   0   1| 165M  804k
13.7G 4996k 1733M  160M| 76   1  22   0   0   0| 139M  528k
13.7G 4996k 1697M  196M| 75   2  21   0   0   1|  84M  660k
13.8G 4996k 1667M  147M| 63   2  34   0   0   1|  56M  100k
13.7G 4996k 1641M  249M| 72   3  24   0   0   1|  61M  384k
13.7G 5004k 1713M  178M| 76   1  22   0   0   0| 143M   24k
13.7G 5004k 1741M  152M| 76   2  20   0   0   2| 205M  572k
13.7G 5000k 1738M  156M| 75   2  22   0   0   0| 223M  912k
13.7G 5000k 1728M  166M| 76   2  21   0   0   0| 243M  956k
13.7G 5000k 1735M  159M| 76   2  21   0   0   1| 208M 1452k
13.7G 5008k 1695M  197M| 76   2  20   1   0   1| 193M 1856k
13.7G 5008k 1714M  177M| 64   2  33   0   0   1| 126M  652k
13.7G 5008k 1741M  152M| 32   1  66   0   0   1|  84M  168k
13.7G 5008k 1744M  150M| 26   1  73   0   0   0|  81M  436k
13.7G 5008k 1739M  153M| 25   1  73   0   0   1|  84M  256k
13.7G 5016k 1744M  149M| 26   1  73   0   0   0|  79M  176k
13.7G 5016k 1726M  168M| 17   1  82   0   0   0|  40M  232k
13.7G 5016k 1741M  153M| 14   1  85   0   0   0|  27M  196k
13.8G 5032k 1722M  155M| 25   1  72   1   0   2|  56M  712k
13.8G 5028k 1593M  226M| 28   3  68   0   0   1|  23M 1936k
13.8G 5036k 1620M  257M| 46   3  49   0   0   1|  68M  176k
13.7G 5036k 1726M  153M| 77   1  21   0   0   0| 210M    0 
13.7G 5032k 1735M  146M| 76   2  21   0   0   1| 198M 1340k
13.7G 5032k 1733M  150M| 78   2  19   0   0   0| 190M 1816k
13.7G 5028k 1727M  157M| 78   1  20   0   0   1| 185M 2084k
13.7G 5028k 1720M  167M| 77   2  20   0   0   1| 196M 2252k
13.7G 5036k 1739M  149M| 79   2  19   0   0   0| 181M 1456k
13.7G 5036k 1723M  168M| 77   2  20   0   0   1| 168M 2260k
13.7G 5048k 1718M  172M| 74   2  22   0   0   2|  93M 1172k
13.8G 5048k 1673M  149M| 66   4  28   0   0   2|  98M 2200k
13.7G 5052k 1712M  178M| 78   2  19   0   0   1| 193M 1524k
13.7G 5060k 1728M  163M| 80   2  18   0   0   1| 183M 1148k
13.7G 5060k 1748M  147M| 79   1  19   0   0   1| 190M  764k
13.7G 5060k 1744M  151M| 78   2  19   0   0   1| 187M 1100k
13.7G 5060k 1749M  148M| 77   2  21   0   0   1| 189M  788k
13.7G 5060k 1739M  161M| 79   2  19   0   0   0| 176M 1672k
13.7G 5072k 1747M  153M| 80   2  18   0   0   0| 184M 1752k
13.7G 5080k 1745M  155M| 80   2  18   0   0   0| 170M 1780k
13.7G 5080k 1734M  167M| 78   2  19   0   0   1| 159M 2028k
13.8G 5088k 1724M  147M| 79   1  19   0   0   1| 154M  740k
13.7G 5088k 1705M  195M| 76   3  20   0   0   1| 165M 1340k
13.7G 5096k 1746M  152M| 77   1  21   0   0   1| 191M  708k
13.7G 5096k 1749M  150M| 77   2  21   0   0   1| 186M  536k
13.7G 5096k 1748M  152M| 76   1  22   0   0   1| 180M 1540k
13.7G 5100k 1750M  153M| 77   2  21   0   0   0| 169M 1372k
13.7G 5100k 1755M  147M| 77   2  21   0   0   0| 199M 1800k
13.7G 5108k 1746M  157M| 78   2  19   0   0   1| 154M 2032k
13.7G 5108k 1708M  196M| 76   2  20   0   0   1| 178M 1784k
13.7G 5108k 1744M  162M| 78   1  20   0   0   1| 179M  460k
13.7G 5112k 1736M  171M| 76   2  22   0   0   0| 153M 1664k
13.7G 5112k 1711M  197M| 77   2  19   0   0   1| 155M  952k
13.7G 5112k 1730M  177M| 76   2  21   0   0   1| 155M  408k
13.7G 5120k 1759M  149M| 77   2  21   0   0   0| 163M  660k
13.7G 5124k 1753M  152M| 78   2  21   0   0   0| 156M 1140k
13.7G 5124k 1738M  169M| 76   1  22   0   0   1| 112M 1348k
13.7G 5128k 1693M  213M| 75   2  21   0   0   1|  90M 1260k
13.7G 5132k 1737M  170M| 81   1  17   0   0   0|  88M    0 
13.7G 5140k 1747M  160M| 77   1  20   0   0   1|  82M  292k
13.7G 5140k 1756M  150M| 78   1  20   0   0   1| 101M  132k
13.7G 5148k 1760M  148M| 77   1  21   0   0   1| 102M  796k
13.7G 5148k 1738M  172M| 77   2  19   0   0   2| 112M 1264k
13.7G 5160k 1758M  151M| 68   1  28   0   0   3|  69M  144k
13.7G 5168k 1676M  233M| 68   2  27   0   0   2|  72M 1328k
13.7G 5168k 1709M  200M| 78   1  21   0   0   0|  65M    0 
13.7G 5168k 1739M  170M| 76   1  22   0   0   0|  60M    0 
13.7G 5172k 1761M  147M| 69   1  28   0   0   1|  44M    0 
13.7G 5172k 1737M  172M| 94   1   5   0   0   0|  12M  508k
13.7G 5180k 1737M  171M| 67   0  31   0   0   1|1992k   28k
13.7G 5184k 1738M  170M| 24   0  75   0   0   0|  76k    0 
13.7G 5184k 1738M  170M| 13   0  87   0   0   0|  32k    0 
13.7G 5184k 1738M  170M| 13   0  87   0   0   0| 256k    0 
13.7G 5184k 1738M  170M| 13   0  87   0   0   0|  48k    0 
13.7G 5192k 1738M  169M| 14   0  86   0   0   0| 908k   28k
13.7G 5192k 1682M  223M| 54   2  42   0   0   1|  79M  844k
13.7G 5192k 1692M  213M| 67   2  29   0   0   2|  76M  144k
13.7G 5192k 1728M  177M| 77   1  20   0   0   1|  73M    0 
13.7G 5192k 1750M  154M| 83   1  16   0   0   0|  60M   12k
13.7G 5196k 1747M  158M|100   0   0   0   0   0|  24M  112k
13.7G 5212k 1754M  150M| 65   0  33   0   0   1|  14M   84k
13.7G 5216k 1729M  175M| 28   0  70   0   0   1|  11M  444k
13.7G 5216k 1744M  160M| 28   0  71   0   0   0|  31M    0 
13.7G 5216k 1728M  177M| 25   0  74   0   0   0|  28M  240k
13.7G 5216k 1744M  159M| 25   0  74   0   0   0|  34M    0 
13.7G 5224k 1739M  164M| 45   1  53   0   0   1|  51M  188k
13.7G 5224k 1720M  184M| 69   2  27   0   0   2| 124M  472k
13.7G 5224k 1756M  147M| 78   1  21   0   0   0| 139M  604k
13.7G 5224k 1739M  164M| 75   2  22   0   0   1| 155M 1036k
13.7G 5224k 1755M  149M| 77   1  20   0   0   1| 144M  184k
13.7G 5228k 1694M  209M| 75   2  21   0   0   1| 146M 1640k
13.7G 5228k 1739M  164M| 78   1  20   0   0   0| 152M  424k
13.7G 5228k 1755M  148M| 77   2  20   0   0   0| 147M  636k
13.7G 5228k 1753M  152M| 72   1  25   0   0   1| 122M  788k
13.7G 5232k 1757M  148M| 58   1  38   0   0   3| 108M  480k
13.7G 5224k 1750M  156M| 49   1  47   0   0   3|  93M  664k
13.7G 5232k 1749M  157M| 38   0  61   0   0   1|  58M  512k
13.7G 5232k 1759M  148M| 27   1  72   0   0   0|  57M   72k
13.7G 5236k 1732M  175M| 27   1  72   0   0   0|  63M  868k
13.7G 5236k 1755M  152M| 29   0  69   0   0   1|  46M    0 
13.7G 5236k 1758M  149M| 17   1  81   0   0   1|  20M 4096B
13.7G 5268k 1741M  153M| 25   1  73   1   0   1|  30M  664k
13.8G 5264k 1668M  159M| 26   2  72   0   0   0| 188k 1188k
13.7G 5244k 1614M  281M| 46   3  49   0   0   1|  68M 1804k
13.7G 5240k 1686M  210M| 74   3  22   0   0   1| 195M  764k
13.7G 5240k 1747M  150M| 77   1  21   0   0   0| 213M  904k
13.7G 5248k 1751M  147M| 76   2  21   0   0   1| 223M 1852k
13.7G 5248k 1747M  153M| 75   2  22   0   0   0| 225M 2232k
13.7G 5248k 1750M  151M| 76   2  21   0   0   1| 220M 1524k
13.7G 5248k 1752M  152M| 76   2  21   0   0   1| 188M  288k
13.7G 5248k 1708M  189M| 76   3  20   0   0   1| 168M  824k
13.8G 5256k 1696M  148M| 74   3  21   0   0   2| 148M 1492k
13.7G 5256k 1709M  188M| 75   4  20   0   0   1| 210M 1296k
13.7G 5252k 1736M  161M| 76   2  21   0   0   1| 238M  448k
13.7G 5252k 1754M  146M| 77   2  20   0   0   1| 237M 1040k
13.7G 5252k 1747M  150M| 77   2  20   0   0   0| 238M  388k
13.7G 5260k 1746M  153M| 76   2  20   0   0   1| 218M  632k
13.7G 5260k 1743M  156M| 77   2  20   0   0   0| 247M  888k
13.7G 5260k 1745M  156M| 75   3  21   0   0   0| 231M  732k
13.8G 5256k 1716M  151M| 82   3  14   1   0   1| 222M 1052k
13.8G 5248k 1643M  199M| 82   5  12   0   0   1| 205M 1424k
13.8G 5256k 1675M  170M| 76   3  21   0   0   0| 253M  472k
13.8G 5252k 1703M  148M| 75   2  22   0   0   0| 253M  440k
13.8G 5252k 1705M  147M| 76   2  21   0   0   0| 259M  640k
13.8G 5252k 1699M  153M| 77   3  20   0   0   0| 244M 1184k
13.8G 5240k 1649M  202M| 75   2  21   0   0   1| 235M 1408k
13.8G 5248k 1706M  148M| 76   2  21   0   0   1| 256M  912k
13.8G 5244k 1676M  161M| 76   2  21   0   0   1| 175M  960k
13.8G 5240k 1646M  207M| 74   3  21   0   0   1| 186M 1748k
13.8G 5240k 1703M  152M| 76   2  21   0   0   1| 154M  216k
13.8G 5240k 1708M  148M| 77   2  21   0   0   0| 153M  784k
13.8G 5232k 1666M  191M| 74   2  21   0   0   2| 128M 1636k
13.8G 5240k 1703M  152M| 76   2  22   0   0   0| 131M  588k
13.8G 5236k 1651M  147M| 65   2  30   0   0   3| 136M 1040k
13.8G 5236k 1652M  206M| 75   3  21   0   0   0| 181M  844k
13.8G 5236k 1670M  187M| 75   3  21   0   0   1| 127M  716k
13.8G 5224k 1666M  192M| 75   2  21   0   0   1| 146M  972k
13.8G 5228k 1701M  156M| 76   2  21   0   0   1| 128M  264k
13.8G 5228k 1653M  152M| 76   3  21   0   0   1|  96M  636k
13.8G 5228k 1703M  154M| 76   1  21   0   0   1| 109M 8192B
13.8G 5224k 1655M  203M| 76   2  21   0   0   1|  72M 1072k
13.8G 5220k 1630M  148M| 64   2  34   0   0   0|  60M  480k
13.8G 5224k 1681M  175M| 76   2  22   0   0   0| 211M  760k
13.8G 5220k 1710M  151M| 76   2  21   0   0   0| 207M 2140k
13.8G 5220k 1699M  163M| 68   1  28   0   0   2| 177M 1536k
13.8G 5216k 1705M  158M| 64   3  31   0   0   2| 165M 1156k
13.8G 5216k 1666M  200M| 67   3  29   0   0   1| 186M 1540k
13.8G 5220k 1700M  167M| 62   2  33   0   0   2| 190M 1228k
13.8G 5220k 1706M  159M| 52   1  45   0   0   2| 124M 1152k
13.8G 5220k 1712M  156M| 38   1  59   0   0   1| 113M 1292k
13.8G 5216k 1718M  151M| 38   1  59   0   0   2| 112M 1048k
13.8G 5216k 1714M  151M| 29   1  68   0   0   1|  69M  936k
13.8G 5216k 1714M  152M| 26   1  72   0   0   1|  70M  732k
13.8G 5224k 1715M  151M| 25   0  73   0   0   1|  60M  924k
13.8G 5264k 1693M  147M| 30   2  66   2   0   1|  70M 1276k
13.8G 5252k 1650M  191M| 81   3  15   0   0   0| 172M 3524k
13.8G 5248k 1670M  174M| 75   2  22   0   0   0| 193M 2064k
13.8G 5248k 1697M  148M| 75   2  22   0   0   1| 191M 1384k
13.8G 5256k 1699M  148M| 76   1  22   0   0   1| 188M 2524k
13.8G 5256k 1695M  154M| 76   2  21   0   0   1| 187M 2096k
13.8G 5256k 1704M  148M| 76   1  22   0   0   0| 193M 1292k
13.8G 5256k 1701M  153M| 75   2  22   0   0   0| 190M 1440k
13.8G 5504k 1678M  173M| 72   1  25   0   0   2| 129M 2012k
13.8G 5512k 1617M  228M| 72   2  24   1   0   1| 117M 2588k
13.8G 5504k 1659M  171M| 69   2  28   0   0   1| 152M  264k
13.8G 5484k 1669M  162M| 76   1  23   0   0   1| 187M  460k
13.8G 5460k 1682M  149M| 76   2  22   0   0   1| 183M  480k
13.8G 5460k 1683M  149M| 75   2  22   0   0   1| 181M  848k
13.8G 5460k 1684M  149M| 76   2  22   0   0   0| 185M 1364k
13.8G 5468k 1671M  163M| 76   2  21   0   0   0| 176M 1628k
13.8G 5468k 1674M  159M| 75   2  22   0   0   1| 169M  620k
13.8G 5476k 1681M  152M| 76   1  22   0   0   0| 191M  664k
13.8G 5492k 1682M  152M| 71   1  26   0   0   3| 113M  284k
13.8G 5496k 1629M  205M| 62   2  34   0   0   2| 127M 1776k
13.8G 5496k 1691M  162M| 74   2  23   0   0   1| 186M  300k
13.8G 5504k 1699M  155M| 75   2  23   0   0   0| 186M 1432k
13.8G 5504k 1681M  173M| 76   2  22   0   0   0| 188M 1004k
13.8G 5504k 1677M  150M| 78   2  18   1   0   1| 205M 1576k
13.8G 5504k 1677M  152M| 75   2  22   0   0   2| 189M 1524k
13.8G 5512k 1661M  170M| 76   2  22   0   0   0| 173M 1804k
13.8G 5524k 1646M  186M| 75   2  21   0   0   2| 167M 2716k
13.8G 5524k 1679M  158M| 76   1  22   0   0   1| 162M 5276k
13.8G 5544k 1649M  183M| 75   2  21   0   0   1| 152M 4372k
13.8G 5540k 1645M  191M| 69   2  27   0   0   2| 163M 5996k
13.8G 5540k 1688M  153M| 75   2  23   0   0   0| 184M 4416k
13.8G 5540k 1701M  150M| 75   1  23   0   0   1| 179M   10M
13.8G 5548k 1708M  150M| 76   1  21   1   0   1| 163M 8436k
13.8G 5548k 1691M  178M| 76   2  22   0   0   0| 168M   14M
13.7G 5536k 1707M  172M| 76   1  22   0   0   1| 152M 8336k
13.7G 5536k 1689M  199M| 76   2  21   0   0   1| 123M 8968k
13.7G 5524k 1671M  222M| 76   3  21   0   0   1| 125M   12M
13.7G 5532k 1719M  174M| 76   1  22   0   0   0|  97M   80k
13.7G 5532k 1745M  150M| 75   1  23   0   0   1|  81M  600k
13.7G 5536k 1744M  150M| 70   2  27   0   0   0|  76M 5184k
13.7G 5536k 1721M  180M| 67   2  29   0   0   2| 100M 7432k
13.7G 5536k 1747M  153M| 76   1  22   0   0   1|  68M  428k
13.7G 5544k 1748M  156M| 75   1  23   0   0   1|  62M 3456k
13.7G 5544k 1753M  154M| 76   1  22   0   0   1|  54M 2116k
13.7G 5548k 1761M  149M| 77   1  21   0   0   1|  61M 2200k
13.7G 5548k 1721M  187M| 74   3  21   0   0   1|  69M 7564k
13.7G 5548k 1755M  153M| 76   1  23   0   0   0|  69M    0 
13.7G 5552k 1742M  170M| 76   1  22   0   0   0|  62M 4552k
13.7G 5552k 1762M  152M| 76   1  22   0   0   1| 100M 2416k
13.7G 5560k 1766M  147M| 69   1  28   0   0   1|  69M 1752k
13.7G 5560k 1772M  150M| 73   3  23   0   0   1| 165M 6008k
13.7G 5560k 1775M  152M| 76   1  22   0   0   1| 173M 8136k
13.7G 5568k 1787M  149M| 76   1  22   0   0   1| 168M 7012k
13.7G 5580k 1771M  172M| 76   2  22   0   0   0| 136M 9784k
13.7G 5584k 1746M  207M| 65   2  32   0   0   1| 132M   11M
13.7G 5584k 1800M  157M| 75   2  23   0   0   0| 171M 4024k
13.7G 5584k 1793M  175M| 76   2  22   0   0   0| 166M   11M
13.7G 5592k 1817M  155M| 75   2  23   0   0   0| 160M 5012k
13.6G 5596k 1823M  158M| 68   1  29   0   0   2| 143M 8236k
13.6G 5600k 1829M  157M| 57   1  40   0   0   2|  91M 5148k
13.6G 5600k 1839M  151M| 37   1  60   0   0   2|  82M 2576k
13.6G 5600k 1845M  148M| 38   0  60   0   0   1|  82M 4088k
13.6G 5608k 1845M  153M| 38   1  60   0   0   0|  72M 4536k
13.6G 5608k 1826M  173M| 27   1  71   0   0   0|  45M 5264k
13.7G 5772k 1785M  143M| 27   2  68   2   0   1|  27M 3240k
13.7G 5936k 1763M  152M| 36   1  61   1   0   1|  59M 8864k
13.7G 5916k 1757M  165M| 77   5  18   0   0   1| 223M   16M
13.7G 5920k 1787M  147M| 76   2  21   0   0   1| 240M   13M
13.7G 5920k 1801M  149M| 76   2  21   0   0   0| 239M   14M
13.7G 5904k 1816M  150M| 76   2  21   0   0   0| 239M   15M
13.6G 5904k 1823M  159M| 76   2  21   0   0   1| 236M   17M
13.6G 5892k 1787M  193M| 76   3  20   0   0   1| 197M   14M
13.6G 5904k 1835M  150M| 76   2  21   0   0   0| 190M 6044k
13.6G 5840k 1809M  172M| 80   3  16   1   0   1| 254M   17M
13.6G 5800k 1826M  165M| 76   2  21   0   0   0| 256M   11M
13.6G 5780k 1855M  147M| 76   2  22   0   0   0| 248M 7288k
13.6G 5724k 1857M  155M| 76   3  21   0   0   1| 254M   11M
13.6G 5720k 1873M  149M| 76   2  21   0   0   1| 234M 8120k
13.6G 5728k 1864M  159M| 76   2  21   0   0   0| 231M 3064k
13.6G 5732k 1875M  154M| 75   3  20   0   0   2| 242M 8148k
13.6G 5724k 1824M  214M| 76   2  21   0   0   1| 231M   12M
13.6G 5724k 1882M  160M| 75   2  22   0   0   0| 256M 1228k
13.6G 5724k 1899M  148M| 75   3  21   0   0   1| 251M 4844k
13.6G 5732k 1885M  169M| 76   3  21   0   0   0| 249M 7520k
13.6G 5732k 1906M  152M| 76   1  21   0   0   1| 246M 3580k
13.6G 5732k 1873M  173M| 76   2  21   0   0   1| 212M 7464k
13.6G 5740k 1900M  154M| 76   2  21   0   0   0| 246M 7860k
13.6G 5740k 1874M  184M| 75   2  22   0   0   1| 233M 3896k
13.6G 5748k 1910M  151M| 76   2  21   0   0   1| 260M 2720k
13.6G 5748k 1894M  171M| 75   2  22   0   0   1| 233M 3556k
13.6G 5748k 1921M  147M| 75   2  21   0   0   1| 231M 3460k
13.6G 5748k 1915M  155M| 75   2  22   0   0   1| 145M 2828k
13.5G 5756k 1950M  153M| 76   2  22   0   0   1| 123M 1936k
13.5G 5764k 1949M  156M| 76   2  21   0   0   1|  85M  848k
13.5G 5780k 1909M  197M| 75   3  21   0   0   0|  89M 2592k
13.5G 5780k 1956M  149M| 76   2  22   0   0   1|  95M  564k
13.5G 5644k 1926M  161M| 81   3  16   0   0   0| 180M 2124k
13.5G 5616k 1943M  146M| 76   3  21   0   0   0| 181M 2272k
13.5G 5624k 1936M  153M| 76   2  21   0   0   1|  75M 1892k
13.5G 5608k 1910M  180M| 75   3  22   0   0   1|  84M 2156k
13.5G 5608k 1949M  150M| 76   2  22   0   0   0| 113M  668k
13.5G 5624k 1921M  181M| 74   3  22   0   0   1| 152M 2648k
13.5G 5624k 1933M  169M| 75   2  21   0   0   0| 247M 1620k
13.5G 5628k 1949M  156M| 77   2  21   0   0   0| 249M 1464k
13.5G 5484k 1948M  162M| 76   2  21   0   0   1| 234M 1708k
13.5G 5472k 1959M  150M| 75   3  21   0   0   1| 220M 1496k
13.5G 5456k 1959M  150M| 62   2  34   0   0   1| 202M 1056k
13.5G 5452k 1960M  151M| 51   1  47   0   0   1| 126M  556k
13.5G 5460k 1957M  153M| 28   1  71   0   0   0|  83M  664k
13.5G 5460k 1935M  177M| 26   1  73   0   0   1|  80M  592k
13.5G 5460k 1959M  153M| 25   1  73   0   0   1|  73M  104k
13.5G 5460k 1962M  151M| 16   1  83   0   0   0|  33M  144k
13.6G 5664k 1916M  150M| 48   3  45   3   0   1| 137M   12M
13.5G 5664k 1934M  151M| 75   3  21   0   0   1| 237M   12M
13.5G 5672k 1950M  150M| 76   2  21   0   0   1| 243M   13M
13.5G 5672k 1965M  150M| 75   3  21   0   0   1| 238M   13M
13.5G 5672k 1949M  182M| 75   2  21   0   0   1| 243M   17M
13.5G 5672k 1977M  164M| 74   2  22   0   0   1| 247M   11M
13.5G 5692k 1987M  163M| 76   2  21   0   0   0| 210M 9764k
13.5G 5704k 2002M  157M| 75   3  21   0   0   1| 211M 9772k
13.5G 5704k 2003M  165M| 76   3  20   0   0   1| 240M   11M
13.5G 5700k 2029M  151M| 76   2  21   0   0   0| 257M 9016k
13.4G 5696k 2027M  163M| 75   3  21   0   0   1| 249M   11M
