[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
15.1G 6868k 93.2M  399M|  0  78  22   0   0   0|  22M 6512k
15.1G 6868k 93.2M  399M|  0  69  30   0   0   0|  22M    0 
15.1G 6876k 93.2M  399M|  1  68  31   0   0   0|  30M   32k
15.1G 6876k 93.2M  399M|  0  72  28   0   0   0|  29M    0 
15.1G 6876k 93.2M  399M|  1  75  25   0   0   0|  46M    0 
15.1G 6876k 93.2M  399M|  0  74  26   0   0   0|1689k    0 
15.1G 6884k 93.2M  399M|  1  76  23   0   0   0|3404k  296k
15.1G 6892k 93.2M  399M|  1  80  19   0   0   0| 594k   32k
15.1G 6892k 93.2M  399M|  1  79  21   0   0   0|  19M    0 
15.1G 6892k 93.2M  399M|  0  78  21   0   0   0|  36M   68k
15.1G 6892k 93.2M  399M|  1  88  12   0   0   0|  18M    0 
15.1G 6900k 93.2M  399M|  0  83  17   0   0   0|  46M 7464k
15.1G 6908k 93.2M  399M|  0  91   8   0   0   0|  22M   96k
15.1G 6908k 93.2M  399M|  1  91   9   0   0   0|  43M    0 
15.1G 6908k 93.2M  399M|  1  90   9   0   0   0|  66M   56k
15.1G 6908k 93.2M  399M|  1  87  12   0   0   0|  86M    0 
15.1G 6916k 93.2M  399M|  1  87  12   0   0   0|  42M  776k
15.1G 6924k 93.2M  399M|  0  81  19   0   0   0|  38M   76k
15.1G 6924k 93.2M  399M|  0  78  21   0   0   0|  10M    0 
15.1G 6924k 93.2M  399M|  0  75  24   0   0   0|  24M  188k
15.1G 6924k 93.3M  399M|  1  80  19   0   0   0|  65M    0 
15.1G 6932k 93.3M  399M|  0  85  14   0   0   0|  45M 6608k
15.1G 6940k 93.3M  399M|  0  74  25   0   0   0|  43M   52k
15.1G 7220k 93.4M  399M|  0  78  22   0   0   0|  16M    0 
15.1G 7220k 93.3M  399M|  0  68  32   0   0   0|  20M    0 
15.1G 7220k 93.3M  399M|  0  77  23   0   0   0|  58M    0 
15.1G 7228k 93.3M  399M|  1  81  18   0   0   0|  49M  248k
15.1G 7236k 93.3M  399M|  1  72  28   0   0   0|  51M   68k
15.1G 7236k 93.3M  399M|  0  80  20   0   0   0|  21M    0 
15.1G 7236k 93.3M  399M|  0  66  34   0   0   0|  12M    0 
15.1G 7236k 93.3M  399M|  0  70  30   0   0   0|  54M    0 
15.1G 7244k 93.3M  399M|  1  80  19   0   0   0|  54M 5448k
15.1G 7252k 93.3M  399M|  1  72  27   0   0   0|  56M   32k
15.1G 7252k 93.3M  399M|  1  80  19   0   0   1|  24M    0 
15.1G 7252k 93.3M  399M|  1  63  36   0   0   0|4154k    0 
15.1G 7252k 93.3M  399M|  1  66  33   0   0   0|  56M    0 
15.1G 7260k 93.3M  399M|  1  83  16   0   0   0|  49M 1008k
15.1G 7268k 93.3M  399M|  0  72  28   0   0   0|  58M   32k
15.1G 7268k 93.3M  399M|  0  82  17   0   0   0|  17M    0 
15.1G 7268k 93.3M  399M|  0  64  35   0   0   0|  56k   16k
15.1G 7268k 93.3M  399M|  0  64  36   0   0   0|  42M    0 
15.1G 7276k 93.3M  399M|  0  77  22   0   0   0|  26M  184k
15.1G 7284k 93.3M  399M|  0  75  25   0   0   0|  37M   52k
15.1G 7284k 93.3M  399M|  1  75  25   0   0   0|9955k    0 
15.1G 7284k 93.4M  399M|  1  77  22   0   0   0| 411k    0 
15.1G 7284k 93.4M  399M|  1  77  22   0   0   0|7233k   72k
15.1G 7292k 93.4M  399M|  0  80  20   0   0   0|  38M 5672k
15.1G 7300k 93.4M  399M|  1  88  11   0   0   0|  30M   92k
15.1G 7300k 93.4M  399M|  1  77  22   0   0   0|  40M    0 
15.1G 7300k 93.4M  399M|  0  91   9   0   0   0|  25M    0 
15.1G 7300k 93.4M  399M|  1  92   7   0   0   0|4323k   80k
15.1G 7308k 93.4M  399M|  1  89  10   0   0   0|  71M 6472k
15.1G 7316k 93.4M  399M|  1  84  16   0   0   0|  79M   68k
15.1G 7316k 93.4M  399M|  1  94   5   0   0   0|  50M    0 
15.1G 7316k 93.4M  399M|  0  70  30   0   0   0|  54M    0 
15.1G 7316k 93.4M  399M|  0  85  15   0   0   0|  27M  148k
15.1G 7324k 93.4M  399M|  0  77  23   0   0   0|4137k  816k
15.1G 7332k 93.4M  399M|  0  77  23   0   0   0|  68M   44k
15.1G 7332k 93.4M  399M|  0  88  11   0   0   0|  46M    0 
15.1G 7332k 93.4M  399M|  0  72  28   0   0   0|  37M    0 
15.1G 7332k 93.4M  399M|  0  81  19   0   0   0|  39M    0 
15.1G 7340k 93.4M  399M|  0  70  29   0   0   0|  10M  184k
15.1G 7348k 93.4M  399M|  1  69  30   0   0   0|  59M 5344k
15.1G 7348k 93.4M  399M|  1  84  15   0   0   0|  51M    0 
15.1G 7348k 93.4M  399M|  1  71  29   0   0   0|  41M    0 
15.1G 7348k 93.4M  399M|  1  79  20   0   0   0|  40M    0 
15.1G 7356k 93.4M  399M|  0  66  33   0   0   0|5708k  512k
15.1G 7364k 93.4M  399M|  1  69  31   0   0   0|  55M   32k
15.1G 7364k 93.4M  399M|  1  79  20   0   0   0|  54M    0 
15.1G 7364k 93.4M  399M|  0  71  29   0   0   0|  36M    0 
15.1G 7364k 93.4M  399M|  0  77  22   0   0   0|  46M   12k
15.1G 7372k 93.4M  399M|  0  70  29   0   0   0|  14M  176k
15.1G 7380k 93.4M  399M|  0  67  32   0   0   0|  44M   44k
15.1G 7380k 93.4M  399M|  0  78  21   0   0   0|  52M    0 
15.1G 7380k 93.4M  399M|  0  72  28   0   0   0|  37M    0 
15.1G 7380k 93.4M  399M|  0  77  23   0   0   0|  38M   76k
15.1G 7388k 93.4M  399M|  0  68  32   0   0   0| 903k 4576k
15.1G 7396k 93.4M  399M|  0  64  36   0   0   0|  32M   96k
15.1G 7396k 93.5M  399M|  0  79  20   0   0   0|  35M    0 
15.1G 7396k 93.5M  399M|  0  69  31   0   0   0|  24M    0 
15.1G 7396k 93.5M  399M|  0  83  17   0   0   0|9834k  104k
15.1G 7404k 93.5M  399M|  0  82  17   0   0   0| 543k 1320k
15.1G 7412k 93.5M  399M|  1  68  31   0   0   0|  46M   88k
15.1G 7412k 93.5M  399M|  0  83  17   0   0   0|  24M    0 
15.1G 7412k 93.5M  399M|  1  89  10   0   0   0|4917k    0 
15.1G 7412k 93.5M  399M|  1  66  34   0   0   0|  36M    0 
15.1G 7420k 93.5M  399M|  0  92   8   0   0   0|  27M 1664k
15.1G 7428k 93.5M  399M|  1  96   3   0   0   0|7534k   32k
15.1G 7428k 93.5M  399M|  1  91   8   0   0   0|  54M    0 
15.1G 7428k 93.5M  399M|  0  83  16   0   0   0| 104M    0 
15.1G 7428k 93.5M  399M|  0  90  10   0   0   0|  63M    0 
15.1G 7436k 93.5M  399M|  1  86  13   0   0   0|  35M 5128k
15.1G 7444k 93.5M  399M|  0  74  26   0   0   0|  18M   32k
15.1G 7444k 93.5M  399M|  0  72  28   0   0   0|8482k    0 
15.1G 7444k 93.5M  399M|  1  81  18   0   0   0|  40M    0 
15.1G 7444k 93.5M  399M|  1  84  15   0   0   0|  69M    0 
15.1G 7444k 93.5M  399M|  0  79  20   0   0   0|  53M    0 
15.1G 7460k 93.5M  399M|  0  78  21   0   0   0|  25M  192k
15.1G 7460k 93.5M  399M|  0  68  32   0   0   0|1138k    0 
15.1G 7460k 93.5M  399M|  0  72  28   0   0   0|  34M    0 
15.1G 7460k 93.5M  399M|  1  82  18   0   0   0|  76M    0 
15.1G 7460k 93.5M  399M|  0  82  18   0   0   0|  59M    0 
15.1G 7476k 93.5M  399M|  0  78  21   0   0   0|  29M 5360k
15.1G 7476k 93.5M  399M|  1  68  32   0   0   0|1867k    0 
15.1G 7476k 93.5M  399M|  0  64  36   0   0   0|  29M    0 
15.1G 7476k 93.5M  399M|  1  75  24   0   0   0|  74M    0 
15.1G 7476k 93.6M  399M|  1  79  20   0   0   0|  61M   56k
15.1G 7484k 93.5M  399M|  0  78  22   0   0   0|  34M  160k
15.1G 7492k 93.6M  399M|  1  66  33   0   0   0|3072k   84k
15.1G 7492k 93.6M  399M|  0  65  35   0   0   0|  24M    0 
15.1G 7492k 93.6M  399M|  1  76  24   0   0   0|  66M    0 
15.1G 7492k 93.6M  399M|  0  80  20   0   0   0|  63M   64k
15.1G 7500k 93.6M  399M|  0  79  21   0   0   0|  32M 4280k
15.1G 7508k 93.6M  399M|  0  68  32   0   0   0| 130k   88k
15.1G 7508k 93.6M  399M|  0  64  36   0   0   0|  17M    0 
15.1G 7508k 93.6M  399M|  0  70  30   0   0   0|  50M    0 
15.1G 7508k 93.6M  399M|  0  80  20   0   0   0|  36M   64k
15.1G 7516k 93.6M  399M|  0  68  31   0   0   0|8118k  696k
15.1G 7524k 93.6M  399M|  1  79  20   0   0   0| 687k   48k
15.1G 7524k 93.6M  399M|  0  74  25   0   0   0| 356k    0 
15.1G 7524k 93.6M  399M|  1  80  19   0   0   0|  47M    0 
15.1G 7524k 93.6M  399M|  0  83  17   0   0   0|  27M    0 
15.1G 7532k 93.6M  399M|  1  88  11   0   0   0|  36M 5768k
15.1G 7540k 93.6M  398M|  1  88  11   0   0   0|  29M   32k
15.1G 7540k 93.6M  398M|  0  97   3   0   0   0|8305k    0 
15.1G 7540k 93.6M  398M|  1  92   8   0   0   0|  42M    0 
15.1G 7540k 93.6M  398M|  0  79  20   0   0   0| 102M  108k
15.1G 7548k 93.6M  398M|  1  90   9   0   0   0|  65M 1392k
15.1G 7556k 93.6M  399M|  1  81  19   0   0   0|  41M 5272k
15.1G 7556k 93.6M  399M|  1  74  25   0   0   0|  21M    0 
15.1G 7556k 93.6M  399M|  0  75  25   0   0   0|2908k    0 
15.1G 7556k 93.6M  399M|  0  79  20   0   0   0|  32M    0 
15.1G 7564k 93.6M  399M|  1  82  17   0   0   0|  76M  660k
15.1G 7572k 93.6M  399M|  1  81  19   0   0   0|  49M   44k
15.1G 7572k 93.6M  399M|  1  76  23   0   0   0|  36M    0 
15.1G 7572k 93.6M  399M|  0  70  30   0   0   0|5484k    0 
15.1G 7572k 93.6M  399M|  0  72  28   0   0   0|  22M    0 
15.1G 7580k 93.6M  399M|  1  80  20   0   0   0|  67M  204k
15.1G 7588k 93.6M  399M|  1  82  17   0   0   0|  60M   64k
15.1G 7588k 93.6M  399M|  1  76  24   0   0   0|  43M    0 
15.1G 7588k 93.7M  399M|  0  72  28   0   0   0|8353k    0 
15.1G 7588k 93.7M  399M|  0  65  35   0   0   0|  15M    0 
15.1G 7588k 93.7M  399M|  1  70  29   0   0   0|  68M 4628k
15.1G 7596k 93.7M  399M|  0  81  18   0   0   0|  54M   92k
15.1G 7596k 93.7M  399M|  0  77  23   0   0   0|  55M    0 
15.1G 7596k 93.7M  399M|  0  71  28   0   0   0|9156k    0 
15.1G 7596k 93.7M  399M|  0  64  35   0   0   0|  11M    0 
15.1G 7604k 93.7M  399M|  1  68  31   0   0   0|  57M  220k
15.1G 7612k 93.7M  399M|  0  79  21   0   0   0|  62M   56k
15.1G 7612k 93.7M  399M|  1  81  19   0   0   0|  51M    0 
15.1G 7612k 93.7M  398M|  0  72  27   0   0   0|5785k    0 
15.1G 7612k 93.7M  398M|  0  65  35   0   0   0| 121k    0 
15.1G 7620k 93.7M  398M|  0  67  32   0   0   0|  28M 4364k
15.1G 7628k 93.7M  398M|  1  77  22   0   0   0|  55M   40k
15.1G 7628k 93.7M  398M|  1  75  25   0   0   0|  25M    0 
15.1G 7628k 93.7M  398M|  0  76  24   0   0   0|  81k    0 
15.1G 7628k 93.7M  398M|  0  80  20   0   0   0| 290k    0 
15.1G 7636k 93.7M  398M|  1  83  17   0   0   0|  35M 1056k
15.1G 7644k 93.7M  398M|  0  84  16   0   0   0|  33M   32k
15.1G 7644k 93.7M  398M|  1  81  18   0   0   0|  34M    0 
15.1G 7644k 93.7M  398M|  1  85  14   0   0   0|  29M    0 
15.1G 7644k 93.7M  398M|  1  87  12   0   0   0|9129k    0 
15.1G 7652k 93.7M  398M|  0  93   6   0   0   0|  19M 1764k
15.1G 7660k 93.7M  398M|  1  88  11   0   0   0|  76M   32k
15.1G 7660k 93.7M  399M|  1  89  10   0   0   0|  74M    0 
15.1G 7660k 93.7M  399M|  1  85  14   0   0   0|  69M    0 
15.1G 7660k 93.7M  399M|  0  84  15   0   0   0|  43M    0 
15.1G 7668k 93.7M  399M|  0  74  26   0   0   0|4252k 5456k
15.1G 7676k 93.7M  399M|  0  77  23   0   0   0|  28M   52k
15.1G 7676k 93.7M  399M|  0  83  17   0   0   0|  52M    0 
15.1G 7676k 93.7M  399M|  1  79  20   0   0   0|  65M    0 
15.1G 7676k 93.7M  399M|  0  80  19   0   0   0|  47M    0 
15.1G 7684k 93.7M  399M|  1  69  30   0   0   0|8249k  192k
15.1G 7692k 93.7M  399M|  1  71  28   0   0   0|  18M  164k
15.1G 7692k 93.7M  399M|  0  74  26   0   0   0|  53M    0 
15.1G 7692k 93.7M  399M|  0  80  19   0   0   0|  72M    0 
15.1G 7692k 93.8M  399M|  0  79  20   0   0   0|  51M    0 
15.1G 7700k 93.7M  399M|  1  71  28   0   0   0|8516k  192k
15.1G 7708k 93.8M  399M|  0  64  36   0   0   0|  16M   84k
15.1G 7708k 93.8M  399M|  0  71  29   0   0   0|  54M 5416k
15.1G 7708k 93.8M  399M|  1  80  19   0   0   0|  71M    0 
15.1G 7708k 93.8M  399M|  0  77  22   0   0   0|  45M    0 
15.1G 7716k 93.8M  399M|  1  71  28   0   0   0|  11M  504k
15.1G 7724k 93.8M  399M|  0  65  35   0   0   0|  15M   84k
15.1G 7724k 93.8M  399M|  0  70  30   0   0   0|  62M    0 
15.1G 7724k 93.8M  399M|  1  81  19   0   0   0|  67M    0 
15.1G 7724k 93.8M  399M|  0  74  25   0   0   0|  32M    0 
15.1G 7724k 93.8M  399M|  0  72  28   0   0   0|  10M    0 
15.1G 7740k 93.8M  399M|  0  64  36   0   0   0|  49k  240k
15.1G 7740k 93.8M  399M|  0  65  35   0   0   0|  45M    0 
15.1G 7740k 93.8M  399M|  0  82  18   0   0   0|  27M    0 
15.1G 7740k 93.8M  399M|  0  83  16   0   0   0|  25M    0 
15.1G 7740k 93.8M  399M|  0  90   9   0   0   0|  32k    0 
15.1G 7756k 93.8M  399M|  1  86  13   0   0   0|  20M 1840k
15.1G 7756k 93.8M  399M|  0  74  26   0   0   0|  61M    0 
15.1G 7756k 93.8M  399M|  1  79  21   0   0   0|  46M 5160k
15.1G 7756k 93.8M  398M|  0  84  15   0   0   0|  17M    0 
15.1G 7756k 93.8M  398M|  0  88  11   0   0   0| 525k    0 
15.1G 7772k 93.8M  398M|  1  90   9   0   0   0| 147k 3276k
15.1G 7772k 93.8M  398M|  0  92   8   0   0   0|  22M    0 
15.1G 7772k 93.8M  398M|  1  86  13   0   0   0| 105M    0 
15.1G 7772k 93.8M  398M|  1  90   9   0   0   0| 118M    0 
15.1G 7772k 93.8M  398M|  0  87  13   0   0   0|  33M    0 
15.1G 7788k 93.8M  398M|  1  69  30   0   0   0|4178k  420k
15.1G 7788k 93.8M  398M|  0  74  26   0   0   0|  80k    0 
15.1G 7788k 93.8M  398M|  0  81  19   0   0   0|  38M    0 
15.1G 7788k 93.8M  398M|  0  83  17   0   0   0| 107M    0 
15.1G 7788k 93.8M  398M|  0  84  16   0   0   0|  47M    0 
15.1G 7804k 93.8M  398M|  0  72  28   0   0   0|5944k  344k
15.1G 7804k 93.9M  398M|  0  66  34   0   0   0| 211k    0 
15.1G 7804k 93.9M  398M|  0  71  28   0   0   0|  33M 5216k
15.1G 7804k 93.9M  398M|  1  82  18   0   0   0| 102M    0 
15.1G 7804k 93.9M  398M|  1  85  14   0   0   0|  54M    0 
15.1G 7812k 93.8M  398M|  0  71  28   0   0   0|9810k   96k
15.1G 7820k 93.9M  398M|  1  65  34   0   0   0| 157k 1772k
15.1G 7820k 93.9M  398M|  0  66  34   0   0   0|  26M    0 
15.1G 7820k 93.9M  398M|  1  73  27   0   0   0| 109M    0 
15.1G 7820k 93.9M  398M|  0  84  15   0   0   0|  54M    0 
15.1G 7828k 93.9M  398M|  0  72  28   0   0   0|8596k   40k
15.1G 7836k 93.9M  398M|  0  63  36   0   0   0| 123k  184k
15.1G 7836k 93.9M  398M|  1  65  34   0   0   0|  33M    0 
15.1G 7836k 93.9M  398M|  1  76  24   0   0   0| 100M    0 
15.1G 7836k 93.9M  398M|  0  82  18   0   0   0|  41M    0 
15.1G 7844k 93.9M  398M|  1  72  28   0   0   0|  10M   32k
15.1G 7852k 93.9M  398M|  0  65  35   0   0   0| 123k  304k
15.1G 7852k 93.9M  398M|  0  64  36   0   0   0|  30M    0 
15.1G 7852k 93.9M  399M|  1  74  25   0   0   0|  43M 5368k
15.1G 7852k 93.9M  399M|  1  78  21   0   0   0|  32M    0 
15.1G 7860k 93.9M  399M|  0  78  22   0   0   0|2045k   32k
15.1G 7868k 93.9M  399M|  0  86  13   0   0   0| 162k 1820k
15.1G 7868k 93.9M  399M|  0  86  14   0   0   0|  26M    0 
15.1G 7868k 93.9M  399M|  0  76  23   0   0   0|  54M    0 
15.1G 7868k 93.9M  399M|  1  78  22   0   0   0|  47M    0 
15.1G 7876k 93.9M  399M|  0  91   9   0   0   0|  12M   44k
15.1G 7876k 93.9M  399M|  0  82  18   0   0   0| 229k   40k
15.1G 7884k 93.9M  399M|  0  91   8   0   0   0|  16M 1288k
15.1G 7884k 93.9M  399M|  1  89  11   0   0   0|  73M    0 
15.1G 7884k 93.9M  399M|  1  91   9   0   0   0|  79M    0 
15.1G 7892k 93.9M  399M|  1  85  14   0   0   0|  71M   72k
15.1G 7892k 93.9M  399M|  0  78  22   0   0   0|  35M   64k
15.1G 7900k 93.9M  399M|  0  76  23   0   0   0|7551k 5520k
15.1G 7900k 93.9M  399M|  0  79  21   0   0   0|2392k    0 
15.1G 7900k 94.0M  399M|  1  77  22   0   0   0|  81M    0 
15.1G 7908k 94.0M  399M|  0  90   9   0   0   0|  57M   88k
15.1G 7908k 94.0M  399M|  1  76  24   0   0   0|  44M   12k
15.1G 7916k 94.0M  399M|  0  73  27   0   0   0|  10M  176k
15.1G 7916k 94.0M  399M|  1  69  30   0   0   0| 166k    0 
15.1G 7916k 94.0M  399M|  0  69  30   0   0   0|  68M    0 
15.1G 7924k 94.0M  399M|  1  85  15   0   0   0|  66M   44k
15.1G 7924k 94.0M  399M|  1  74  26   0   0   0|  45M   64k
15.1G 7932k 94.0M  399M|  0  75  24   0   0   0|  21M 4688k
15.1G 7932k 94.0M  399M|  0  66  34   0   0   0|  90k    0 
15.1G 7932k 94.0M  399M|  1  66  33   0   0   0|  58M    0 
15.1G 7940k 94.0M  399M|  0  82  18   0   0   0|  70M   44k
15.1G 7940k 94.0M  399M|  0  77  23   0   0   0|  43M    0 
15.1G 7948k 94.0M  399M|  0  75  25   0   0   0|  27M  176k
15.1G 7948k 94.0M  398M|  0  65  34   0   0   0|1114k    0 
15.1G 7948k 94.0M  398M|  0  66  33   0   0   0|  49M    0 
15.1G 7956k 94.0M  398M|  0  80  19   0   0   0|  69M   32k
15.1G 7956k 94.0M  398M|  1  76  23   0   0   0|  45M    0 
15.1G 7956k 94.0M  398M|  0  76  23   0   0   0|  23M  116k
15.1G 7964k 94.0M  398M|  0  66  33   0   0   1|1882k 4872k
15.1G 7964k 94.0M  398M|  0  65  35   0   0   0|  32M    0 
15.1G 7972k 94.0M  398M|  1  72  27   0   0   0|  34M   44k
15.1G 7972k 94.0M  398M|  1  82  17   0   0   0|  18M    0 
15.1G 7972k 94.0M  398M|  0  75  24   0   0   0|  24M   28k
15.1G 7980k 94.0M  398M|  1  72  27   0   0   0| 480k  944k
15.1G 7980k 94.0M  398M|  1  84  15   0   0   0|  13M    0 
15.1G 7988k 94.0M  398M|  0  81  19   0   0   0|  32M   64k
15.1G 7988k 94.0M  398M|  0  83  17   0   0   0|  18M    0 
15.1G 7988k 94.0M  398M|  1  76  23   0   0   0|  50M 5364k
15.1G 7996k 94.0M  398M|  1  85  14   0   0   0|  22M  800k
15.1G 7996k 94.0M  398M|  0  89  10   0   0   0|3323k    0 
15.1G 8004k 94.0M  398M|  0  89  10   0   0   0|  37M   92k
15.1G 8004k 94.1M  398M|  1  90   9   0   0   0|  82M    0 
15.1G 8004k 94.1M  398M|  0  90   9   0   0   0|  72M   28k
15.1G 8012k 94.1M  398M|  0  81  18   0   0   0|  60M  800k
15.1G 8012k 94.1M  398M|  0  77  23   0   0   0|  16M    0 
15.1G 8020k 94.1M  398M|  1  75  24   0   0   0|6481k   56k
15.1G 8020k 94.1M  398M|  0  77  23   0   0   0|  57M    0 
15.1G 8020k 94.1M  398M|  1  85  14   0   0   0|  49M    0 
15.1G 8028k 94.1M  398M|  1  90   9   0   0   0|  75M 5360k
15.1G 8028k 94.1M  398M|  0  86  14   0   0   0|  27M    0 
15.1G 8036k 94.1M  398M|  0  68  32   0   0   0|2304k   32k
15.1G 8036k 94.1M  398M|  0  71  29   0   0   0|  53M    0 
15.1G 8036k 94.1M  398M|  0  87  13   0   0   0|  42M   48k
15.1G 8044k 94.1M  398M|  0  76  23   0   0   0|  71M  176k
15.1G 8044k 94.1M  398M|  0  81  19   0   0   0|  28M    0 
15.1G 8052k 94.1M  398M|  1  68  32   0   0   0|  11M   40k
15.1G 8052k 94.1M  398M|  1  67  33   0   0   0|  45M    0 
15.1G 8052k 94.1M  398M|  0  77  23   0   0   0|  52M    0 
15.1G 8060k 94.1M  398M|  1  78  21   0   0   0|  67M 4608k
15.1G 8060k 94.1M  398M|  0  76  24   0   0   0|  26M    0 
15.1G 8068k 94.1M  398M|  1  68  32   0   0   0|  13M   32k
15.1G 8068k 94.1M  398M|  0  69  30   0   0   0|  40M    0 
15.1G 8068k 94.1M  398M|  0  71  28   0   0   0|  38M  288k
15.1G 8068k 94.1M  398M|  1  73  26   0   0   0|  45M    0 
15.1G 8076k 94.1M  398M|  0  78  22   0   0   0|  25M   24k
15.1G 8084k 94.1M  398M|  0  67  33   0   0   0|  15M   52k
15.1G 8084k 94.1M  398M|  0  68  31   0   0   0|5034k    0 
15.1G 8084k 94.1M  398M|  1  76  23   0   0   0|9060k 4296k
15.1G 8084k 94.1M  398M|  1  79  21   0   0   0|  21M   76k
15.1G 8084k 94.1M  398M|  1  83  16   0   0   0|4012k    0 
15.1G 8092k 94.1M  398M|  1  85  14   0   0   0|  31M  100k
15.1G 8092k 94.1M  398M|  0  80  19   0   0   0|  52M    0 
15.1G 8100k 94.1M  397M|  1  87  12   0   0   0|  28M 2200k
15.1G 8100k 94.1M  397M|  1  88  11   0   0   0|4771k   32k
15.1G 8100k 94.1M  397M|  0  82  18   0   0   0|  37M    0 
15.1G 8108k 94.1M  397M|  0  94   6   0   0   0|  20M   52k
15.1G 8108k 94.1M  397M|  0  90  10   0   0   0|  61M    0 
15.1G 8116k 94.2M  397M|  2  81  17   0   0   0|  82M 5032k
15.1G 8116k 94.2M  397M|  1  85  15   0   0   0|  59M   12k
15.1G 8116k 94.2M  397M|  0  83  16   0   0   0|  11M    0 
15.1G 8124k 94.2M  397M|  1  71  28   0   0   0|  30M   44k
15.1G 8124k 94.2M  397M|  0  80  20   0   0   0|  27M    0 
15.1G 8132k 94.2M  397M|  0  81  18   0   0   0|  51M  176k
15.1G 8132k 94.2M  397M|  1  80  20   0   0   0|  69M   44k
15.1G 8132k 94.2M  397M|  0  82  18   0   0   0|  23M    0 
15.1G 8132k 94.2M  397M|  0  66  34   0   0   0|  23M    0 
15.1G 8140k 94.2M  397M|  0  75  25   0   0   0|  32M   40k
15.1G 8148k 94.2M  397M|  0  74  25   0   0   0|  44M 5400k
15.1G 8148k 94.2M  397M|  0  74  26   0   0   0|  75M    0 
15.1G 8148k 94.2M  397M|  0  82  18   0   0   0|  22M    0 
15.1G 8148k 94.2M  397M|  0  64  35   0   0   0|  26M    0 
15.1G 8156k 94.2M  397M|  0  73  27   0   0   0|  28M   32k
15.1G 8164k 94.2M  397M|  1  72  27   0   0   0|  44M  200k
15.1G 8164k 94.2M  397M|  1  74  26   0   0   0|  80M   12k
15.1G 8164k 94.2M  397M|  0  82  17   0   0   0|  22M    0 
15.1G 8164k 94.2M  397M|  0  65  35   0   0   0|  23M    0 
15.1G 8172k 94.2M  397M|  1  71  29   0   0   0|  28M   44k
15.1G 8180k 94.2M  397M|  0  67  33   0   0   0|  29M 4432k
15.1G 8180k 94.2M  397M|  1  71  28   0   0   0|  62M  168k
15.1G 8180k 94.2M  397M|  0  73  27   0   0   0|8250k    0 
15.1G 8180k 94.2M  397M|  1  65  35   0   0   0|  14M    0 
15.1G 8188k 94.2M  397M|  1  68  32   0   0   0| 460k   96k
15.1G 8196k 94.2M  397M|  1  67  32   0   0   0|  17M  656k
15.1G 8196k 94.2M  397M|  0  78  22   0   0   0|  13M   60k
15.1G 8196k 94.2M  397M|  1  88  12   0   0   0| 516k    0 
15.1G 8196k 94.2M  397M|  1  87  13   0   0   0|  44M    0 
15.1G 8204k 94.2M  397M|  1  89  11   0   0   0|  56M   88k
15.1G 8212k 94.2M  397M|  1  91   8   0   0   0|  33M 5976k
15.1G 8212k 94.2M  397M|  1  87  12   0   0   0|  33M    0 
15.1G 8212k 94.2M  397M|  0  91   9   0   0   0|  24M    0 
15.1G 8212k 94.3M  397M|  1  94   5   0   0   0|  25M    0 
15.1G 8220k 94.3M  397M|  0  82  18   0   0   0|  71M   32k
15.1G 8228k 94.2M  397M|  0  91   9   0   0   0|  82M 1000k
15.1G 8228k 94.3M  397M|  0  90  10   0   0   0|  29M    0 
15.1G 8228k 94.3M  397M|  0  69  31   0   0   0|  22M   48k
15.1G 8228k 94.3M  397M|  1  79  21   0   0   0|  17M 5216k
15.1G 8236k 94.3M  397M|  0  75  25   0   0   0|  34M   40k
15.1G 8236k 94.3M  397M|  1  83  16   0   0   0|  83M    0 
15.1G 8244k 94.3M  397M|  0  87  12   0   0   0|  44M  528k
15.1G 8244k 94.3M  397M|  0  66  34   0   0   0|  20M    0 
15.1G 8244k 94.3M  397M|  1  76  23   0   0   0|  18M    0 
15.1G 8252k 94.3M  397M|  0  70  29   0   0   0|  28M   32k
15.1G 8252k 94.3M  397M|  1  75  24   0   0   0|  76M    0 
15.1G 8260k 94.3M  397M|  0  83  16   0   0   0|  51M  176k
15.1G 8260k 94.3M  397M|  0  68  32   0   0   0|  21M 8192B
15.1G 8260k 94.3M  397M|  0  70  29   0   0   1|  20M    0 
15.1G 8268k 94.3M  397M|  1  67  32   0   0   0|  29M   32k
15.1G 8268k 94.3M  397M|  0  75  25   0   0   0|  78M    0 
15.1G 8276k 94.3M  397M|  0  83  17   0   0   0|  52M 5368k
15.1G 8276k 94.3M  397M|  0  67  32   0   0   0|  21M   32k
15.1G 8276k 94.3M  397M|  0  71  29   0   0   0|  22M    0 
15.1G 8284k 94.3M  397M|  0  67  33   0   0   0|  27M   56k
15.1G 8284k 94.3M  397M|  1  70  29   0   0   0|  57M    0 
15.1G 8292k 94.3M  397M|  0  77  23   0   0   0|  24M  168k
15.1G 8292k 94.3M  397M|  0  64  36   0   0   0|  13M  148k
15.1G 8292k 94.3M  397M|  0  65  35   0   0   0|  96k    0 
15.1G 8300k 94.3M  397M|  0  69  30   0   0   0|  13M  100k
15.1G 8300k 94.3M  397M|  0  81  19   0   0   0|  15M    0 
15.1G 8308k 94.3M  397M|  0  88  12   0   0   0| 141k 5064k
15.1G 8308k 94.3M  397M|  1  84  16   0   0   0|  29M   12k
15.1G 8308k 94.3M  397M|  0  85  15   0   0   0|  60M    0 
15.1G 8316k 94.3M  397M|  0  93   6   0   0   0|  34M   44k
