[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
15.1G 6232k 92.6M  400M|  0  38  61   0   0   0|  72k    0 
15.1G 6232k 92.6M  400M|  0  59  40   0   0   0| 136k    0 
15.1G 6240k 92.6M  399M|  1  63  36   0   0   0| 203k  144M
15.1G 6240k 92.6M  399M|  1  39  61   0   0   0|1283k   48k
15.1G 6240k 92.6M  399M|  1  38  61   0   0   1| 208k    0 
15.1G 6240k 92.6M  399M|  0  86  13   0   0   0|  48k    0 
15.1G 6240k 92.6M  399M|  0  51  49   0   0   0| 368k    0 
15.1G 6248k 92.6M  399M|  1  39  60   0   0   0| 110k 3448k
15.1G 6256k 92.6M  399M|  0  39  60   0   0   0| 152k   44k
15.1G 6256k 92.6M  399M|  1  49  50   0   0   0| 121k    0 
15.1G 6256k 92.6M  399M|  1  73  27   0   0   0| 136k    0 
15.1G 6256k 92.6M  399M|  0  38  61   0   0   0|  56k    0 
15.1G 6256k 92.6M  399M|  1  38  61   0   0   0| 225k    0 
15.1G 6272k 92.6M  399M|  1  57  42   0   0   0| 225k  152k
15.1G 6272k 92.6M  399M|  0  39  60   0   0   1|  56k    0 
15.1G 6272k 92.7M  399M|  1  55  44   0   0   0|1583k   55M
15.1G 6272k 92.7M  400M|  1  40  59   0   0   0|  10M  125M
15.1G 6272k 92.7M  399M|  2  58  40   0   0   0|  39M  167M
15.1G 6288k 92.7M  401M|  1  30  70   0   0   0|  30M  126M
15.1G 6288k 92.7M  400M|  1  28  71   0   0   0|  19M  120M
15.1G 6288k 92.7M  400M|  1  20  79   0   0   0|  18M   94M
15.1G 6288k 92.7M  402M|  2  38  59   0   0   0|  19M  246M
15.1G 6288k 92.7M  401M|  1  18  81   0   0   0|6797k  162M
15.1G 6304k 92.7M  402M|  1  21  78   0   0   0|  22M   77M
15.1G 6304k 92.7M  402M|  0  14  86   0   0   0| 161k  156k
15.1G 6304k 92.7M  402M|  0  14  86   0   0   0| 450k    0 
15.1G 6304k 92.7M  402M|  0  14  86   0   0   0|  88k    0 
15.1G 6304k 92.7M  402M|  0  18  82   0   0   0|2292k    0 
15.1G 6320k 92.8M  402M|  0  25  75   0   0   0| 350k 4568k
15.1G 6320k 92.8M  402M|  0  14  86   0   0   0|4754k   52k
15.1G 6320k 92.8M  402M|  0  13  86   0   0   0|1597k    0 
15.1G 6320k 92.8M  402M|  1  14  86   0   0   0|  89k    0 
15.1G 6320k 92.8M  402M|  0  13  86   0   0   0| 322k    0 
15.1G 6328k 92.8M  402M|  0  13  86   0   0   0| 330k   80k
15.1G 6336k 92.8M  402M|  0  14  86   0   0   0|  97k   80k
15.1G 6336k 92.8M  402M|  1  13  86   0   0   0|  80k    0 
15.1G 6336k 92.8M  402M|  0  14  86   0   0   0| 112k  120k
15.1G 6336k 92.8M  400M|  0  14  86   0   0   0| 892k    0 
15.1G 6344k 92.8M  400M|  0  14  86   0   0   0|  79k   17M
15.1G 6344k 92.8M  400M|  0  14  86   0   0   0|1504k   22M
15.1G 6344k 92.8M  400M|  0  14  86   0   0   0|  97k   15M
15.1G 6352k 92.8M  400M|  0  14  86   0   0   0| 115k   22M
15.1G 6352k 92.8M  403M|  1  33  65   0   0   0| 126M   29M
15.1G 6360k 92.8M  401M|  2  27  71   0   0   0| 153M   46M
15.1G 6360k 92.8M  401M|  2  37  61   0   0   0| 159M   25M
15.1G 6360k 92.8M  401M|  2  50  48   0   0   0| 207M    0 
15.1G 6360k 92.8M  401M|  1  58  41   0   0   0|  79M    0 
15.1G 6368k 92.8M  401M|  1  55  45   0   0   0|  42M 5328k
15.1G 6376k 92.8M  401M|  1  63  36   0   0   0|  15M   32k
15.1G 6376k 92.8M  401M|  1  74  25   0   0   0| 104M    0 
15.1G 6376k 92.8M  401M|  1  52  47   0   0   0| 136k    0 
15.1G 6376k 92.8M  401M|  0  69  30   0   0   0| 120k    0 
15.1G 6376k 92.8M  401M|  0  27  72   0   0   0| 128k    0 
15.1G 6392k 92.8M  401M|  0  38  61   0   0   0|  32k  256k
15.1G 6392k 92.8M  401M|  0  99   1   0   0   0|  72k   40k
15.1G 6392k 92.8M  401M|  0  98   1   0   0   0|  72k    0 
15.1G 6392k 92.8M  401M|  1  97   3   0   0   0|  98k    0 
15.1G 6392k 92.9M  401M|  0  99   1   0   0   0|  24M    0 
15.1G 6408k 92.8M  401M|  1  99   0   0   0   0| 493k  144k
15.1G 6408k 92.9M  401M|  1  22  77   0   0   0|  65k  184k
15.1G 6408k 92.9M  401M|  0  14  86   0   0   0| 995k    0 
15.1G 6408k 92.9M  401M|  0  13  86   0   0   0| 178k    0 
15.1G 6408k 92.9M  401M|  0  14  86   0   0   0| 104k    0 
15.1G 6416k 92.9M  401M|  0  16  83   0   0   0|  80k   96k
15.1G 6424k 92.9M  401M|  1  25  74   0   0   0| 128k   24k
15.1G 6424k 92.9M  399M|  0  14  86   0   0   0| 132k   49M
15.1G 6424k 92.9M  399M|  0  14  86   0   0   0|  48k    0 
15.1G 6424k 92.9M  399M|  0  39  60   0   0   0| 104k    0 
15.1G 6432k 92.9M  399M|  0  50  50   0   0   0| 293k   64k
15.1G 6432k 92.9M  399M|  0  26  73   0   0   0| 354k    0 
15.1G 6440k 92.9M  398M|  1  28  70   0   0   0| 214k  362M
15.1G 6440k 92.9M  398M|  1  25  74   0   0   0| 112k    0 
15.1G 6440k 92.9M  398M|  0  36  64   0   0   0| 180k    0 
15.1G 6448k 92.9M  398M|  0  14  85   0   0   0| 128k   32k
15.1G 6448k 92.9M  398M|  0  14  86   0   0   0|  97k    0 
15.1G 6456k 92.9M  398M|  1  25  74   0   0   0|  41k 3464k
15.1G 6456k 92.9M  398M|  1  56  44   0   0   0|  32M    0 
15.1G 6456k 92.9M  398M|  0  47  52   0   0   0|  12M    0 
15.1G 6456k 92.9M  398M|  0  39  61   0   0   0|  19M    0 
15.1G 6464k 92.9M  398M|  1  68  31   0   0   0|8281k   32k
15.1G 6472k 92.9M  398M|  1  39  61   0   0   0|3264k  160k
15.1G 6472k 92.9M  398M|  0  39  60   0   0   0|  72k    0 
15.1G 6472k 92.9M  398M|  0  44  56   0   0   1| 104k    0 
15.1G 6472k 92.9M  398M|  0  99   0   0   0   0|  64k    0 
15.1G 6480k 92.9M  398M|  0  99   0   0   0   0|  56k   32k
15.1G 6480k 92.9M  398M|  0  97   3   0   0   0| 177k   28k
15.1G 6488k 92.9M  398M|  0 100   0   0   0   0|  89k   24k
15.1G 6488k 92.9M  398M|  0  99   0   0   0   0|  10M   64k
15.1G 6488k 92.9M  398M|  0  14  86   0   0   0| 266k    0 
15.1G 6496k 92.9M  398M|  1  14  86   0   0   0|  96k   64k
15.1G 6496k 92.9M  398M|  1  14  86   0   0   0|  96k   92k
15.1G 6496k 92.9M  398M|  0  14  86   0   0   0|  40k    0 
15.1G 6496k 92.9M  398M|  0  14  86   0   0   0| 370k    0 
15.1G 6504k 92.9M  398M|  1  45  55   0   0   0|  97k  144k
15.1G 6512k 92.9M  398M|  1  43  56   0   0   0| 120k  112k
15.1G 6512k 92.9M  398M|  1  42  57   0   0   0|  56k  192k
15.1G 6512k 92.9M  398M|  0  39  61   0   0   0|  64k    0 
15.1G 6512k 92.9M  398M|  0  39  61   0   0   0|  88k    0 
15.1G 6520k 93.0M  398M|  0  40  60   0   0   0|  44k  496k
15.1G 6528k 92.9M  398M|  0  42  58   0   0   0| 329k   72k
15.1G 6528k 93.0M  398M|  1  38  60   0   0   1| 137k    0 
15.1G 6528k 93.0M  398M|  2  41  57   0   0   0| 571k  413M
15.1G 6528k 93.0M  398M|  1  70  30   0   0   0| 177k    0 
15.1G 6536k 93.0M  398M|  0  41  58   0   0   0| 152k  248k
15.1G 6544k 93.0M  398M|  0  39  61   0   0   0| 331k   32k
15.1G 6544k 93.0M  398M|  0  47  52   0   0   0| 104k    0 
15.1G 6544k 93.0M  398M|  0  55  45   0   0   0| 136k    0 
15.1G 6544k 93.0M  398M|  1  23  76   0   0   0|  56k    0 
15.1G 6552k 93.0M  398M|  0  14  86   0   0   0| 128k  216k
15.1G 6560k 93.0M  398M|  0  26  74   0   0   0| 104k   32k
15.1G 6560k 93.0M  398M|  1  14  86   0   0   0|  88k    0 
15.1G 6560k 93.0M  398M|  0  13  86   0   0   0|  64k    0 
15.1G 6560k 93.0M  398M|  0  16  84   0   0   0| 161k    0 
15.1G 6568k 93.0M  398M|  0  35  65   0   0   0| 112k   88k
15.1G 6576k 93.0M  398M|  1  14  86   0   0   0|  88k   32k
15.1G 6576k 93.0M  398M|  0  14  86   0   0   0| 112k    0 
15.1G 6576k 93.0M  398M|  0  41  58   0   0   0| 120k   12k
15.1G 6576k 93.0M  398M|  0  14  86   0   0   0| 227k    0 
15.1G 6576k 93.0M  398M|  1  14  86   0   0   0| 176k    0 
15.1G 6592k 93.0M  398M|  0  14  85   0   0   0| 145k   68k
15.1G 6592k 93.0M  398M|  0  14  86   0   0   0| 137k    0 
15.1G 6592k 93.0M  398M|  1  14  86   0   0   0| 170k   88k
15.1G 6592k 93.0M  398M|  1  14  86   0   0   0| 104k    0 
15.1G 6592k 93.0M  398M|  0  14  85   0   0   0| 120k  152k
15.1G 6600k 93.0M  398M|  0  14  86   0   0   0| 120k  108k
15.1G 6600k 93.0M  398M|  0  13  86   0   0   0|  72k    0 
15.1G 6600k 93.1M  398M|  0  14  86   0   0   0| 112k   76k
15.1G 6600k 93.1M  398M|  0  13  86   0   0   0| 120k    0 
15.1G 6600k 93.1M  398M|  1  13  86   0   0   0|  24k    0 
15.1G 6616k 93.1M  398M|  0  14  86   0   0   0| 320k   88k
15.1G 6616k 93.1M  398M|  0  13  86   0   0   0| 152k    0 
15.1G 6616k 93.1M  398M|  1  15  84   0   0   0|1243k   71M
15.1G 6616k 93.1M  398M|  0  14  86   0   0   0|3658k    0 
15.1G 6616k 93.1M  398M|  1  14  85   0   0   0| 112k    0 
15.1G 6624k 93.1M  398M|  0  14  86   0   0   0| 137k   32k
15.1G 6624k 93.1M  398M|  0  13  86   0   0   0|  72k    0 
15.1G 6632k 93.1M  398M|  1  57  42   0   0   0|  72M   48M
15.1G 6632k 93.1M  398M|  1  50  49   0   0   0| 197M   27M
15.1G 6632k 93.1M  398M|  0  58  41   0   0   0|1714k    0 
15.1G 6640k 93.1M  398M|  1  38  61   0   0   1| 113k   32k
15.1G 6640k 93.1M  398M|  0  53  46   0   0   0| 152k    0 
15.1G 6640k 93.1M  398M|  0  41  59   0   0   0|  60M    0 
15.1G 6648k 93.1M  398M|  1  42  57   0   0   1|  63M  224k
15.1G 6648k 93.1M  398M|  0  63  36   0   0   0| 121k    0 
15.1G 6656k 93.1M  398M|  1  38  61   0   0   0|  97k   32k
15.1G 6656k 93.1M  398M|  0  60  39   0   0   0| 168k    0 
15.1G 6656k 93.1M  398M|  1  48  51   0   0   0|  80k   12k
15.1G 6664k 93.1M  398M|  0  41  59   0   0   0| 309k   24k
15.1G 6664k 93.1M  398M|  1  26  73   0   0   0| 226k    0 
15.1G 6672k 93.1M  398M|  0  67  33   0   0   0|  80k  164k
15.1G 6672k 93.1M  398M|  1  99   0   0   0   0| 201k    0 
15.1G 6672k 93.1M  398M|  0  99   0   0   0   0| 104k    0 
15.1G 6672k 93.1M  398M|  0  98   2   0   0   0| 528k   64k
15.1G 6672k 93.1M  398M|  1  99   1   0   0   0| 128k    0 
15.1G 6680k 93.1M  398M|  0  80  20   0   0   0| 104k   92k
15.1G 6688k 93.1M  398M|  1  26  73   0   0   0|  32k   24k
15.1G 6688k 93.1M  398M|  0  46  53   0   0   0| 113k    0 
15.1G 6688k 93.1M  398M|  0  44  56   0   0   0| 500k  476k
15.1G 6688k 93.1M  398M|  1  30  69   0   0   0| 170k   95M
15.1G 6696k 93.1M  398M|  1  60  40   0   0   0| 344k   88k
15.1G 6696k 93.1M  398M|  1  70  29   0   0   0| 137k   94M
15.1G 6696k 93.1M  398M|  1  42  58   0   0   0| 112k   97M
15.1G 6704k 93.1M  398M|  0  51  48   0   0   0| 225k 2660k
15.1G 6704k 93.1M  398M|  1  28  70   0   0   1| 123k  407M
15.1G 6712k 93.1M  398M|  1  26  73   0   0   0| 121k   44k
15.1G 6712k 93.2M  398M|  0  26  73   0   0   0|  80k    0 
15.1G 6712k 93.2M  398M|  1  29  70   0   0   0| 120k    0 
15.1G 6720k 93.1M  398M|  0  50  49   0   0   0|  82k 4372k
15.1G 6720k 93.2M  398M|  1  28  71   0   0   0| 136k    0 
15.1G 6720k 93.2M  398M|  0  26  73   0   0   0| 168k    0 
15.1G 6728k 93.2M  399M|  0  39  61   0   0   0| 113k   94M
15.1G 6728k 93.2M  399M|  0  33  67   0   0   0| 136k    0 
15.1G 6736k 93.2M  398M|  1  26  73   0   0   0| 145k   98M
15.1G 6736k 93.2M  398M|  1  27  73   0   0   0| 154k   94M
15.1G 6736k 93.2M  398M|  0  36  63   0   0   0| 160k    0 
15.1G 6744k 93.2M  398M|  1  42  57   0   0   0| 120k   32k
15.1G 6744k 93.2M  398M|  0  68  32   0   0   0|  32k    0 
15.1G 6752k 93.2M  398M|  0  39  60   0   0   0| 292k 2248k
15.1G 6752k 93.2M  398M|  1  39  59   0   0   0| 235k  180M
15.1G 6752k 93.2M  398M|  1  57  42   0   0   0| 121k  147M
15.1G 6760k 93.2M  398M|  0  48  51   0   0   0|6513k   32k
15.1G 6760k 93.2M  398M|  1  53  47   0   0   0| 251k    0 
15.1G 6768k 93.2M  398M|  2  97   1   0   0   0|  64k  276k
15.1G 6768k 93.2M  398M|  0  98   2   0   0   0| 128k    0 
15.1G 6768k 93.2M  398M|  1  85  14   0   0   0| 113k    0 
15.1G 6776k 93.2M  398M|  0  14  86   0   0   0|  96k   52k
15.1G 6776k 93.2M  398M|  1  14  86   0   0   0| 112k    0 
15.1G 6776k 93.2M  398M|  0  16  84   0   0   0|  80k  124k
15.1G 6784k 93.2M  398M|  1  37  62   0   0   0|  80k   24k
15.1G 6784k 93.2M  398M|  0  27  73   0   0   0| 337k    0 
15.1G 6792k 93.2M  398M|  0  26  73   0   0   0| 144k  100k
15.1G 6792k 93.2M  398M|  0  26  73   0   0   0|  24k    0 
15.1G 6792k 93.2M  398M|  0  26  72   0   0   1| 177k    0 
15.1G 6792k 93.3M  398M|  0  48  52   0   0   0| 113k  136k
15.1G 6792k 93.3M  398M|  0  26  74   0   0   0|  80k    0 
15.1G 6800k 93.2M  398M|  1  26  73   0   0   0| 121k   56k
15.1G 6800k 93.3M  398M|  0  26  73   0   0   0| 128k    0 
15.1G 6800k 93.3M  398M|  0  26  73   0   0   1| 120k    0 
15.1G 6800k 93.3M  398M|  0  26  73   0   0   1|  56k    0 
15.1G 6808k 93.3M  398M|  0  22  77   0   0   0|  97k   24k
15.1G 6816k 93.3M  398M|  1  14  86   0   0   0|  88k  184k
15.1G 6816k 93.3M  398M|  0  14  86   0   0   0|  64k    0 
15.1G 6816k 93.3M  398M|  0  14  86   0   0   0| 128k    0 
15.1G 6816k 93.3M  398M|  0  13  86   0   0   0|  80k   84k
15.1G 6816k 93.3M  398M|  0  14  86   0   0   0|  24k    0 
15.1G 6824k 93.3M  398M|  0  14  86   0   0   0| 144k   32k
15.1G 6832k 93.3M  398M|  1  43  57   0   0   0| 385k   24k
15.1G 6832k 93.3M  398M|  0  14  86   0   0   0| 630k    0 
15.1G 6832k 93.3M  398M|  0  46  53   0   0   0|3137k  612k
15.1G 6832k 93.3M  398M|  0  53  47   0   0   0| 331k   73M
15.1G 6840k 93.3M  398M|  1  64  35   0   0   0| 136k   44k
15.1G 6840k 93.3M  398M|  0  38  61   0   0   0|  40k    0 
15.1G 6840k 93.3M  398M|  0  50  50   0   0   0| 136k    0 
15.1G 6840k 93.3M  398M|  0  47  53   0   0   0|  96k   12k
15.1G 6848k 93.3M  398M|  0  78  21   0   0   0| 104k  136k
15.1G 6856k 93.3M  398M|  1  68  31   0   0   0|  72k   48k
15.1G 6856k 93.3M  398M|  0  44  56   0   0   0|  72k    0 
15.1G 6856k 93.3M  398M|  0  47  52   0   0   0|  72k    0 
15.1G 6856k 93.3M  398M|  1  29  69   0   0   1|  85k  142M
15.1G 6864k 93.3M  398M|  0  26  73   0   0   0| 115k 2384k
15.1G 6872k 93.3M  398M|  2  27  71   0   0   0|1153k  315M
15.1G 6872k 93.3M  398M|  1  26  73   0   0   0| 456k    0 
15.1G 6872k 93.3M  398M|  1  50  49   0   0   0|1096k    0 
15.1G 6872k 93.3M  398M|  1  68  32   0   0   0|  80k   76k
15.1G 6880k 93.3M  398M|  0  56  44   0   0   0|2048B 2280k
15.1G 6888k 93.3M  398M|  1  50  48   0   0   0|  21M  256k
15.1G 6888k 93.3M  398M|  0  26  73   0   0   1| 137k    0 
15.1G 6888k 93.3M  398M|  0  26  74   0   0   0|  73k    0 
15.1G 6888k 93.3M  399M|  0  27  73   0   0   0| 377k   98M
15.1G 6888k 93.3M  399M|  0  41  59   0   0   0| 144k    0 
15.1G 6904k 93.3M  398M|  1  26  72   0   0   0|  89k   97M
15.1G 6904k 93.3M  398M|  1  29  70   0   0   0| 107k  292M
15.1G 6904k 93.4M  398M|  0  61  39   0   0   0| 184k    0 
15.1G 6904k 93.4M  398M|  0  52  48   0   0   0|  89k    0 
15.1G 6904k 93.4M  398M|  0  38  61   0   0   0|  65k    0 
15.1G 6920k 93.4M  398M|  1  36  63   0   0   0| 920k 2920k
15.1G 6920k 93.4M  398M|  0  26  73   0   0   0|  88k    0 
15.1G 6920k 93.4M  398M|  1  26  73   0   0   0| 186k    0 
15.1G 6920k 93.4M  398M|  0  26  74   0   0   0|  88k    0 
15.1G 6920k 93.4M  398M|  0  26  74   0   0   0|  48k  120k
15.1G 6936k 93.4M  398M|  1  26  73   0   0   0|  88k  240k
15.1G 6936k 93.4M  398M|  0  55  44   0   0   0| 136k    0 
15.1G 6936k 93.4M  398M|  0  26  74   0   0   0|  64k    0 
15.1G 6936k 93.4M  398M|  0  26  73   0   0   0|  88k    0 
15.1G 6936k 93.4M  398M|  0  26  74   0   0   0| 113k   16k
15.1G 6936k 93.4M  398M|  1  26  73   0   0   0|  72k    0 
15.1G 6952k 93.4M  398M|  0  26  73   0   0   0| 120k   76k
15.1G 6952k 93.4M  398M|  0  26  74   0   0   0| 144k    0 
15.1G 6952k 93.4M  398M|  0  26  74   0   0   0| 120k    0 
15.1G 6952k 93.4M  398M|  0  26  74   0   0   0|  48k   76k
15.1G 6952k 93.4M  398M|  1  26  73   0   0   1| 306k    0 
15.1G 6960k 93.4M  398M|  0  21  79   0   0   0| 764k  248k
15.1G 6960k 93.4M  398M|  0  56  43   0   0   0|2470k    0 
15.1G 6960k 93.4M  398M|  0  55  44   0   0   0| 145k    0 
15.1G 6960k 93.4M  398M|  0  56  44   0   0   0|  96k   76k
15.1G 6960k 93.4M  398M|  1  39  61   0   0   0|  88k    0 
15.1G 6968k 93.4M  398M|  0  38  61   0   0   1| 137k   64k
15.1G 6976k 93.4M  398M|  1  58  41   0   0   0| 145k  169M
15.1G 6976k 93.4M  398M|  0  35  64   0   0   0|  65k    0 
15.1G 6976k 93.4M  398M|  1  69  31   0   0   0| 128k    0 
15.1G 6976k 93.4M  398M|  1  47  51   0   0   1| 189k  121M
15.1G 6984k 93.4M  398M|  0  27  72   0   0   0|1045k   48M
15.1G 6992k 93.4M  397M|  1  27  72   0   0   1| 101k  174M
15.1G 6992k 93.4M  397M|  0  26  73   0   0   0|  67k    0 
15.1G 6992k 93.5M  397M|  0  42  58   0   0   0| 120k   12k
15.1G 6992k 93.5M  397M|  0  56  43   0   0   0|  64k    0 
15.1G 7000k 93.5M  398M|  0  31  68   0   0   0| 101k   82M
15.1G 7008k 93.5M  398M|  0  76  23   0   0   0| 597k 2720k
15.1G 7008k 93.5M  398M|  1  99   1   0   0   0| 160k    0 
15.1G 7008k 93.5M  398M|  0  98   2   0   0   0|  64k    0 
15.1G 7008k 93.5M  398M|  0  61  38   0   0   0| 121k    0 
15.1G 7016k 93.5M  398M|  0  26  73   0   0   0|  24k   32k
15.1G 7024k 93.5M  398M|  1  27  73   0   0   0|  64k   94M
15.1G 7024k 93.5M  398M|  0  26  74   0   0   0| 136k    0 
15.1G 7024k 93.5M  398M|  1  26  72   0   0   1| 155k   48M
15.1G 7024k 93.5M  397M|  1  27  73   0   0   0|  83k   46M
15.1G 7032k 93.5M  397M|  1  27  72   0   0   0| 124k  122M
15.1G 7040k 93.5M  398M|  1  27  71   0   0   1|  82k  120M
15.1G 7040k 93.5M  398M|  0  29  71   0   0   0| 106k    0 
15.1G 7040k 93.5M  398M|  0  59  41   0   0   0|  24k    0 
15.1G 7040k 93.5M  398M|  1  50  49   0   0   1| 401k   72k
15.1G 7048k 93.5M  398M|  0  26  74   0   0   0| 202k  100k
15.1G 7056k 93.5M  398M|  0  26  73   0   0   1| 168k 3608k
15.1G 7056k 93.5M  398M|  0  27  73   0   0   0| 203k    0 
15.1G 7056k 93.5M  398M|  1  26  73   0   0   0|  64k    0 
15.1G 7056k 93.5M  398M|  0  26  74   0   0   0|  96k   96k
15.1G 7064k 93.5M  398M|  0  26  74   0   0   0| 152k   80k
15.1G 7064k 93.5M  398M|  0  26  74   0   0   0| 138k    0 
15.1G 7072k 93.5M  398M|  1  55  44   0   0   0| 154k  144k
15.1G 7072k 93.5M  398M|  0  26  73   0   0   0| 129k    0 
15.1G 7072k 93.5M  398M|  0  26  73   0   0   0| 129k   12k
15.1G 7080k 93.5M  398M|  0  26  73   0   0   0|  96k   44k
15.1G 7080k 93.5M  398M|  0  26  73   0   0   0| 104k    0 
15.1G 7088k 93.5M  398M|  1  26  73   0   0   0|  56k  160k
15.1G 7088k 93.5M  399M|  1  26  73   0   0   0| 142k   97M
15.1G 7088k 93.5M  398M|  0  26  72   0   0   1|  89k    0 
15.1G 7096k 93.5M  398M|  0  26  73   0   0   0|  97k   32k
15.1G 7096k 93.6M  398M|  1  26  73   0   0   0| 249k    0 
15.1G 7096k 93.6M  398M|  1  32  67   0   0   0|  33M  113M
15.1G 7104k 93.6M  398M|  1  52  48   0   0   0|  98M 4648k
15.1G 7104k 93.6M  398M|  1  41  58   0   0   0|  80k    0 
15.1G 7112k 93.6M  398M|  0  54  44   0   0   1| 177k   32k
15.1G 7112k 93.6M  398M|  0  38  61   0   0   0|  32k    0 
15.1G 7112k 93.6M  398M|  1  55  43   0   0   1|  65M   46M
15.1G 7112k 93.6M  398M|  0  39  61   0   0   0|  97k    0 
15.1G 7120k 93.6M  398M|  0  74  26   0   0   0|  56k   24k
15.1G 7128k 93.6M  398M|  0  63  36   0   0   0|  48k  912k
15.1G 7128k 93.6M  398M|  1  57  43   0   0   0| 363k    0 
15.1G 7128k 93.6M  398M|  0  55  45   0   0   0| 153k   67M
15.1G 7128k 93.6M  398M|  1  50  49   0   0   0| 120k   68M
15.1G 7128k 93.6M  397M|  1  56  43   0   0   0|  35M   92M
15.1G 7144k 93.6M  398M|  1  39  59   0   0   0|3721k   67M
15.1G 7144k 93.6M  398M|  1  81  18   0   0   0|1790k   59M
15.1G 7144k 93.6M  398M|  1  99   1   0   0   0|5841k   50M
15.1G 7144k 93.6M  399M|  1  98   1   0   0   0|3279k   58M
15.1G 7144k 93.6M  401M|  2  90   8   0   0   0|  13M  157M
15.1G 7152k 93.6M  400M|  1  98   1   0   0   0|  19M   65M
15.1G 7160k 93.6M  400M|  0  47  53   0   0   0| 576k 5184k
15.1G 7160k 93.6M  400M|  1  26  73   0   0   0|7136k    0 
15.1G 7160k 93.6M  400M|  0  26  73   0   0   0| 601k    0 
15.1G 7160k 93.6M  400M|  0  26  73   0   0   0| 112k    0 
15.1G 7168k 93.6M  400M|  1  26  73   0   0   0|1116k   72k
15.1G 7168k 93.6M  400M|  0  39  61   0   0   0| 144k    0 
15.1G 7176k 93.6M  397M|  0  39  61   0   0   0| 813k 6616k
15.1G 7176k 93.6M  398M|  0  39  60   0   0   0| 327k   69M
15.1G 7176k 93.6M  397M|  1  39  60   0   0   0| 342k   65M
15.1G 7184k 93.6M  398M|  0  65  35   0   0   0|  74k   28M
15.1G 7184k 93.6M  399M|  0  52  48   0   0   0|3437k   53M
15.1G 7192k 93.7M  397M|  1  39  60   0   0   0|2640k   66M
15.1G 7192k 93.7M  398M|  0  39  60   0   0   0|3364k   66M
15.1G 7192k 93.7M  398M|  1  40  60   0   0   0|4386k   66M
15.1G 7200k 93.7M  397M|  1  38  61   0   0   0|  41M   15M
15.1G 7200k 93.7M  398M|  0  38  61   0   0   0|  16M   11M
15.1G 7208k 93.7M  398M|  1  68  31   0   0   0|8724k   13M
15.1G 7208k 93.7M  398M|  1  39  60   0   0   0|  17M   38M
15.1G 7208k 93.7M  399M|  0  39  61   0   0   0| 875k   28M
15.1G 7208k 93.7M  399M|  1  39  60   0   0   0| 603k   41M
15.1G 7216k 93.7M  398M|  1  38  61   0   0   0| 121k   14M
15.1G 7224k 93.7M  399M|  0  20  80   0   0   0| 129k   15M
15.1G 7224k 93.7M  399M|  1  32  68   0   0   0|  99k    0 
15.1G 7224k 93.7M  398M|  1  14  86   0   0   0| 583k    0 
15.1G 7224k 93.7M  398M|  1  13  86   0   0   0| 857k   12k
15.1G 7232k 93.7M  398M|  0  14  86   0   0   0| 292k   44k
15.1G 7232k 93.7M  398M|  0  14  86   0   0   0| 136k    0 
15.1G 7240k 93.7M  398M|  0  14  85   0   0   0|  74k  232k
15.1G 7240k 93.7M  398M|  1  14  85   0   0   0|  57k    0 
15.1G 7240k 93.7M  398M|  0  14  86   0   0   0| 137k  232k
15.1G 7248k 93.7M  398M|  0  36  64   0   0   0|  88k  120k
15.1G 7248k 93.7M  398M|  0  22  78   0   0   0| 236k    0 
15.1G 7248k 93.7M  398M|  0  13  86   0   0   0| 107k    0 
15.1G 7256k 93.7M  398M|  0  14  86   0   0   0|  96k   24k
15.1G 7256k 93.7M  398M|  0  14  86   0   0   0|  72k   28k
15.1G 7264k 93.7M  398M|  0  13  86   0   0   0|  89k   64k
15.1G 7264k 93.7M  398M|  1  14  86   0   0   0|  65k  112k
15.1G 7264k 93.7M  398M|  0  14  86   0   0   0| 300k   21M
15.1G 7264k 93.7M  398M|  0  14  86   0   0   0| 121k   15M
15.1G 7264k 93.7M  398M|  0  14  86   0   0   0| 171k   22M
15.1G 7272k 93.7M  399M|  1  14  86   0   0   0|  24M   12M
15.1G 7280k 93.7M  400M|  1  45  53   0   0   0| 130M   12M
15.1G 7280k 93.7M  400M|  1  41  58   0   0   0|  51M   62M
15.1G 7280k 93.7M  400M|  1  63  36   0   0   0|  30M    0 
15.1G 7280k 93.7M  400M|  0  38  61   0   0   0|  32M    0 
15.1G 7288k 93.8M  400M|  0  39  61   0   0   0| 832k   32k
15.1G 7296k 93.7M  401M|  1  54  45   0   0   0|1739k   21M
15.1G 7296k 93.8M  397M|  1  48  51   0   0   0|3636k  178M
15.1G 7296k 93.8M  398M|  1  36  63   0   0   0|4676k  116M
15.1G 7296k 93.8M  400M|  2  45  54   0   0   0| 198M   44M
15.1G 7304k 93.8M  400M|  1  47  52   0   0   0| 193M   32k
15.1G 7304k 93.8M  400M|  1  33  66   0   0   0|  23M    0 
15.1G 7312k 93.8M  400M|  1  59  41   0   0   0|  13M 1896k
15.1G 7312k 93.8M  400M|  0  39  61   0   0   0|8915k    0 
15.1G 7312k 93.8M  400M|  1  14  85   0   0   0| 815k    0 
15.1G 7320k 93.8M  400M|  0  14  85   0   0   0|1373k   68k
15.1G 7320k 93.8M  400M|  0  46  54   0   0   0| 192k    0 
15.1G 7328k 93.8M  400M|  1  39  61   0   0   0| 136k  208k
15.1G 7328k 93.8M  400M|  0  39  61   0   0   0| 193k    0 
