wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,1.19272,0.890823,0.614277,57.8819,48.7672,0.92412,0.0495919,48.8649,0.925972,819.166
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,1.19776,0.850466,0.590598,51.2241,47.1049,0.972391,0.0479812,47.1993,0.97434,1193.83
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,1.13801,0.686534,0.53296,46.2691,46.0834,1.31715,0.0473058,46.1758,1.31979,3705.91
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,0.663806,0.318632,0.329752,63.6114,48.9165,1.94628,0.0507611,49.0145,1.95018,9326.77
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,0.599757,0.333184,0.345603,77.4825,52.2552,2.50227,0.054648,52.36,2.50728,13956.8
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,0.500703,0.344002,0.286911,99.1016,53.2825,1.99099,0.055163,53.3893,1.99498,10759.8
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,0.760709,0.337401,0.322092,58.6186,48.3917,1.94852,0.0502395,48.4886,1.95242,9198.43
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,1.91989,0.883079,0.600724,23.8887,41.2555,0.865965,0.0420372,41.3382,0.8677,355.737
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.999,1.5112,0.803745,0.598965,21.8478,41.4068,0.84964,0.0422142,41.4482,0.85049,396.615
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,1.173,0.636501,0.396369,0.311142,59.4209,56.0701,1.84486,0.0679343,47.8006,1.57277,6964.2
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,1.074,0.504816,0.20244,0.270123,25.216,46.6049,2.20444,0.0524213,43.3938,2.05255,10839.7
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,1,0.681169,0.822247,0.536449,39.5817,44.4944,0.962814,0.0454572,44.4944,0.962814,1274.61
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,1.047,2.61934,0.852502,0.533526,96.8507,60.2532,1.55638,0.0647146,57.5484,1.48651,4296.87
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,1.029,2.67854,0.709113,0.588181,87.1176,57.0948,1.56848,0.0603645,55.4857,1.52428,4331.35
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,1.01,0.438704,0.0742663,0.159631,84.8418,51.1435,2.18126,0.053858,50.6371,2.15966,11388.2
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,1.59867,0.210791,0.299565,93.1112,55.2507,2.28821,0.0574238,55.3614,2.29279,12230.5
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.999,3.15376,0.597191,0.665787,99.9273,58.7321,1.60108,0.0602729,58.7909,1.60269,5285.52
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,1.75704,0.220972,0.47122,91.6148,54.3489,1.97696,0.0562132,54.4579,1.98092,9244.87
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,3.19793,0.528547,0.65656,99.8393,58.724,1.62315,0.0602265,58.8417,1.6264,5362.55
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.97658,0.425988,0.526403,92.5137,56.9216,1.68332,0.0584877,57.0356,1.68669,5922.21
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,3.27359,0.505567,0.70151,99.8169,58.7989,1.66256,0.0603405,58.9167,1.66589,5380.94
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.97981,0.406992,0.528372,92.5654,56.736,1.70929,0.0583284,56.8497,1.71271,5913.27
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,3.14191,0.60177,0.672285,97.3969,58.1194,1.62085,0.0596208,58.2359,1.6241,5086.87
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.999,2.81344,0.497019,0.496776,92.6175,56.7193,1.69385,0.0583547,56.7761,1.69554,5809.95
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.65933,0.120399,0.42932,99.485,57.7606,1.78297,0.0594245,57.8764,1.78654,5922.02
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.35304,0.124274,0.365638,99.7274,57.2256,1.96825,0.0590755,57.3403,1.9722,7049.18
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.04584,0.209357,0.268668,91.8985,55.3253,1.93516,0.057146,55.4362,1.93904,7752.82
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.25651,0.184729,0.314388,99.4815,56.7241,1.95575,0.0585625,56.8377,1.95967,7125.68
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.04605,0.232123,0.260924,92.4228,55.3677,1.94279,0.0571959,55.4787,1.94669,7472.14
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.11629,0.235608,0.289109,99.7308,56.6528,2.02916,0.0585646,56.7664,2.03323,7441.21
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,1.98619,0.227988,0.247075,91.8712,54.8542,1.96207,0.0567026,54.9641,1.966,7401
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.17936,0.211809,0.298821,99.7109,56.9196,2.0522,0.0588539,57.0337,2.05632,7475.85
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.999,2.17011,0.211672,0.293182,99.6485,56.8994,1.97678,0.0588173,56.9563,1.97875,7233.36
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.02168,0.2484,0.261905,93.0403,55.4641,2.02134,0.0573705,55.5753,2.02539,7838.81
wordcount,flink,bigdatabench,16,2133,2,2.1,8,1,0.998,2.0995,0.252883,0.292656,99.8988,56.7715,2.00959,0.0586636,56.8853,2.01362,7414.84
