[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
15.3G 5048k 98.3M  159M| 35   3  61   1   0   0|  20M  420k
15.3G 3100k 91.6M  155M| 77   1  21   0   0   0|4720k    0 
15.4G 1064k 71.5M  168M| 87   1  11   0   0   0|1404k 4096B
15.3G 1220k 85.6M  165M| 18   3  76   2   0   0|  98M   89M
15.3G  632k 84.5M  161M| 72   5  21   1   0   1| 147M   29M
15.3G  532k 93.5M  154M| 88   2  10   0   0   0|  40M  176k
15.3G  504k 97.9M  149M| 90   2   8   0   0   0|  80M  612k
15.3G  480k 98.4M  155M| 81   3  15   0   0   0|  90M 5640k
15.3G 1400k  106M  153M| 89   3   8   0   0   0|  89M 4224k
15.3G 1256k 97.7M  164M| 91   1   8   0   0   0|  12M   52k
15.3G 1264k 98.2M  160M| 99   0   0   0   0   0| 576k   80k
15.3G 1264k 98.4M  160M| 91   0   8   0   0   0| 536k    0 
15.3G 1264k 98.5M  160M|100   0   0   0   0   0| 104k    0 
15.3G 1264k 98.6M  160M| 92   0   8   0   0   0|  52k    0 
15.3G 1264k  102M  152M| 98   1   1   0   0   0|4220k    0 
15.3G 1264k  102M  152M| 92   0   8   0   0   0|  72k    0 
15.3G 1272k  103M  151M| 97   1   2   0   0   0| 580k   32k
15.3G 1272k  104M  149M| 94   1   6   0   0   0|2128k    0 
15.3G 1272k  105M  149M| 92   1   8   0   0   0| 484k    0 
15.3G 1272k  105M  148M| 90   0   9   0   0   0| 296k    0 
15.3G 1308k 92.1M  160M| 90   1   9   0   0   0|1492k  236k
15.3G 1096k 91.3M  163M| 98   1   0   0   0   0|  96k   42M
15.3G  832k 91.7M  163M| 90   2   8   0   0   0| 116k   51M
15.3G  728k 99.1M  159M| 92   4   3   0   0   1| 648k  168M
15.3G  540k 99.4M  160M| 62   2  27   8   0   1|  51M   64M
15.3G  524k  104M  157M| 56   5  30   8   0   1| 212M  154M
15.3G  524k 95.3M  163M| 79   5   8   8   0   0|  30M  113M
15.3G  688k 97.0M  162M| 76   5  13   5   0   1|  18M  250M
15.3G  664k 94.9M  164M| 67   5  13  14   0   1|1396k  135M
15.3G  640k 99.2M  161M| 18   2  75   5   0   1| 944k  111M
15.3G  808k 88.8M  166M| 80   3  17   0   0   0|  86M   11M
15.3G 1240k 95.2M  161M| 89   3   8   1   0   0| 128M 1008k
15.3G  800k  108M  150M| 89   3   8   0   0   0| 115M   56k
15.3G  748k 92.6M  164M| 89   3   8   0   0   0| 112M   52k
15.3G  740k  100M  155M| 89   3   8   0   0   0|  92M   72k
15.3G  740k 94.1M  161M| 97   3   0   0   0   0| 106M  164k
15.3G  780k  104M  151M| 90   1   9   0   0   0|  53M  336k
15.3G  792k 82.2M  173M| 95   2   3   0   0   0|  58M   72k
15.3G  796k 54.9M  200M| 90   1  10   0   0   0|  23M    0 
15.3G  796k 60.6M  192M| 98   1   1   0   0   0|  17M    0 
15.3G  796k 21.2M  231M| 91   1   9   0   0   0|2804k    0 
15.3G  808k 21.6M  231M| 97   0   3   0   0   0| 464k  152k
15.3G  808k 21.7M  229M| 94   1   5   0   0   0| 156k    0 
15.3G  808k 21.7M  229M| 93   0   6   0   0   0|  40k    0 
15.3G  808k 21.7M  229M| 88   1  11   0   0   0|  60k    0 
15.3G  808k 21.7M  228M| 63   1  35   0   0   0|  80k    0 
15.3G  820k 22.0M  228M| 99   1   0   0   0   0| 476k   28k
15.3G  820k 24.0M  226M| 93   0   7   0   0   0|2764k    0 
15.3G  820k 26.6M  220M| 95   1   4   0   0   0|5976k    0 
15.3G  824k 26.9M  221M| 80   1  19   0   0   0| 192k    0 
15.3G  824k 27.5M  221M| 89   0  11   0   0   0| 788k    0 
15.3G  824k 27.5M  221M| 99   0   0   0   0   0| 140k    0 
15.3G  832k 27.5M  221M|100   0   0   0   0   0|  64k   32k
15.3G  832k 27.5M  221M| 91   0   9   0   0   0|  68k    0 
15.3G  832k 27.5M  220M| 98   1   1   0   0   0|  84k    0 
15.3G  832k 28.6M  219M| 91   0   8   0   0   0|1216k    0 
15.3G  832k 28.6M  219M| 96   0   3   0   0   0|  88k    0 
15.3G  984k 29.8M  218M| 95   0   5   0   0   0|1340k   24k
15.3G  984k 29.8M  217M| 99   0   1   0   0   0|  52k    0 
15.3G  984k 29.8M  217M| 90   0   9   0   0   0|  76k    0 
15.3G  984k 29.8M  217M| 99   0   0   0   0   0|  68k    0 
15.3G  984k 29.8M  217M| 97   0   2   0   0   0|  44k    0 
15.3G  992k 29.8M  217M| 94   0   6   0   0   0|  72k   16k
15.3G  992k 29.8M  217M| 92   1   8   0   0   0|  36k    0 
15.3G  992k 29.8M  217M| 99   0   0   0   0   0|  48k    0 
15.3G  992k 29.8M  217M| 91   0   8   0   0   0|  44k    0 
15.3G  992k 29.8M  217M|100   0   0   0   0   0| 108k    0 
15.3G 1004k 45.4M  199M|100   0   0   0   0   0|  19M  376k
15.3G 1960k 45.4M  197M| 91   1   8   0   0   0|1092k    0 
15.3G 1960k 45.4M  197M| 91   0   8   0   0   0|  40k    0 
15.3G 1960k 45.4M  197M|100   0   0   0   0   0|  64k    0 
15.3G 1964k 45.4M  197M| 92   0   8   0   0   0|  64k    0 
15.3G 1964k 45.4M  197M| 99   0   0   0   0   0| 104k  132k
15.3G 1972k 45.4M  197M|100   0   0   0   0   0|  64k   56k
15.3G 1972k 45.4M  197M| 92   0   8   0   0   0|  76k    0 
15.4G 1972k 45.4M  197M| 96   0   4   0   0   0|  80k    0 
15.4G 1972k 45.4M  197M| 95   0   5   0   0   0|  84k    0 
15.4G 1972k 45.3M  197M| 91   1   8   0   0   0| 168k    0 
15.4G 1980k 45.4M  196M|100   0   0   0   0   0| 516k   20k
15.4G 1980k 45.5M  196M| 99   1   0   0   0   0| 188k    0 
15.4G 1980k 45.5M  196M| 92   0   8   0   0   0|  84k    0 
15.4G 1980k 45.5M  196M| 99   0   1   0   0   0|  56k    0 
15.4G 1984k 45.5M  196M| 91   1   8   0   0   0|  80k    0 
15.4G 1992k 45.5M  196M| 91   1   8   0   0   0|  36k   28k
15.4G 1992k 45.5M  196M| 99   1   1   0   0   0|  76k    0 
15.4G 1992k 45.5M  196M| 91   0   9   0   0   0|  80k    0 
15.4G 1992k 45.5M  195M| 99   0   1   0   0   0|  44k    0 
15.4G 1996k 45.5M  195M|100   0   0   0   0   0|  76k   12k
15.4G 1996k 45.5M  195M| 90   1   9   0   0   0|  48k    0 
15.4G 2004k 45.5M  195M|100   0   0   0   0   0| 120k   32k
15.4G 2004k 45.5M  195M| 91   0   9   0   0   0|  92k    0 
15.4G 2004k 46.0M  195M| 91   1   8   0   0   0| 640k    0 
15.4G 2004k 46.1M  195M| 99   1   0   0   0   0|  32k    0 
15.4G 2004k 46.1M  195M|100   0   0   0   0   0|  68k    0 
15.4G 2012k 46.1M  195M| 91   1   9   0   0   0|  40k   16k
15.4G 2012k 46.1M  195M|100   0   0   0   0   0|  76k    0 
15.4G 2012k 46.1M  194M| 92   0   8   0   0   0|  84k    0 
15.4G 2012k 46.1M  194M| 99   1   0   0   0   0| 112k  156k
15.4G 2012k 46.1M  194M| 92   0   8   0   0   0|  36k    0 
15.4G 2020k 46.1M  194M|100   0   0   0   0   0|  64k   52k
15.4G 2020k 46.1M  194M| 91   0   9   0   0   0|  60k    0 
15.4G 2020k 46.1M  194M| 99   0   0   0   0   0|  44k    0 
15.4G 2028k 46.0M  194M| 91   0   9   0   0   0|  92k   32k
15.4G 2028k 46.1M  194M|100   0   0   0   0   0|  52k    0 
15.4G 2028k 46.1M  194M| 90   1   9   0   0   0|  16k    0 
15.4G 2036k 46.1M  194M|100   0   0   0   0   0| 112k   72k
15.4G 2036k 46.1M  194M| 92   0   8   0   0   0|  40k    0 
15.4G 2036k 46.1M  194M|100   0   0   0   0   0|  56k    0 
15.4G 2036k 46.1M  194M| 91   1   8   0   0   0| 264k   88k
15.4G 2036k 46.1M  194M| 99   1   0   0   0   0|  52k    0 
15.4G 2044k 46.1M  194M| 92   0   8   0   0   0|  84k   24k
15.4G 2044k 46.1M  193M|100   0   0   0   0   0| 112k    0 
15.4G 2044k 46.1M  193M| 92   0   8   0   0   0|  56k    0 
15.4G 2044k 46.1M  193M|100   0   0   0   0   0|  32k    0 
15.4G 2044k 46.0M  193M| 92   0   8   0   0   0| 188k    0 
15.4G 2052k 46.9M  193M| 99   1   0   0   0   0| 872k   20k
15.4G 2052k 46.9M  192M| 91   0   8   0   0   0|  48k    0 
15.4G 2052k 46.9M  192M|100   0   0   0   0   0|  48k    0 
15.4G 2052k 52.4M  175M| 92   1   6   2   0   0|  17M    0 
15.4G 2052k 53.1M  172M| 99   1   0   0   0   0|3488k    0 
15.4G 2052k 53.3M  172M| 92   0   8   0   0   0|  96k    0 
15.4G 2060k 53.2M  172M| 99   0   0   0   0   0|  48k   16k
15.4G 2060k 53.2M  171M| 92   0   8   0   0   0| 604k    0 
15.4G 2060k 53.3M  171M|100   0   0   0   0   0|  40k    0 
15.4G 2060k 53.2M  171M| 91   1   9   0   0   0|  68k    0 
15.4G 2060k 53.3M  171M|100   0   0   0   0   0|  32k    0 
15.4G 2068k 53.3M  171M| 92   1   8   0   0   0|  52k   16k
15.4G 2068k 53.3M  171M| 99   1   0   0   0   0|  68k    0 
15.4G 2068k 53.3M  171M| 91   0   9   0   0   0|  40k  168k
15.4G 2068k 53.3M  171M| 99   1   0   0   0   0|  72k    0 
15.4G 2068k 53.3M  171M| 92   0   8   0   0   0|  60k    0 
15.4G 2076k 53.3M  171M| 99   0   0   0   0   0|  40k   52k
15.4G 2076k 53.3M  170M| 92   1   8   0   0   0|  60k    0 
15.4G 2076k 53.3M  170M| 99   1   0   0   0   0|  40k   16k
15.4G 2076k 53.3M  170M| 90   0  10   0   0   0|  36k    0 
15.4G 2076k 53.3M  170M| 99   0   0   0   0   0|  60k    0 
15.4G 2076k 53.3M  170M| 92   0   8   0   0   0|  24k    0 
15.4G 2084k 53.3M  170M| 99   1   0   0   0   0|  52k   24k
15.4G 2084k 53.3M  170M| 90   0  10   0   0   0|  92k    0 
15.4G 2084k 53.3M  170M| 99   1   0   0   0   0|  32k    0 
15.4G 2084k 53.3M  170M| 91   0   9   0   0   0|  64k    0 
15.4G 2084k 53.3M  170M|100   0   0   0   0   0|  48k    0 
15.4G 2092k 53.3M  170M| 91   0   9   0   0   0|  56k   16k
15.4G 2092k 53.3M  170M|100   0   0   0   0   0|  44k   32k
15.4G 2092k 53.3M  170M| 91   1   8   0   0   0|  52k    0 
15.4G 2092k 53.3M  170M|100   0   0   0   0   0|  40k    0 
15.4G 2092k 53.3M  170M| 91   0   8   0   0   0|  28k    0 
15.4G 2100k 53.3M  170M|100   0   0   0   0   0|  60k   20k
15.4G 2100k 53.3M  170M| 92   0   8   0   0   0|  20k    0 
15.4G 2100k 53.3M  170M| 99   0   0   0   0   0|  68k   12k
15.4G 2100k 53.3M  170M| 92   0   8   0   0   0|  16k    0 
15.4G 2100k 54.0M  166M|100   0   0   0   0   0|4020k    0 
15.4G 2100k 54.0M  166M|100   0   0   0   0   0|  60k    0 
15.4G 2112k 54.0M  166M| 92   0   8   0   0   0|  68k   64k
15.4G 2112k 54.0M  166M| 97   0   2   0   0   0|  48k    0 
15.4G 2112k 54.0M  165M| 94   1   6   0   0   0|  48k    0 
15.4G 2112k 54.0M  165M|100   0   0   0   0   0|  20k    0 
15.4G 2112k 54.0M  166M| 92   0   8   0   0   0|  20k    0 
15.4G 2120k 54.0M  165M|100   1   0   0   0   0|  52k   20k
15.4G 2120k 54.0M  165M| 91   0   8   0   0   0|  44k  140k
15.4G 2120k 54.0M  165M|100   0   0   0   0   0|  36k    0 
15.4G 2120k 54.0M  165M| 91   0   8   0   0   0|  56k    0 
15.4G 2120k 54.0M  165M|100   0   0   0   0   0|  40k    0 
15.4G 2128k 54.0M  165M| 92   0   8   0   0   0|  24k   52k
15.4G 2128k 54.0M  165M|100   1   0   0   0   0|  28k   32k
15.4G 2128k 54.0M  165M| 92   0   8   0   0   0| 276k    0 
15.4G 2128k 54.0M  165M| 99   1   0   0   0   0|  16k    0 
15.4G 2128k 54.0M  165M| 92   0   8   0   0   0|  48k    0 
15.4G 2128k 54.1M  165M| 99   0   0   0   0   0| 208k    0 
15.4G 2136k 54.0M  165M| 91   0   9   0   0   0|  48k   72k
15.4G 2136k 54.0M  165M| 99   1   0   0   0   0|  56k    0 
15.4G 2136k 54.0M  165M| 92   0   8   0   0   0|  48k    0 
15.4G 2136k 54.0M  165M|100   1   0   0   0   0|  20k    0 
15.4G 2136k 54.0M  165M| 91   1   9   0   0   0|  28k    0 
15.4G 2144k 54.2M  162M| 95   0   4   0   0   0|3052k   20k
15.4G 2144k 54.3M  162M| 95   0   4   0   0   0|  28k    0 
15.4G 2144k 54.3M  162M|100   0   0   0   0   0|   0     0 
15.4G 2144k 54.3M  162M| 92   0   8   0   0   0|  52k    0 
15.4G 2144k 54.3M  162M|100   0   0   0   0   0|  40k    0 
15.4G 2152k 54.3M  162M| 92   0   8   0   0   0|  32k  132k
15.4G 2152k 54.3M  162M| 96   0   4   0   0   0|  36k    0 
15.4G 2152k 54.3M  162M| 96   0   4   0   0   0|  60k    0 
15.4G 2152k 54.3M  162M|100   0   0   0   0   0|  32k    0 
15.4G 2152k 54.3M  161M| 92   0   8   0   0   0|  40k    0 
15.4G 2152k 54.3M  161M| 99   0   0   0   0   0|  20k    0 
15.4G 2160k 54.3M  161M| 91   1   8   0   0   0|  28k   16k
15.4G 2160k 54.3M  161M| 96   0   4   0   0   0|  68k    0 
15.4G 2160k 54.3M  161M| 95   1   4   0   0   0|  60k    0 
15.4G 2160k 54.3M  161M|100   0   0   0   0   0|  12k    0 
15.4G 2160k 54.3M  161M| 92   0   8   0   0   0|  96k  132k
15.4G 2168k 54.3M  161M|100   0   0   0   0   0|  32k   40k
15.4G 2168k 54.3M  161M| 92   0   8   0   0   0|  44k    0 
15.4G 2168k 54.3M  161M| 97   0   3   0   0   0|  68k    0 
15.4G 2168k 54.3M  161M| 93   1   5   0   0   0|8192B    0 
15.4G 2168k 54.4M  161M| 91   0   9   0   0   0|8192B    0 
15.4G 2176k 54.3M  161M| 99   0   0   0   0   0|  68k  104k
15.4G 2176k 54.3M  161M| 99   0   0   0   0   0|  20k    0 
15.4G 2176k 54.4M  161M| 91   0   9   0   0   0|  40k    0 
15.4G 2176k 54.4M  161M| 99   0   0   0   0   0|  16k    0 
15.4G 2176k 54.3M  161M| 92   1   8   0   0   0|  32k    0 
15.4G 2176k 54.4M  161M| 92   0   8   0   0   0|  28k   12k
15.4G 2184k 54.3M  161M| 99   0   0   0   0   0|  68k   32k
15.4G 2184k 54.4M  160M| 99   0   0   0   0   0|  40k    0 
15.4G 2184k 54.4M  160M| 92   0   8   0   0   0|  32k    0 
15.4G 2184k 54.3M  160M| 99   0   0   0   0   0|  92k    0 
15.4G 2184k 56.0M  159M| 91   1   8   0   0   0|  32k    0 
15.4G 2120k 55.2M  173M| 91   1   8   0   0   0|  28k   14M
15.4G 2120k 75.1M  149M| 94   1   5   0   0   0| 168k   23M
15.4G 1484k 62.6M  163M| 94   1   5   0   0   0| 284k   14M
15.4G 1484k 63.0M  162M| 95   0   5   0   0   0|  20k    0 
15.4G 1484k 63.0M  162M| 92   0   8   0   0   0|  68k    0 
15.4G 1492k 63.0M  162M| 76   0  23   0   0   1|  28k  112k
15.4G 1632k 63.2M  162M| 72   0  27   0   0   0| 400k    0 
15.4G 1632k 63.2M  162M| 76   0  23   0   0   1|  60k    0 
15.4G 1632k 63.2M  162M| 68   0  31   0   0   0|  40k    0 
15.4G 1632k 63.4M  161M| 30   0  70   0   0   0| 240k    0 
15.4G 1640k 63.4M  161M| 48   0  52   0   0   0|  28k   20k
15.4G 1640k 64.4M  160M| 99   0   1   0   0   0| 604k    0 
15.4G 1524k 76.7M  152M| 90   1   8   0   0   0|  24k   32M
15.4G  648k 63.1M  167M| 80   3  16   1   0   0|  92M   16M
15.4G  652k 20.1M  207M| 85   1  14   0   0   0| 220k    0 
15.4G  652k 20.1M  205M| 91   1   9   0   0   0|  24k    0 
15.4G  664k 20.1M  205M| 99   0   0   0   0   0| 280k  124k
15.4G  664k 20.3M  205M|100   0   0   0   0   0|  36k    0 
15.4G  664k 20.3M  205M| 96   0   4   0   0   0|  48k    0 
15.4G  664k 20.3M  205M| 94   1   5   0   0   0|  48k    0 
15.4G  664k 21.4M  204M| 90   1   8   0   0   0|1284k    0 
15.4G  672k 21.5M  204M| 98   1   0   0   0   0|  20k   16k
15.4G  672k 21.7M  204M| 87   0  12   0   0   0| 524k    0 
15.4G  672k 21.7M  204M|100   1   0   0   0   0|  48k    0 
15.4G  672k 21.7M  204M| 97   0   3   0   0   0|  24k    0 
15.4G  672k 21.7M  204M| 84   1  15   0   0   0|  68k    0 
15.4G  680k 21.8M  203M| 71   0  29   0   0   0|  96k   28k
15.4G  680k 21.8M  203M| 98   0   2   0   0   0|  40k    0 
15.4G  680k 21.8M  203M| 93   0   7   0   0   0|  40k    0 
15.4G  680k 22.4M  203M| 99   0   0   0   0   0| 628k    0 
15.4G  680k 22.4M  203M|100   0   0   0   0   0|  44k    0 
15.4G  688k 22.5M  203M| 99   1   0   0   0   0| 148k   20k
15.4G  688k 27.8M  197M| 91   1   9   0   0   0|5812k    0 
15.4G  688k 28.7M  196M| 92   1   8   0   0   0| 696k    0 
15.4G  688k 28.8M  196M| 89   1  10   0   0   0| 156k    0 
15.4G  688k 28.8M  197M| 99   1   0   0   0   0|  68k    0 
15.4G  688k 28.8M  197M| 92   0   8   0   0   0|  44k    0 
15.4G  800k 28.8M  197M| 78   0  21   0   0   0| 156k   24k
15.4G  800k 28.8M  197M| 82   1  17   0   0   0|  40k    0 
15.4G  800k 28.8M  197M| 90   1   9   0   0   0|  44k    0 
15.4G  800k 28.9M  196M| 99   0   0   0   0   0| 200k    0 
15.4G  804k 43.0M  182M|100   0   0   0   0   0|  14M    0 
15.4G 1768k 43.0M  181M|100   0   0   0   0   0| 992k   24k
15.4G 1768k 43.0M  181M| 91   1   8   0   0   0|  52k    0 
15.4G 1768k 43.0M  181M| 91   1   8   0   0   0|  36k  216k
15.4G 1768k 43.0M  181M| 97   1   3   0   0   0|  44k    0 
15.4G 1768k 43.0M  181M| 66   0  33   0   0   0|  40k    0 
15.4G 1776k 43.0M  181M| 99   1   0   0   0   0|  44k   72k
15.4G 1776k 43.0M  181M| 98   0   1   0   0   0|  24k    0 
15.4G 1776k 43.0M  182M| 88   0  12   0   0   0|  80k  120k
15.4G 1776k 43.1M  181M| 75   1  25   0   0   0|  48k    0 
15.4G 1776k 43.1M  181M| 99   1   0   0   0   0|  48k    0 
15.4G 1784k 43.1M  181M| 92   0   8   0   0   0| 152k   36k
15.4G 1784k 43.2M  180M|100   0   0   0   0   0| 168k    0 
15.4G 1784k 43.2M  180M|100   0   0   0   0   0|  40k    0 
15.4G 1784k 43.2M  180M| 99   0   0   0   0   0|  40k    0 
15.4G 1784k 43.2M  180M| 90   1   9   0   0   0|  52k    0 
15.4G 1784k 43.2M  180M| 97   1   2   0   0   0|  20k    0 
15.4G 1792k 43.2M  180M| 82   1  18   0   0   0|  56k   16k
15.4G 1792k 43.2M  180M| 99   0   0   0   0   0|  68k    0 
15.4G 1792k 43.2M  180M| 91   1   8   0   0   0|  52k    0 
15.4G 1792k 43.2M  180M| 81   0  19   0   0   0|  64k    0 
15.4G 1792k 43.2M  180M| 91   1   9   0   0   0|  36k    0 
15.4G 1828k 43.2M  179M| 91   0   9   0   0   0| 244k   20k
15.4G 1828k 43.4M  179M|100   0   0   0   0   0|  44k   12k
15.4G 1828k 44.1M  179M| 99   0   0   0   0   0| 776k    0 
15.4G 1828k 44.1M  179M|100   0   0   0   0   0|  52k    0 
15.4G 1828k 44.1M  179M| 92   1   8   0   0   0|  32k    0 
15.4G 1976k 44.3M  178M| 97   1   2   0   0   0| 336k   68k
15.4G 1976k 44.3M  178M| 92   1   7   0   0   0|  36k  244k
15.4G 1976k 44.3M  178M| 80   1  19   0   0   0|  24k    0 
15.4G 1976k 44.3M  178M| 99   0   0   0   0   0|  48k    0 
15.4G 1976k 44.3M  178M| 98   0   2   0   0   0|  68k    0 
15.4G 1976k 44.3M  178M| 80   0  20   0   0   0|  64k    0 
15.4G 1984k 44.3M  178M| 82   1  18   0   0   0|  28k   76k
15.4G 1984k 44.3M  177M|100   0   0   0   0   0|  56k    0 
15.4G 1984k 44.3M  177M| 99   0   1   0   0   0|  48k    0 
15.4G 1984k 44.3M  177M| 92   0   8   0   0   0|  40k    0 
15.4G 1984k 44.3M  177M|100   0   0   0   0   0|  36k    0 
15.4G 1992k 44.3M  177M| 99   1   0   0   0   0|  44k   20k
15.4G 1992k 44.3M  177M| 91   1   9   0   0   0|  28k    0 
15.4G 1992k 44.9M  177M| 92   1   7   0   0   0| 672k    0 
15.4G 2136k 47.7M  174M| 76   1  23   0   0   0|3192k    0 
15.4G 2136k 47.7M  174M|100   0   0   0   0   0|  68k    0 
15.4G 2144k 47.7M  174M| 90   0  10   0   0   0|  48k   28k
15.4G 2144k 47.8M  174M| 83   1  16   0   0   0|  88k    0 
15.4G 2144k 47.8M  173M| 91   1   8   0   0   0|  44k    0 
15.4G 2144k 47.8M  173M| 92   0   8   0   0   0|  28k    0 
15.4G 2144k 47.8M  173M| 99   0   0   0   0   0|  44k    0 
15.4G 2144k 47.9M  173M| 99   0   0   0   0   0| 144k    0 
15.4G 2152k 47.9M  173M|100   0   0   0   0   0|  40k   28k
15.4G 2152k 47.9M  173M| 90   1   9   0   0   0|  16k    0 
15.4G 2152k 47.9M  173M| 99   1   0   0   0   0|  68k    0 
15.4G 2152k 47.9M  173M| 90   1   9   0   0   0|  16k    0 
15.4G 2152k 47.9M  173M| 78   1  21   0   0   0|  44k    0 
15.4G 2160k 47.9M  173M| 92   0   8   0   0   0|  32k   24k
15.4G 2160k 47.9M  172M| 98   0   1   0   0   0|1192k    0 
15.4G 2160k 47.9M  172M| 72   1  28   0   0   0|  56k    0 
15.4G 2160k 48.0M  171M| 85   1  14   0   0   0| 828k    0 
15.4G 2160k 48.0M  171M|100   0   0   0   0   0|  16k    0 
15.4G 2168k 48.0M  171M|100   0   0   0   0   0|  44k  256k
15.4G 2168k 48.0M  171M|100   0   0   0   0   0|  44k    0 
15.4G 2168k 48.0M  171M| 92   0   8   0   0   0|  36k    0 
15.4G 2168k 48.1M  171M| 99   1   0   0   0   0|  60k    0 
15.4G 2168k 48.0M  171M| 91   1   8   0   0   0|  48k    0 
15.4G 2176k 48.0M  171M| 96   1   4   0   0   0|  28k  100k
15.4G 2176k 48.0M  171M| 73   1  26   0   0   0|  56k    0 
15.4G 2176k 48.0M  171M|100   0   0   0   0   0|  24k    0 
15.4G 2176k 48.1M  171M| 90   0  10   0   0   0|  40k    0 
15.4G 2176k 48.1M  171M| 85   1  15   0   0   0|  40k    0 
15.4G 2176k 48.1M  171M| 92   0   8   0   0   0|  16k    0 
15.4G 2184k 48.1M  170M| 92   0   8   0   0   0|  80k   20k
15.4G 2184k 48.1M  170M| 99   0   0   0   0   0|  68k    0 
15.4G 2184k 48.1M  170M|100   0   0   0   0   0|  36k    0 
15.4G 2184k 48.1M  170M| 99   0   0   0   0   0|  16k    0 
15.4G 2184k 48.1M  170M| 91   1   8   0   0   0|  40k    0 
15.4G 2192k 48.1M  170M|100   0   0   0   0   0|  36k   16k
15.4G 2192k 48.1M  170M| 87   1  12   0   0   0|  36k    0 
15.4G 2192k 48.1M  170M| 92   1   7   0   0   0|  44k    0 
15.4G 2192k 48.1M  170M| 91   0   9   0   0   0|  44k    0 
15.4G 2192k 48.1M  170M| 97   0   3   0   0   0|  40k    0 
15.4G 2192k 48.1M  170M| 64   0  35   0   0   0|  56k    0 
15.4G 2200k 48.1M  170M| 92   0   8   0   0   0|  32k   20k
15.4G 2192k 43.5M  158M| 98   2   0   0   0   0|  25M  244k
15.4G 2616k 47.3M  151M|100   0   0   0   0   0|4472k    0 
15.4G 2616k 47.1M  151M|100   0   0   0   0   0|  36k    0 
15.4G 2616k 47.1M  151M| 92   1   8   0   0   0|  40k    0 
15.4G 2624k 47.2M  151M| 99   1   0   0   0   0|  16k   88k
15.4G 2624k 47.2M  151M| 91   1   8   0   0   0| 136k    0 
15.4G 2624k 47.3M  151M| 78   1  21   0   0   0|  68k    0 
15.4G 2624k 47.2M  151M| 99   0   1   0   0   0| 340k    0 
15.4G 2624k 48.4M  149M| 99   0   0   0   0   0|1132k    0 
15.4G 2632k 47.9M  167M| 90   0  10   0   0   0|  32k  240k
15.4G 2632k 48.1M  167M| 78   0  21   0   0   0| 292k    0 
15.4G 2632k 48.1M  166M| 91   1   9   0   0   0|  24k    0 
15.4G 2632k 48.1M  166M| 92   0   8   0   0   0|  24k    0 
15.4G 2632k 48.1M  166M|100   0   0   0   0   0|  28k    0 
15.4G 2632k 48.1M  166M| 99   1   0   0   0   0|  16k    0 
15.4G 2640k 48.1M  166M| 99   0   0   0   0   0|  28k   68k
15.4G 2640k 48.1M  166M| 91   1   8   0   0   0|  28k    0 
15.4G 2640k 48.1M  166M| 95   1   4   0   0   0|  32k    0 
15.4G 2640k 48.2M  166M| 77   1  22   0   0   0|  36k    0 
15.4G 2640k 48.1M  165M| 99   0   0   0   0   0| 212k    0 
15.4G 2648k 48.1M  165M| 92   1   8   0   0   0|  24k   28k
15.4G 2648k 48.1M  166M| 86   0  13   0   0   0|  32k    0 
15.4G 2648k 48.1M  165M| 80   1  20   0   0   0|  40k    0 
15.4G 2648k 48.1M  165M| 91   1   8   0   0   0|  32k    0 
15.4G 2648k 48.2M  165M| 99   0   0   0   0   0|  32k    0 
15.4G 2656k 48.2M  165M|100   0   0   0   0   0|  48k   20k
15.4G 2656k 48.2M  165M|100   0   0   0   0   0|  16k    0 
15.4G 2656k 48.2M  165M| 91   1   8   0   0   0|  36k    0 
15.4G 2656k 48.2M  165M| 99   1   0   0   0   0|  32k    0 
15.4G 2656k 48.2M  165M| 92   1   8   0   0   0|  88k    0 
15.4G 2664k 48.2M  165M| 82   1  17   0   0   0|  28k   20k
15.4G 2664k 48.2M  165M|100   0   0   0   0   0|  64k 4096B
15.4G 2664k 48.2M  165M| 98   0   1   0   0   0|  32k    0 
15.4G 2664k 48.2M  165M| 84   0  16   0   0   0|  52k    0 
15.4G 2664k 48.2M  165M| 75   1  24   0   0   0|  40k    0 
15.4G 2664k 48.2M  165M| 99   1   0   0   0   0|  40k    0 
15.4G 2672k 48.2M  165M| 97   0   3   0   0   0|  36k   20k
15.4G 2672k 48.2M  165M| 94   1   6   0   0   0|  16k    0 
15.4G 2672k 48.2M  165M|100   0   0   0   0   0|  20k    0 
15.4G 2672k 48.2M  165M| 99   0   0   0   0   0|  12k    0 
15.4G 2672k 48.2M  165M| 90   1   9   0   0   0|  32k  224k
15.4G 2680k 48.2M  165M| 97   1   2   0   0   0|  36k  100k
15.4G 2680k 48.2M  165M| 81   1  19   0   0   0|  32k    0 
15.4G 2680k 48.2M  165M| 99   1   0   0   0   0|  36k    0 
15.4G 2680k 48.4M  165M| 92   0   8   0   0   0| 252k    0 
15.4G 2680k 48.4M  166M| 78   0  21   0   0   0|  28k   80k
15.4G 2688k 48.4M  165M| 90   1   9   0   0   0|  36k   20k
15.4G 2688k 48.4M  165M| 91   1   9   0   0   0|  36k    0 
15.4G 2688k 48.4M  165M|100   0   0   0   0   0|  28k    0 
15.4G 2688k 48.4M  165M| 99   0   0   0   0   0|  40k    0 
15.4G 2688k 48.4M  165M|100   0   0   0   0   0|  24k    0 
15.4G 2688k 48.4M  165M| 91   1   8   0   0   0|  20k    0 
