[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
15.1G  784k  374M  163M| 78   1  19   0   0   1|  66M    0 
15.1G  796k  368M  147M| 68   2  27   0   0   2|  61M   76k
15.1G  796k  364M  172M| 73   3  23   0   0   1|  73M    0 
15.1G  804k  339M  196M| 77   2  20   0   0   1|  60M    0 
15.1G  800k  325M  208M| 65   2  31   0   0   2|  65M    0 
15.1G  800k  369M  164M| 66   2  31   0   0   1|  66M    0 
15.1G  808k  369M  157M| 68   2  29   2   0   0|  73M   36k
15.1G  812k  363M  163M| 61   2  35   0   0   2|  60M    0 
15.1G  816k  375M  151M| 52   1  45   0   0   1|  55M  264k
15.1G  816k  363M  163M| 53   1  44   0   0   2|  54M    0 
15.1G  816k  374M  151M| 52   1  46   0   0   1|  54M    0 
15.1G  824k  369M  157M| 53   1  44   0   0   2|  38M   88k
15.1G  832k  370M  155M| 31   1  68   0   0   0|  23M    0 
15.1G  976k  357M  156M| 20   2  78   1   0   1|  31M  216k
15.1G  976k  346M  167M| 25   0  74   0   0   1|9732k    0 
15.1G  976k  290M  222M| 29   2  69   0   0   0| 104k    0 
15.1G  984k  260M  197M| 42   3  54   0   0   1|  32M  100k
15.1G  984k  324M  189M| 71   4  23   0   0   1|  93M    0 
15.1G  984k  358M  154M| 76   3  20   0   0   1| 107M  336k
15.1G  940k  346M  163M| 78   3  17   1   0   0| 109M  108k
15.1G 1888k  347M  159M| 76   3  18   3   0   1| 124M    0 
15.1G 1896k  348M  158M| 77   2  20   1   0   0| 108M   80k
15.1G 1896k  351M  154M| 75   3  21   0   0   1| 102M    0 
15.1G 1888k  319M  185M| 75   3  21   0   0   1|  91M    0 
15.1G 1792k  257M  230M| 63   3  32   0   0   1|  76M  224k
15.1G 1776k  302M  148M| 65   3  31   0   0   1|  81M    0 
15.1G 1640k  291M  211M| 75   3  21   0   0   1| 111M  108k
15.1G 1592k  349M  153M| 76   3  21   0   0   1| 118M 4096B
15.1G 1508k  344M  159M| 77   3  20   0   0   0| 115M    0 
15.1G 1440k  340M  161M| 76   3  20   0   0   1| 118M  212k
15.1G 1376k  337M  165M| 77   3  19   1   0   0| 108M    0 
15.1G 1332k  289M  159M| 75   3  21   0   0   0|  87M   80k
15.1G 1300k  326M  174M| 74   3  21   1   0   1| 105M 8192B
15.1G 1268k  326M  171M| 75   4  21   0   0   0|  92M 4096B
15.1G 1228k  312M  182M| 73   4  21   1   0   1| 111M 4096B
15.1G 1212k  338M  156M| 76   2  20   1   0   1| 116M   16k
15.1G 1188k  337M  156M| 76   3  20   0   0   1| 116M   28k
15.1G 1172k  329M  165M| 76   3  20   1   0   0| 120M   32k
15.1G 1156k  335M  159M| 77   2  20   1   0   0| 104M   24k
15.1G 1140k  327M  166M| 71   3  24   0   0   2|  84M   88k
15.1G 1128k  304M  189M| 70   4  24   0   0   1|  97M  156k
15.1G 1120k  331M  162M| 71   2  24   1   0   1|  96M  268k
15.1G 1120k  325M  163M| 70   4  25   1   0   1|  98M  136k
15.1G 1112k  334M  156M| 77   4  18   0   0   1| 110M   68k
15.1G 1244k  333M  156M| 77   3  20   0   0   1| 114M    0 
15.1G 1244k  333M  157M| 75   4  20   0   0   1| 107M    0 
15.1G 1228k  286M  201M| 74   4  20   0   0   1|  96M    0 
15.1G 1236k  272M  214M| 77   2  18   0   0   1|  93M   36k
15.1G 1232k  338M  149M| 76   3  21   0   0   0|  99M    0 
15.1G 1212k  266M  221M| 77   4  18   1   0   1|  99M   84k
15.1G 1212k  323M  163M| 78   2  19   1   0   1| 114M   24k
15.1G 1212k  325M  160M| 77   3  19   0   0   0| 116M   56k
15.1G 1220k  331M  155M| 76   3  20   1   0   0| 120M   92k
15.1G 1224k  326M  159M| 75   3  20   1   0   0| 109M   96k
15.2G 1216k  262M  165M| 68   3  27   1   0   1|  90M  456k
15.1G 1200k  263M  223M| 76   3  20   0   0   1| 101M  352k
15.1G 1200k  334M  151M| 70   3  26   1   0   1|  99M   80k
15.1G 1084k  270M  214M| 64   3  31   0   0   2|  80M  360k
15.1G 1076k  310M  174M| 71   3  24   0   0   1| 102M  164k
15.1G 1076k  317M  167M| 76   3  20   1   0   0| 118M  180k
15.1G 1076k  333M  151M| 78   2  19   1   0   1| 110M   64k
15.1G 1076k  320M  163M| 73   3  23   0   0   0|  91M  440k
15.1G 1076k  274M  210M| 69   3  26   0   0   2|  74M  456k
15.1G 1084k  259M  226M| 64   3  30   0   0   3|  78M  276k
15.1G 1084k  322M  162M| 64   2  32   0   0   1|  82M   12k
15.1G 1084k  328M  156M| 50   1  46   0   0   2|  66M   64k
15.1G 1084k  323M  160M| 39   2  57   0   0   1|  57M   40k
15.1G 1088k  320M  164M| 38   1  59   0   0   2|  57M   24k
15.1G 1096k  332M  152M| 40   2  57   0   0   1|  54M   84k
15.1G 1096k  322M  162M| 28   1  69   0   0   1|  27M   24k
15.1G 1124k  322M  148M| 16   1  81   1   0   0|  40M   52k
15.1G 1124k  291M  177M| 27   1  72   0   0   1|4412k 8192B
15.1G 1128k  205M  261M| 26   2  71   0   0   0|  84k   76k
15.2G 1144k  196M  153M| 36   3  60   0   0   1|  16M   76k
15.1G 1140k  243M  225M| 74   4  20   0   0   2|  91M   68k
15.1G 1148k  304M  166M| 76   2  20   0   0   0|  97M   12k
15.1G 1148k  302M  167M| 77   2  20   0   0   0|  95M   76k
15.1G 1148k  307M  163M| 78   3  19   0   0   0|  94M  144k
15.1G 1156k  320M  150M| 78   2  19   0   0   1|  93M  232k
15.1G 1160k  312M  158M| 80   2  16   1   0   1| 100M  244k
15.1G 2044k  304M  163M| 79   3  17   1   0   0|  95M   32k
15.2G 2052k  265M  149M| 78   3  18   0   0   1|  81M   52k
15.1G 2064k  296M  157M| 74   2  20   2   0   2|  74M    0 
15.1G 2012k  247M  206M| 63   3  30   0   0   4|  63M  168k
15.1G 1928k  232M  219M| 70   3  26   0   0   1|  63M   52k
15.1G 1888k  301M  152M| 79   2  17   0   0   1|  91M   12k
15.1G 1784k  301M  151M| 78   3  19   0   0   0|  94M  144k
15.1G 1684k  298M  155M| 77   2  20   0   0   0|  92M  476k
15.1G 1604k  294M  158M| 78   2  19   0   0   0|  93M   40k
15.1G 1548k  290M  162M| 78   3  18   0   0   0|  93M  116k
15.2G 1480k  263M  151M| 79   2  18   1   0   0|  87M    0 
15.1G 1412k  220M  229M| 77   3  19   0   0   1|  69M    0 
15.2G 1376k  221M  226M| 77   3  19   0   0   1|  85M    0 
15.2G 1356k  245M  201M| 77   3  20   0   0   0|  84M    0 
15.2G 1348k  271M  175M| 66   2  29   1   0   2|  74M   80k
15.2G 1320k  274M  171M| 73   3  23   0   0   1|  86M 4096B
15.2G 1312k  276M  166M| 77   2  19   1   0   0| 101M    0 
15.2G 1300k  275M  168M| 78   2  19   0   0   0|  95M    0 
15.2G 1292k  274M  169M| 78   2  19   0   0   1|  94M 8192B
15.2G 1292k  264M  178M| 77   2  20   0   0   1|  86M   76k
15.2G 1280k  243M  200M| 76   3  20   0   0   1|  66M  148k
15.2G 1268k  217M  226M| 66   2  30   0   0   1|  71M  136k
15.2G 1292k  293M  149M| 77   2  19   0   0   1|  94M   12k
15.2G 1280k  281M  159M| 78   3  19   0   0   0|  86M  268k
15.2G 1280k  263M  175M| 69   1  27   0   0   2|  78M  452k
15.2G 1264k  212M  175M| 66   3  28   0   0   2|  57M  344k
15.2G 1392k  259M  180M| 76   3  20   1   0   0|  93M 4096B
15.2G 1388k  286M  154M| 77   2  20   0   0   0|  90M  448k
15.2G 1388k  285M  155M| 78   2  20   0   0   0|  78M  136k
15.2G 1392k  226M  214M| 76   3  20   0   0   1|  71M 1160k
15.2G 1392k  243M  198M| 77   3  18   0   0   1|  69M  400k
15.2G 1400k  244M  196M| 75   3  21   1   0   1|  87M  260k
15.2G 1400k  270M  171M| 98   2   1   0   0   0|  26M    0 
15.2G 1400k  269M  171M| 97   1   2   0   0   0|  31M   48k
15.2G 1404k  281M  159M| 43   1  54   0   0   1|  28M   48k
15.2G 1412k  268M  171M| 42   1  56   0   0   1|  19M  144k
15.2G 1412k  268M  171M|100   0   0   0   0   0|  60k    0 
15.2G 1412k  268M  171M| 63   0  37   0   0   0|  52k    0 
15.2G 1412k  281M  157M| 35   1  63   0   0   1|  13M    0 
15.2G 1412k  280M  157M| 57   1  39   0   0   3|  46M  100k
15.2G 1420k  281M  157M| 50   2  46   0   0   2|  48M  264k
15.2G 1420k  264M  176M| 51   2  46   0   0   2|  45M  164k
15.2G 1016k  228M  161M| 70   3  26   0   0   1|  68M  404k
15.2G 1016k  274M  168M| 79   2  18   1   0   1|  81M  128k
15.2G 1016k  277M  165M| 77   2  19   0   0   0|  83M  416k
15.2G 1024k  266M  178M| 77   2  21   1   0   0|  85M  324k
15.2G 1172k  280M  160M| 76   1  22   0   0   0|  64M  120k
15.2G 1168k  234M  207M| 75   3  22   0   0   0|  67M  360k
15.2G 1164k  259M  181M| 76   3  21   0   0   1|  77M    0 
15.2G 1164k  292M  149M| 78   2  19   0   0   1|  81M 8192B
15.2G 1164k  279M  163M| 77   2  20   0   0   1|  82M  136k
15.2G 1172k  283M  158M| 77   2  21   0   0   0|  69M  168k
15.2G 1172k  227M  213M| 67   2  29   0   0   2|  59M   80k
15.2G 1176k  222M  217M| 78   3  19   0   0   0|  74M   76k
15.2G 1176k  273M  167M| 76   2  21   0   0   1|  82M   44k
15.2G 1180k  283M  158M| 77   2  20   0   0   1|  73M  148k
15.2G 1188k  234M  206M| 75   2  21   0   0   1|  69M   96k
15.2G 1196k  198M  172M| 69   2  27   0   0   2|  59M  104k
15.2G 1204k  279M  159M| 75   2  22   0   0   0|  81M    0 
15.2G 1208k  287M  150M| 78   2  18   2   0   0|  90M   40k
15.2G 2092k  267M  169M| 78   2  18   1   0   0|  86M  428k
15.2G 2100k  288M  148M| 75   2  22   0   0   1|  80M  168k
15.2G 2084k  284M  153M| 70   1  26   0   0   2|  55M  128k
15.2G 2084k  275M  162M| 50   2  45   0   0   3|  50M   72k
15.2G 2072k  274M  163M| 41   1  56   0   0   2|  43M   76k
15.2G 2044k  280M  157M| 46   1  52   0   0   1|  36M  136k
15.2G 2024k  284M  152M| 39   1  57   0   0   2|  34M   64k
15.2G 2000k  267M  169M| 29   1  69   0   0   0|  13M   16k
15.2G 2100k  273M  153M| 39   2  57   1   0   0|  63M   12k
15.2G 1800k  182M  245M| 62   6  31   0   0   1|  81M  112k
15.2G 1772k  273M  152M| 76   2  20   1   0   0| 121M   28k
15.2G 1712k  260M  166M| 75   3  21   1   0   0| 121M  140k
15.2G 1652k  262M  164M| 76   3  21   1   0   0| 122M   20k
15.2G 1612k  264M  163M| 77   3  20   0   0   0| 114M  116k
15.2G 1564k  239M  153M| 75   3  21   0   0   1|  92M  136k
15.2G 1508k  207M  215M| 75   4  19   1   0   2|  95M  172k
15.2G 1512k  247M  172M| 65   1  32   1   0   1|  71M   44k
15.2G 1476k  180M  218M| 56   4  38   0   0   1|  52M   52k
15.2G 1300k  267M  152M| 76   3  20   0   0   0| 109M 8192B
15.2G 1284k  257M  163M| 78   3  19   0   0   0| 108M   48k
15.2G 1272k  251M  170M| 76   3  19   1   0   1| 112M  172k
15.2G 1268k  261M  159M| 77   3  20   1   0   0| 113M   56k
15.2G 1252k  255M  162M| 75   3  20   1   0   1| 121M    0 
15.2G 1664k  222M  194M| 75   3  20   1   0   1| 108M  416k
15.2G 1660k  204M  150M| 75   3  20   1   0   0| 104M  344k
15.2G 1652k  240M  175M| 75   3  20   1   0   1| 103M  112k
15.2G 1660k  253M  162M| 75   4  20   0   0   1| 116M  280k
15.2G 1268k  253M  163M| 76   2  20   1   0   1| 122M  332k
15.2G 1268k  255M  163M| 76   3  20   1   0   1| 122M  440k
15.2G 1268k  258M  159M| 77   3  19   1   0   1| 121M  400k
15.2G 1268k  264M  151M| 70   3  25   1   0   2| 111M  196k
15.2G 1272k  243M  169M| 73   3  22   1   0   1|  89M   60k
15.2G 1272k  228M  158M| 84   3  12   1   0   0|  80M 8192B
15.2G 1508k  153M  236M| 75   5  18   1   0   1| 105M  692k
15.2G 1400k  239M  161M| 76   3  20   1   0   0| 116M    0 
15.2G 1400k  238M  163M| 77   3  19   0   0   0| 115M   60k
15.2G 1404k  234M  164M| 77   3  20   1   0   0| 116M  592k
15.2G 1412k  236M  163M| 76   3  21   0   0   0| 117M   88k
15.2G 1416k  246M  153M| 70   2  26   0   0   1|  96M 8192B
15.2G 1380k  175M  223M| 68   4  26   0   0   2|  75M  380k
15.2G 1384k  188M  208M| 66   2  29   0   0   2|  80M  132k
15.2G 1384k  245M  152M| 73   4  22   1   0   0| 109M  116k
15.2G 1392k  250M  148M| 76   3  20   1   0   1| 116M  260k
15.2G 1388k  248M  152M| 77   3  19   1   0   1| 113M  152k
15.2G 1348k  238M  161M| 76   3  15   6   0   1| 114M   32k
15.2G 1308k  233M  166M| 76   3  14   7   0   0| 115M   28k
15.3G 1244k  179M  165M| 68   2  27   1   0   2|  79M   52k
15.2G 1216k  178M  218M| 73   3  23   0   0   1|  71M  108k
15.2G 1196k  243M  152M| 75   4  20   0   0   1| 107M   40k
15.2G 1180k  244M  151M| 75   3  21   0   0   1| 117M  156k
15.2G 2616k  239M  153M| 77   3  19   1   0   1| 117M  172k
15.2G 2600k  244M  150M| 77   3  19   1   0   1| 114M   28k
15.2G 2608k  233M  161M| 76   3  19   0   0   0| 115M  316k
15.2G 2608k  224M  169M| 76   2  21   1   0   1| 107M   28k
15.2G 2608k  233M  160M| 68   1  28   1   0   1|  63M 8192B
15.2G 2608k  184M  204M| 41   3  54   0   0   1|  41M   16k
15.2G 2608k  242M  150M| 38   1  59   0   0   1|  58M    0 
15.2G 2616k  244M  148M| 39   1  58   0   0   1|  57M  144k
15.2G 2616k  221M  172M| 38   2  59   0   0   0|  58M   20k
15.2G 2616k  227M  164M| 38   2  59   0   0   1|  69M   40k
15.2G 3536k  237M  151M| 38   2  59   0   0   1|  68M  280k
15.2G 3540k  223M  165M| 34   2  63   0   0   1|  35M   36k
15.2G 3716k  195M  164M| 32   2  62   3   0   1|  74M  152k
15.2G 3168k  138M  224M| 77   3  17   0   0   2|  84M  328k
15.2G 3156k  199M  163M| 76   2  21   0   0   0|  89M    0 
15.2G 3124k  195M  166M| 77   2  20   1   0   0|  89M    0 
15.2G 2788k  213M  151M| 76   2  21   0   0   1|  92M    0 
15.2G 2748k  199M  163M| 77   2  21   0   0   0|  90M  128k
15.2G 2712k  214M  150M| 75   2  21   0   0   1|  92M 8192B
15.2G 2692k  200M  163M| 76   3  21   0   0   1|  92M   16k
15.2G 2680k  207M  155M| 76   2  22   0   0   0|  77M   60k
15.2G 2908k  203M  157M| 69   2  27   0   0   1|  67M 4096B
15.2G 2860k  184M  172M| 73   4  22   1   0   0|  85M 4096B
15.2G 2844k  199M  156M| 75   3  22   0   0   1|  87M  148k
15.2G 2832k  204M  153M| 76   2  21   1   0   1|  88M   40k
15.2G 2532k  198M  159M| 75   2  21   1   0   1|  90M   88k
15.2G 1912k  196M  162M| 77   2  20   1   0   1|  89M  672k
15.2G 1916k  189M  170M| 75   2  22   0   0   1|  89M  308k
15.2G 1536k  203M  157M| 77   2  20   1   0   0|  86M  464k
15.2G 1160k  195M  162M| 76   2  21   1   0   1|  87M  204k
15.2G 1160k  149M  211M| 75   2  21   1   0   1|  77M  212k
15.2G 1188k  171M  187M| 78   2  19   0   0   0|  80M   72k
15.2G 1212k  161M  198M| 73   3  22   0   0   1|  83M 1320k
15.2G 1212k  198M  161M| 76   2  21   0   0   1|  88M  480k
15.2G 1104k  207M  153M| 75   3  21   0   0   1|  87M  352k
15.2G 1096k  199M  161M| 76   2  21   1   0   0|  86M  956k
15.2G 1096k  205M  156M| 76   2  21   0   0   1|  85M  596k
15.2G 1104k  195M  167M| 76   2  21   1   0   1|  88M  576k
15.2G 1112k  200M  162M| 76   3  20   1   0   0|  82M  312k
15.2G 1404k  197M  165M| 71   2  26   0   0   1|  68M   16k
15.2G 1384k  166M  195M| 69   3  27   0   0   1|  68M  244k
15.2G 1388k  193M  170M| 76   2  21   0   0   0|  78M   88k
15.2G 1248k  139M  224M| 75   3  22   0   0   0|  78M  104k
15.2G 1320k  195M  166M| 76   2  22   0   0   0|  82M 4096B
15.2G 1320k  200M  162M| 75   2  21   0   0   1|  84M  152k
15.2G 1200k  191M  171M| 78   2  19   0   0   0|  87M  100k
15.2G  844k  207M  156M| 76   2  21   0   0   0|  87M  112k
15.2G  780k  193M  170M| 76   2  21   1   0   0|  88M  384k
15.3G  744k  158M  153M| 74   3  21   0   0   1|  80M  192k
15.2G  888k  201M  160M| 77   2  20   1   0   0|  80M   68k
15.2G  948k  211M  151M| 75   2  21   0   0   1|  90M  820k
15.2G  948k  196M  167M| 76   3  21   0   0   0|  84M   88k
15.3G  976k  157M  154M| 75   2  21   0   0   1|  80M  240k
15.2G  988k  200M  162M| 75   2  22   0   0   1|  83M   72k
15.2G  996k  189M  168M| 76   3  20   1   0   1|  92M  248k
15.3G  996k  185M  155M| 80   3  17   0   0   0|  85M   20k
15.3G  992k  182M  158M| 76   2  21   0   0   0|  92M   32k
15.2G 1000k  192M  156M| 75   2  21   0   0   1|  76M   28k
15.3G 1000k  125M  209M| 63   2  30   0   0   4|  53M  248k
15.2G 1004k  199M  150M| 75   3  22   0   0   1|  97M  100k
15.2G 1004k  183M  166M| 75   2  22   0   0   0|  86M  144k
15.2G 1004k  184M  165M| 76   2  22   0   0   0|  85M   88k
15.2G 1012k  183M  167M| 76   2  21   0   0   1|  80M  124k
15.2G 1012k  200M  148M| 76   2  21   0   0   0|  78M   56k
15.2G 1020k  183M  165M| 76   3  20   0   0   1|  81M  120k
15.2G 1008k  192M  156M| 75   2  21   0   0   1|  81M  436k
15.2G 1012k  185M  164M| 75   3  22   0   0   1|  80M  164k
15.2G 1016k  186M  161M| 76   2  20   1   0   0|  69M  160k
15.2G  908k  152M  194M| 76   3  20   1   0   1|  77M   48k
15.3G  912k  188M  156M| 76   2  20   1   0   1|  86M   64k
15.3G 1608k  182M  162M| 76   2  20   1   0   1|  88M  232k
15.3G 1740k  192M  151M| 76   2  22   1   0   0|  79M   24k
15.3G 1708k  189M  155M| 77   2  21   0   0   0|  72M  228k
15.3G 1736k  189M  153M| 69   2  29   0   0   0|  65M   76k
15.3G 1668k  180M  162M| 57   1  41   0   0   1|  41M   24k
15.3G 1592k  178M  165M| 38   1  59   0   0   2|  39M   96k
15.3G 1528k  176M  166M| 38   1  61   0   0   0|  39M 4096B
15.3G 1504k  178M  165M| 35   1  63   0   0   1|  23M    0 
15.3G 1504k  185M  157M| 18   0  82   0   0   0|7944k    0 
15.3G 2332k  110M  152M| 34   5  59   1   0   1|  65M 5872k
15.4G  732k 57.6M  183M| 54   7  36   2   0   2|  74M 4036k
15.3G  536k  116M  147M| 90   3   6   1   0   0| 115M  524k
15.3G  536k  110M  153M| 76   3  20   1   0   1| 110M  872k
15.3G  516k  116M  148M| 76   3  20   1   0   0| 115M  216k
15.3G  516k  105M  160M| 76   4  20   0   0   0| 111M  256k
15.3G  524k 96.8M  166M| 76   3  20   1   0   0| 111M  508k
15.3G  768k  100M  161M| 77   3  19   1   0   1| 110M  748k
15.3G  500k  117M  162M| 76   3  19   1   0   1| 109M  480k
15.3G  760k 66.3M  211M| 70   3  25   1   0   1|  91M  456k
15.3G  584k  103M  173M| 68   4  27   0   0   1|  89M  288k
15.3G  592k  126M  151M| 76   3  20   1   0   0| 113M  212k
15.3G  596k  121M  159M| 76   3  20   1   0   0| 114M  260k
15.3G  692k  131M  147M| 76   4  18   2   0   0| 119M  224k
15.3G  684k  113M  159M| 76   3  19   1   0   1| 120M  136k
15.3G  764k  132M  153M| 75   3  22   1   0   0| 102M  372k
15.3G  688k 97.3M  189M| 69   4  26   1   0   1|  90M  300k
15.3G  600k  116M  170M| 74   3  21   1   0   1| 107M   24k
15.4G  588k 72.8M  164M| 63   3  32   0   0   1|  82M  136k
15.3G  564k  123M  159M| 76   3  19   1   0   0| 115M  320k
15.3G  804k  111M  173M| 76   3  20   1   0   0| 116M  316k
15.3G  812k  135M  149M| 76   3  20   1   0   1| 118M  188k
15.3G  816k  115M  170M| 76   3  20   0   0   0| 114M   72k
15.3G  836k  121M  164M| 73   2  23   1   0   1| 103M   52k
15.3G  664k 90.8M  194M| 67   3  29   0   0   1|  85M  128k
15.3G  592k  110M  173M| 75   3  21   0   0   1| 105M   44k
15.3G  744k  106M  175M| 64   2  30   1   0   2|  97M   24k
15.3G  752k  119M  161M| 71   4  23   0   0   1| 105M  192k
15.3G  816k  115M  167M| 76   3  20   0   0   0| 113M  488k
15.3G  764k  134M  147M| 75   3  20   1   0   1| 111M  244k
15.3G  744k 96.8M  185M| 76   3  19   1   0   1| 105M  496k
15.3G  828k  111M  170M| 77   2  19   1   0   0|  99M   92k
15.3G  652k  115M  167M| 76   3  19   1   0   1| 113M  432k
15.3G  752k 84.3M  198M| 76   4  19   1   0   0| 102M  384k
15.3G  880k 67.0M  208M| 80   4  14   1   0   1| 111M  564k
15.3G  768k  125M  152M| 76   3  19   2   0   1| 118M    0 
15.3G  752k  110M  165M| 77   3  18   1   0   1| 112M   68k
15.3G  652k  126M  148M| 75   3  20   1   0   1| 105M  520k
15.3G  624k  108M  171M| 70   2  26   1   0   1|  97M   44k
15.3G  600k  116M  164M| 74   4  21   1   0   1| 106M  376k
15.3G  596k  126M  156M| 76   3  21   0   0   0|  99M  112k
15.3G  712k  123M  158M| 63   2  32   0   0   2|  87M   24k
15.3G  716k  127M  152M| 73   4  22   1   0   1| 112M  236k
15.3G  512k  119M  161M| 76   2  20   0   0   1| 109M   80k
15.3G  496k  134M  147M| 77   3  20   0   0   1| 110M  396k
15.3G  508k  111M  170M| 76   3  20   0   0   1| 110M  136k
15.3G  640k  129M  149M| 73   2  23   0   0   1|  91M   40k
15.3G  492k  129M  150M| 69   4  25   1   0   1| 108M  356k
15.3G  632k  106M  171M| 72   3  24   0   0   1| 103M   28k
15.3G  656k  115M  162M| 50   1  47   1   0   1|  63M  344k
15.3G  652k  107M  168M| 38   2  58   2   0   0|  68M   44k
15.3G 1544k  103M  168M| 38   2  58   2   0   1|  69M   32k
15.3G 1560k  105M  167M| 35   1  61   0   0   2|  46M  148k
15.3G 1504k  118M  154M| 26   1  72   0   0   1|  36M 4096B
15.4G 1184k 46.4M  167M| 34   5  55   5   0   1|  73M   68k
15.4G  564k 39.2M  150M| 36  11  45   6   0   1| 104M   15M
15.3G  704k  163M  160M| 77   3  15   5   0   1|  98M    0 
15.3G  708k  156M  168M| 75   3  20   0   0   1| 111M  208k
15.3G  708k  166M  156M| 77   3  19   1   0   0| 108M   12k
15.3G  616k  167M  154M| 77   3  20   0   0   0| 110M    0 
15.3G  616k  161M  160M| 76   3  21   0   0   0| 113M    0 
15.3G  668k  168M  152M| 76   3  20   1   0   0| 110M  356k
15.3G 2788k  145M  167M| 75   4  19   1   0   1| 111M    0 
15.3G 2744k 93.1M  166M| 72   3  23   0   0   2|  89M  108k
15.3G 2624k  115M  176M| 66   3  29   0   0   2|  84M 8192B
15.3G 2204k  137M  154M| 76   3  21   0   0   0| 113M  284k
15.3G  504k  140M  153M| 76   3  21   0   0   1| 113M 8192B
15.3G  488k  127M  167M| 76   3  19   1   0   0| 115M 8192B
15.3G  496k  136M  156M| 77   2  10  10   0   1| 102M  148k
15.3G  744k  117M  171M| 76   2  14   7   0   1| 107M   24k
15.3G  752k  111M  175M| 74   5  20   1   0   1| 105M  448k
15.3G  876k  125M  157M| 75   3  20   2   0   1| 109M   20k
15.3G  676k 95.1M  165M| 66   3  30   0   0   1|  82M  420k
15.3G  712k  143M  161M| 76   3  20   1   0   1| 115M  256k
15.3G  696k  154M  150M| 76   3  20   1   0   0| 115M   40k
15.3G  888k  154M  153M| 75   3  20   0   0   2| 114M   72k
15.3G  784k  153M  152M| 75   4  20   1   0   0| 111M   20k
15.3G  792k  146M  158M| 75   3  21   0   0   1|  88M  100k
15.3G  784k  131M  172M| 69   3  25   1   0   2| 102M  308k
15.3G  784k  142M  160M| 75   3  21   0   0   1| 102M   24k
15.3G  740k  137M  164M| 65   2  30   0   0   2|  94M  516k
15.3G  688k  130M  149M| 72   4  22   1   0   1| 114M  428k
15.3G  624k  124M  150M| 76   3  20   1   0   0| 121M  136k
15.3G  632k  124M  152M| 76   3  21   0   0   0| 112M  216k
15.3G  632k  104M  150M| 75   4  20   0   0   1| 100M  372k
15.3G  892k  122M  151M| 77   3  19   1   0   0| 109M  216k
15.3G  632k  104M  173M| 76   3  19   1   0   1| 109M  200k
15.3G  636k  124M  151M| 78   2  19   1   0   0| 106M   32k
15.3G  768k  104M  167M| 67   2  28   1   0   2|  92M  216k
15.3G  604k  132M  163M| 71   3  24   0   0   1|  98M  408k
15.3G  464k  132M  160M| 75   4  20   1   0   0| 113M   28k
15.3G  456k  131M  162M| 77   3  20   1   0   0| 111M   28k
15.3G  624k  126M  165M| 67   2  29   1   0   2|  95M   20k
15.3G  596k  143M  148M| 71   3  24   0   0   1|  99M   56k
15.3G  584k  117M  172M| 76   3  20   1   0   0| 104M  176k
15.3G  644k  118M  171M| 75   3  20   1   0   1| 108M   40k
15.3G  708k  117M  171M| 76   2  20   0   0   1|  98M   44k
15.3G  704k  120M  168M| 75   3  20   0   0   0| 110M   60k
15.3G  672k  115M  174M| 76   3  21   0   0   0| 114M  388k
15.3G  508k  132M  157M| 78   2  18   0   0   1| 104M  168k
15.3G  788k 89.8M  197M| 75   4  20   1   0   1|  97M  100k
15.3G  784k  124M  163M| 75   3  21   0   0   1| 108M  352k
15.3G  812k  119M  166M| 76   3  20   0   0   1| 103M  320k
15.3G  856k  112M  172M| 55   2  42   0   0   1|  75M   40k
15.3G  676k  104M  182M| 45   1  51   0   0   1|  57M  180k
15.3G  676k  132M  154M| 38   1  59   0   0   2|  57M   20k
15.3G  684k  114M  171M| 38   1  60   0   0   1|  48M   52k
15.3G  684k  116M  169M| 26   1  73   0   0   0|  29M 4096B
15.4G  692k 32.8M  144M| 31   5  59   5   0   0|  61M   24M
15.4G  460k 57.7M  148M| 15  11   4  70   0   0| 644M  124M
15.3G 1128k 98.3M  231M| 42   5   2  50   0   1|  19M   36M missed 3 ticks
15.3G 1148k  100M  233M| 35   3  10  52   0   0| 252k   11M
15.2G 1296k  158M  223M| 60   3   7  29   0   0|  63M   94M
15.2G 1784k  188M  158M| 86   5   5   3   0   1| 177M    0 
15.2G 1908k  194M  158M| 76   3  20   1   0   0| 114M    0 
15.2G 1320k  201M  150M| 75   3  21   1   0   0| 116M    0 
15.2G 1100k  196M  158M| 76   3  20   1   0   0| 113M 4096B
15.2G 1256k  200M  151M| 68   2  27   1   0   2|  88M  480k
15.2G 1148k  199M  149M| 71   4  22   1   0   2|  90M    0 
15.2G 1120k  191M  159M| 77   2  20   1   0   1| 112M   28k
15.2G 1108k  184M  164M| 76   3  20   0   0   1| 108M   12k
15.2G 1112k  185M  163M| 77   3  20   1   0   0| 112M 8192B
15.2G 1120k  189M  159M| 76   2  20   1   0   1| 113M  124k
15.2G  736k  195M  151M| 77   2  20   1   0   1| 105M  876k
15.3G  756k  193M  151M| 77   3  18   1   0   1| 121M   56k
15.3G  900k  118M  173M| 76   4  18   1   0   1| 101M  156k
15.3G  900k  181M  162M| 76   2  21   0   0   1| 117M   76k
15.3G  904k  147M  196M| 77   3  19   1   0   0| 110M  308k
15.3G  916k  178M  165M| 76   3  20   0   0   0| 117M  876k
15.3G  916k  183M  159M| 77   3  20   0   0   1| 115M  100k
15.3G  996k  192M  151M| 78   3  18   1   0   1| 113M   68k
