[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
7817M 7676k  820M 7316M| 32   0  68   0   0   0| 420k    0 
7817M 7676k  820M 7316M| 32   0  68   0   0   0|  20k    0 
8710M 7716k  820M 6423M| 42   4  54   0   0   0|  52k 1416k
9031M 7716k  820M 6102M| 58   2  39   0   0   0|  32k    0 
9032M 7716k  820M 6101M| 80   0  20   0   0   0|  36k    0 
9037M 7716k  820M 6097M| 64   0  36   0   0   0|  24k    0 
9038M 7716k  820M 6096M|  6   0  93   0   0   0|  32k    0 
9038M 7724k  820M 6096M|  6   0  94   0   0   0|  44k  148k
9040M 7724k  820M 6094M|  6   0  94   0   0   0|  36k    0 
9040M 7724k  820M 6094M|  6   0  94   0   0   0|  36k    0 
9040M 7724k  820M 6094M|  6   0  94   0   0   0|  28k    0 
9040M 7724k  820M 6094M|  6   0  93   0   0   0|  36k    0 
9040M 7732k  820M 6094M|  6   0  94   0   0   0|  44k   28k
9040M 7732k  821M 6094M|  6   0  94   0   0   0|  40k    0 
9113M 7732k  820M 6021M| 24   0  75   0   0   0|  24k  104k
9113M 7732k  820M 6021M| 38   0  62   0   0   0|  76k    0 
9117M 7732k  821M 6017M| 67   0  33   0   0   0|  36k    0 
9118M 7740k  821M 6016M| 81   0  19   0   0   0|  36k   32k
9118M 7740k  821M 6016M| 81   0  19   0   0   0|  44k    0 
9122M 7740k  821M 6012M| 50   0  50   0   0   0|  40k    0 
9122M 7740k  821M 6011M| 36   0  64   0   0   0| 148k    0 
9216M 7740k  821M 5918M| 60   0  40   0   0   0|  40k    0 
9216M 7748k  821M 5917M| 81   0  19   0   0   0|  16k   32k
9216M 7748k  821M 5917M| 81   0  19   0   0   0|  32k    0 
9383M 7748k  821M 5750M| 59   2  39   0   0   0|  40k    0 
9385M 7748k  821M 5748M| 81   0  19   0   0   0|  32k    0 
9385M 7748k  821M 5748M| 81   0  19   0   0   0|  32k    0 
9424M 7748k  821M 5709M| 67   0  32   0   0   0|  44k    0 
9470M 7772k  821M 5663M| 35   1  64   0   0   0| 716k   36k
9470M 7920k  821M 5663M| 41   0  59   0   0   0| 168k    0 
9476M 8192k  825M 5652M| 47   0  53   0   0   0| 336k    0 
9473M 8192k  830M 5651M| 41   0  59   0   0   0|  28k    0 
9472M 8272k  837M 5644M| 40   0  60   0   0   0|  88k    0 
9474M 8304k  863M 5616M| 40   1  59   0   0   0|  76k   19M
9475M 8308k  890M 5588M| 36   1  63   0   0   0|  96k    0 
9475M 8308k  914M 5564M| 33   0  66   0   0   0|  44k    0 
9476M 8308k  938M 5539M| 33   1  66   0   0   0|  36k    0 
9476M 8308k  962M 5515M| 33   0  66   0   0   0|  48k    0 
9477M 8316k  985M 5491M| 33   0  67   0   0   0|  24k  256k
9478M 8320k 1009M 5466M| 33   1  67   0   0   0|  40k    0 
9478M 8320k 1033M 5442M| 33   0  67   0   0   0|  44k    0 
9947M 8368k 1038M 4969M| 52   4  44   0   0   0| 436k   60k
10.1G 8368k 1038M 4540M| 45   1  53   0   0   0|  68k    0 
10.6G 8376k 1038M 4082M| 40   1  59   0   0   0|  24k  344k
11.1G 8376k 1038M 3555M| 40   2  59   0   0   0|  32k    0 
11.1G 8376k 1038M 3512M| 38   0  62   0   0   0|  36k    0 
11.1G 8376k 1038M 3536M| 40   0  60   0   0   0|  32k    0 
11.2G 8376k 1038M 3477M| 40   0  60   0   0   0|  28k    0 
11.2G 8384k 1038M 3476M| 41   0  59   0   0   0|  44k   32k
11.4G 8444k 1084M 3213M| 51   2  47   0   0   0|  32k    0 
11.6G 8672k 1169M 2932M| 50   2  48   0   0   0| 148k    0 
11.7G 8672k 1250M 2734M| 25   2  72   0   0   0|  40k   61M
11.8G 8692k 1341M 2509M| 19   2  76   3   0   0|  48k  104M
12.0G 8712k 1322M 2380M| 30   1  64   5   0   0|1092k  103M
12.2G 8712k 1322M 2182M| 57   1  41   0   0   0| 188k    0 
12.1G 8716k 1323M 2196M| 50   0  50   0   0   0|  28k    0 
12.1G 8772k 1329M 2187M| 46   0  49   4   0   0|  36k  175M
12.1G 8780k 1336M 2181M| 38   0  58   3   0   0|  28k  161M
12.1G 8792k 1353M 2162M| 36   1  63   0   0   0|  32k   21M
12.1G 8792k 1385M 2129M| 31   1  68   0   0   0|  24k    0 
12.1G 8792k 1418M 2095M| 31   0  68   0   0   0|  48k    0 
12.1G 8792k 1452M 2060M| 31   1  68   0   0   0|  28k    0 
12.1G 8792k 1487M 2024M| 31   1  68   0   0   0|  28k    0 
12.2G 8800k 1522M 1988M| 31   1  68   0   0   0|  44k  228k
12.2G 8804k 1551M 1949M| 29   2  69   0   0   0| 312k    0 
12.5G 8804k 1551M 1603M| 41   2  57   0   0   0|  76k    0 
12.5G 8804k 1551M 1585M| 39   0  61   0   0   0|  40k    0 
12.6G 8804k 1551M 1487M| 38   1  61   0   0   0|  48k    0 
12.6G 8812k 1551M 1517M| 37   0  62   0   0   0|  16k  256k
12.6G 8812k 1551M 1485M| 38   0  62   0   0   0|  40k    0 
12.6G 8812k 1551M 1481M| 35   1  65   0   0   0|  28k    0 
12.6G 8812k 1551M 1476M| 20   0  80   0   0   0|  32k    0 
12.7G 8812k 1551M 1352M| 22   1  77   0   0   0| 132k    0 
12.7G 8820k 1551M 1351M| 19   0  81   0   0   0|  24k   36k
12.8G 8820k 1551M 1263M| 20   1  80   0   0   0|  28k    0 
12.8G 8820k 1551M 1263M| 19   0  81   0   0   0|  52k    0 
12.8G 8844k 1551M 1255M| 28   1  71   0   0   0| 240k    0 
13.2G 8844k 1551M  863M| 64   2  33   0   0   0|  64k    0 
13.3G 8852k 1551M  781M| 63   0  37   0   0   0|  28k   96k
13.3G 8852k 1551M  781M| 63   0  36   0   0   0|  40k    0 
13.6G 8852k 1551M  507M| 66   1  33   0   0   0| 124k    0 
13.7G 8868k 1570M  357M| 73   3  24   0   0   0|  84k  122M
13.8G 8676k 1656M  206M| 62   4  32   2   0   0|  40k   86M
13.8G 8728k 1554M  239M| 51   6  38   4   0   0|  36k  144M
14.1G 8752k 1308M  187M| 34   6  54   6   0   0|  44k  167M
14.0G 8756k 1291M  339M| 23   3  73   1   0   0|  40k  114M
14.0G 8756k 1290M  339M| 13   0  83   4   0   0|  48k  115M
14.0G 8756k 1290M  339M| 16   0  84   0   0   0|  60k    0 
14.0G 8756k 1290M  339M| 13   0  87   0   0   0|  60k    0 
14.0G 8764k 1294M  334M| 16   0  83   0   0   0|  40k  276k
14.0G 8764k 1333M  294M| 15   1  84   0   0   0|  56k    0 
14.1G 8772k 1393M  131M| 25   2  64   8   0   0| 128M   28M
14.4G 8772k 1091M  159M| 30   3  61   5   0   1|  89M 5424k
14.3G 8772k 1094M  171M| 45   1  54   0   0   0|  45M   16k
14.3G 8780k 1094M  185M| 43   0  57   0   0   0|  48k  192k
14.3G 8176k 1130M  153M| 45   1  53   1   0   0|  81M 4096B
14.3G 6296k 1120M  154M| 46   1  54   0   0   0|  40k   78M
14.3G 5708k 1105M  165M| 33   0  67   0   0   0|  28k 5352k
14.3G 5708k 1109M  160M| 35   0  65   0   0   0|  28k    0 
14.3G 5716k 1109M  166M| 32   0  68   0   0   0|  44k  228k
14.3G 5164k 1117M  160M| 31   1  68   0   0   0|  40k    0 
14.3G 4796k 1110M  167M| 31   1  68   0   0   0|  32k    0 
14.3G 4180k 1125M  152M| 31   1  68   1   0   0|  40k   26M
14.3G 3672k 1119M  158M| 31   1  68   0   0   0|  88k   88M
14.3G 3652k 1115M  162M| 31   1  68   0   0   0|  44k  212k
14.3G 3652k 1111M  167M| 31   1  68   0   0   0|  60k 8192B
14.3G 3664k 1109M  164M| 25   2  70   3   0   0|  60k  149M
14.4G 3352k 1102M  151M| 10   1  84   5   0   0| 244k  157M
14.4G 3248k 1005M  167M| 37   1  59   2   0   0|  40M    0 
14.6G 3076k  858M  166M| 38   2  60   0   0   0|  20k  368k
14.6G 3076k  857M  155M| 38   0  62   0   0   0|  36k    0 
14.6G 3064k  844M  153M| 38   0  62   0   0   0|  36k    0 
14.6G 3064k  843M  153M| 38   0  62   0   0   0|  28k   52M
14.6G 3064k  837M  149M| 28   0  71   0   0   0|  36k    0 
14.6G 3072k  837M  148M|  7   0  93   0   0   0|  44k   72k
14.6G 3068k  832M  167M|  8   0  91   0   0   0|  22M   12k
14.6G 3072k  832M  166M|  6   0  93   0   0   0| 132k    0 
14.6G 3072k  832M  166M|  6   0  94   0   0   0|  24k    0 
14.6G 3072k  832M  166M|  6   0  94   0   0   0|  32k    0 
14.7G 2460k  752M  170M|  8   2  90   0   0   0|  12M 5400k
14.7G 2604k  750M  171M|  6   0  94   0   0   0| 208k    0 
14.7G 2604k  750M  171M|  6   0  94   0   0   0|  36k    0 
14.7G 2784k  750M  171M|  6   0  93   0   0   0| 208k    0 
14.7G 3104k  752M  169M|  6   0  93   0   0   0|1488k    0 
14.8G 3320k  689M  131M| 22   2  76   0   0   0| 616k  816k
15.1G 2500k  252M  285M| 44   9  39   8   0   1| 104k  171M
15.2G 2780k  233M  132M| 32   3  45  20   0   0|6296k  147M
15.3G 2572k  120M  147M| 15   4  57  22   0   1|  56M  154M
15.3G 2476k  143M  136M|  2   2  77  19   0   0|  99M  120M
15.3G 2352k  183M  131M|  8   2  70  20   0   1|  87M  133M
15.3G 2368k  181M  153M|  7   2  76  14   0   1|  46M  167M
15.2G 2312k  174M  202M| 24   2  67   7   0   1| 152M   54M
15.2G 2188k  213M  184M| 44   1  51   4   0   0|  67M 9224k
15.1G 2092k  290M  157M| 47   1  50   2   0   0| 126M 7600k
15.1G 2112k  296M  183M| 46   0  53   0   0   0|2060k  396k
15.1G 2112k  304M  175M| 37   0  62   0   0   0|1388k    0 
15.1G 2116k  310M  168M| 37   0  63   0   0   0| 356k    0 
15.1G 2152k  330M  149M| 31   0  68   0   0   0|  84k   34M
15.1G 1964k  336M  149M| 31   1  68   0   0   0| 148k   40M
15.1G 1972k  330M  161M| 31   1  67   1   0   0| 428k   39M
15.1G 1976k  343M  149M| 31   1  67   1   0   0|3688k   44M
15.1G 1980k  337M  165M| 31   1  68   0   0   0|  80k   26M
15.1G 1980k  349M  156M| 30   1  68   0   0   0|  64k   61M
15.1G 2000k  341M  154M|  9   1  84   6   0   0| 272k  167M
15.1G 2008k  341M  152M| 34   1  65   1   0   0| 372k   37M
15.1G 2008k  341M  152M| 37   0  62   0   0   0|  84k    0 
15.2G 1968k  214M  145M| 35   3  56   5   0   1| 108k   57M
15.2G 1972k  213M  176M| 38   0  62   0   0   0|  88k    0 
15.2G 1972k  217M  172M| 37   0  62   0   0   0|4844k    0 
15.2G 2516k  236M  150M| 22   0  77   1   0   0|  20M    0 
15.3G 2592k 90.3M  187M| 33   4  53   8   0   2|1784k  131M
15.3G 3024k  135M  131M| 26   2  47  24   0   1|2212k  144M
15.4G 2172k 79.2M  132M| 12   3  46  36   0   2|  10M  128M
15.4G 2032k 78.7M  132M|  9   3  51  37   0   1|  20M  102M
15.4G 2192k 43.2M  133M| 13   3  47  35   0   2|8568k  136M
15.4G 2248k 41.5M  132M|  5   3  65  26   0   1|  12M  109M
15.4G 2272k 35.9M  137M| 15   3  71   9   0   2|7256k  131M
15.4G 2288k 36.8M  134M|  5   2  79  13   0   1|9852k  102M
15.4G 2432k 61.5M  133M|  3   1  54  42   0   0|  11M   50M
15.4G 2240k 69.3M  135M|  1   1  58  39   0   1|  39M   99M
15.4G 2032k 64.1M  166M|  1   2  69  28   0   1|  32M   98M
15.4G 1992k  103M  135M|  1   1  66  31   0   0|  47M   64M
15.3G 1948k  119M  133M|  1   2  69  27   0   1|  48M   87M
15.3G 1536k 48.3M  207M|  3   3  76  18   0   1|  14M   51M
15.3G 1556k 58.1M  241M|  9   2  89   0   0   0|1400k 2216k
15.3G 1564k 68.3M  197M|  7   2  90   0   0   0|1496k   48M
15.3G 1568k 65.5M  253M|  4   3  93   0   0   0| 280k 6080k
15.3G 1580k 87.8M  160M| 13   3  84   0   0   0| 488k   14M
15.3G 1600k 81.9M  254M|  7   3  89   0   0   1|1052k   58M
15.2G 1600k 95.7M  255M|  8   3  88   0   0   0| 460k   39M
15.2G 1620k  102M  333M|  4   2  93   0   0   0| 104k  284k
15.2G 1760k  121M  304M|  4   1  93   3   0   0|5584k   55M
15.1G 1760k  302M  182M| 36   1  61   1   0   0| 183M    0 
15.1G 1760k  348M  199M| 43   0  56   0   0   0|  47M    0 
15.0G 1760k  350M  213M| 47   0  52   0   0   0|  96k    0 
15.0G 1768k  354M  205M| 36   0  63   0   0   0| 520k  192k
15.0G 1772k  358M  200M| 35   0  65   0   0   0| 628k    0 
15.0G 1912k  371M  187M| 31   0  68   0   0   0| 208k    0 
15.0G 1928k  403M  155M| 31   1  68   0   0   0| 164k   40M
15.0G 1928k  411M  150M| 31   1  67   1   0   0| 136k   44M
15.0G 1948k  408M  156M| 26   2  66   6   0   0|1020k   84M
15.0G 1952k  408M  149M| 24   1  70   5   0   0|2536k   25M
15.0G 1952k  408M  148M| 39   0  61   0   0   0| 344k    0 
15.0G 1952k  386M  174M| 38   0  62   0   0   0|1448k 4520k
15.1G 2252k  384M  150M| 25   1  73   1   0   0|  14M  336k
15.1G 2288k  379M  152M| 53   1  40   5   0   1|5800k  143M
15.1G 2300k  406M  140M| 35   2  49  13   0   1| 520k  163M
15.0G 2312k  396M  157M| 17   1  69  13   0   0|1452k  113M
15.0G 2316k  395M  156M| 42   0  57   0   0   0| 672k    0 
15.0G 2316k  396M  156M| 34   0  66   0   0   0| 116k    0 
15.0G 2324k  396M  155M| 32   0  68   0   0   0|  80k  500k
14.9G 2348k  402M  250M| 35   1  64   0   0   0|5804k    0 
15.0G 2356k  410M  229M| 40   0  59   0   0   0|1072k    0 
14.7G 2356k  410M  510M| 34   0  64   0   0   1|2864k    0 
14.7G 2372k  411M  459M| 42   1  56   0   0   0|5088k    0 
14.8G 2384k  411M  436M| 37   0  62   1   0   0|5096k  612k
14.8G 2396k  411M  428M| 32   0  68   0   0   0| 728k    0 
14.8G 2400k  412M  372M| 47   1  51   0   0   0|2092k    0 
14.8G 2404k  413M  362M| 33   0  66   0   0   0|1852k    0 
14.9G 2416k  414M  276M| 50   1  48   1   0   0|  19M    0 
14.9G 2424k  414M  258M| 35   0  64   1   0   0|5636k  596k
15.0G 2568k  417M  180M| 17   1  78   4   0   1|  32M 8192B
15.2G 2884k  282M  157M| 51   4  32  12   0   2| 110M   23M
15.2G 3148k  256M  156M| 83   3   7   6   0   1|  43M  133M
15.2G 3120k  226M  171M| 11   1  73  14   0   1|  20M   75M
8113M 3884k  231M 7614M|  4   4  89   2   0   1|  42M  712k
[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
1155M 5020k 37.6M 14.4G| 12   0  87   0   0   0|  26M 8947k
1053M 6708k 69.4M 14.5G| 64   2  25   8   0   1|  66M    0 
 725M 7396k 99.4M 14.8G| 21   1  76   1   0   0|  35M    0 
 679M 8100k  103M 14.8G| 11   1  88   0   0   0|3880k   40k
 742M 8536k  106M 14.8G| 13   1  85   0   0   0|5128k    0 
 762M 8844k  109M 14.7G|  7   1  90   2   0   0|  13M  428k
 821M 8844k  110M 14.7G|  6   1  89   3   0   0|  21M 8192B
 857M 9520k  115M 14.6G|  0   1  94   5   0   1|  42M    0 
 889M 9540k  116M 14.6G|  0   1  95   4   0   0|  36M  136k
 965M 9856k  117M 14.5G|  6   1  91   2   0   0|  13M    0 
1043M 9868k  118M 14.4G| 15   1  84   0   0   0|1428k  244k
1117M 9868k  122M 14.4G| 14   1  83   1   0   1|  16M    0 
1196M 9872k  125M 14.3G| 30   1  69   0   0   0|4916k   16k
1217M 9872k  126M 14.3G| 16   0  84   0   0   0|1264k   24k
1235M 9880k  126M 14.2G|  3   0  94   2   0   0|  11M   88k
1481M 9.87M  127M 14.0G| 25   3  69   2   0   1|  53M    0 
1926M 9.91M  127M 13.6G| 72   4  25   0   0   0| 232k 3260k
2154M 9.91M  128M 13.3G| 82   3  15   0   0   0|1708k    0 
2780M 9.93M  250M 12.6G| 57   3  39   1   0   0| 250M    0 
2785M 9.93M  320M 12.5G| 69   1  29   0   0   0| 142M    0 
2787M 9.93M  327M 12.5G| 50   0  49   0   0   0|  15M    0 
2792M 9.94M  327M 12.5G| 38   0  61   0   0   0|6040k  388k
2825M 9.94M  328M 12.5G| 54   0  45   0   0   0| 104k    0 
2830M 9.94M  386M 12.4G| 54   1  44   0   0   0| 117M    0 
2832M 9.94M  443M 12.4G| 65   1  34   0   0   0| 116M    0 
2825M 9.94M  444M 12.4G| 39   0  60   0   0   0|2424k    0 
2825M 9.96M  444M 12.4G| 40   0  59   0   0   0| 100k 2104k
2849M 9.96M  445M 12.4G| 46   1  53   0   0   0|1996k    0 
2850M 9.96M  527M 12.3G| 46   1  53   0   0   0| 163M    0 
2851M 9.96M  564M 12.2G| 62   1  37   0   0   0|  74M    0 
2848M 9.96M  564M 12.2G| 40   1  59   0   0   0|1676k    0 
2849M 9.97M  564M 12.2G| 38   0  62   0   0   0| 112k 1220k
2849M 9.97M  588M 12.2G| 42   0  57   0   0   0|  46M    0 
2852M 9.98M  665M 12.1G| 56   1  43   0   0   0| 157M    0 
2853M 9.98M  685M 12.1G| 51   1  48   0   0   0|  39M    0 
2850M 9.98M  685M 12.1G| 38   0  62   0   0   0|  88k    0 
2851M 10.0M  685M 12.1G| 39   0  60   0   0   0|  84k  156k
2853M 10.0M  733M 12.1G| 42   1  57   0   0   0|  96M    0 
2855M 10.0M  800M 12.0G| 60   1  38   0   0   0| 134M    0 
2855M 10.0M  804M 12.0G| 47   0  53   0   0   0|8336k  928k
2856M 10.0M  804M 12.0G| 38   0  61   0   0   0| 420k    0 
2856M 10.0M  811M 12.0G| 38   0  61   0   0   0|  14M 2156k
2858M 10.0M  886M 11.9G| 47   1  52   0   0   0| 151M    0 
2860M 10.0M  905M 11.9G| 58   1  42   0   0   0|  38M    0 
2860M 10.0M  905M 11.9G| 39   0  61   0   0   0| 108k  296k
2860M 10.0M  905M 11.9G| 38   0  61   0   0   0|  72k    0 
2859M 10.0M  909M 11.9G| 39   0  60   0   0   0|7664k  128k
2869M 10.0M  912M 11.9G| 41   1  56   1   0   0|  17M    0 
2137M 10.1M  910M 12.6G| 50   2  48   0   0   1|2864k   16k
1716M 10.1M  910M 13.0G| 51   4  45   0   0   0|2572k   80k
2037M 10.2M  910M 12.7G| 72   3  25   0   0   0| 256k    0 
2685M 10.2M  970M 12.0G| 72   4  23   0   0   0| 121M  368k
2806M 10.2M 1062M 11.8G| 52   2  45   0   0   1| 187M 2568k
2811M 10.2M 1106M 11.8G| 74   1  25   0   0   0|  88M    0 
2812M 10.2M 1110M 11.7G| 44   0  55   0   0   0|8444k   24k
2812M 10.2M 1110M 11.7G| 39   0  61   0   0   0| 112k    0 
2838M 10.2M 1117M 11.7G| 56   1  43   0   0   0|  13M  220k
2848M 10.2M 1191M 11.6G| 54   1  44   0   0   1| 148M    0 
2849M 10.2M 1223M 11.6G| 60   0  39   0   0   0|  66M    0 
2846M 10.2M 1226M 11.6G| 42   0  57   0   0   0|6124k    0 
2849M 10.2M 1226M 11.6G| 42   0  57   0   0   0| 212k    0 
2864M 10.2M 1254M 11.6G| 44   0  55   0   0   0|  56M   68k
2868M 10.2M 1324M 11.5G| 60   1  38   0   0   0| 141M 1724k
2868M 10.2M 1346M 11.5G| 54   1  45   0   0   0|  43M    0 
2863M 10.5M 1347M 11.5G| 39   0  60   0   0   0|2180k    0 
2865M 10.5M 1347M 11.5G| 43   0  57   0   0   0|  44k    0 
2867M 10.5M 1395M 11.4G| 43   1  56   0   0   0|  97M  144k
2869M 10.5M 1454M 11.4G| 60   1  39   0   0   0| 117M    0 
2870M 10.5M 1466M 11.3G| 45   0  54   0   0   0|  25M    0 
2868M 10.5M 1466M 11.3G| 39   0  60   0   0   0|  44k    0 
2868M 10.5M 1472M 11.3G| 38   0  61   0   0   0|  12M    0 
2867M 10.5M 1537M 11.3G| 47   1  53   0   0   0| 130M   68k
2867M 10.5M 1582M 11.2G| 64   1  35   0   0   0|  90M 1764k
2869M 10.5M 1587M 11.2G| 42   0  57   0   0   0|  10M    0 
2869M 10.5M 1587M 11.2G| 38   0  61   0   0   0|  52k   72k
2871M 10.5M 1610M 11.2G| 40   1  58   0   0   0|  46M    0 
2873M 10.5M 1671M 11.1G| 53   1  46   0   0   0| 123M  144k
2873M 10.5M 1688M 11.1G| 53   0  47   0   0   0|  33M 1024k
2872M 10.5M 1688M 11.1G| 40   1  59   0   0   0|  36k    0 
2872M 10.5M 1688M 11.1G| 38   0  62   0   0   0|  56k    0 
2872M 10.5M 1690M 11.1G| 38   0  61   0   0   0|4756k  128k
2879M 10.5M 1695M 11.1G| 43   1  56   0   0   0|9444k  112k
2535M 10.6M 1693M 11.4G| 52   3  44   0   0   0| 888k 1288k
1816M 10.6M 1692M 12.2G| 58   4  37   0   0   0| 624k    0 
2264M 10.6M 1717M 11.7G| 70   4  26   0   0   0|  51M    0 
2703M 10.6M 1783M 11.2G| 68   3  29   0   0   0| 134M   40k
2729M 10.6M 1842M 11.1G| 60   1  39   0   0   1| 118M  604k
2732M 10.6M 1858M 11.1G| 57   1  42   0   0   0|  32M    0 
2730M 10.6M 1858M 11.1G| 32   0  68   0   0   0|  60k    0 
2741M 10.6M 1858M 11.1G| 39   0  61   0   0   0|  48k    0 
2758M 10.6M 1890M 11.0G| 47   1  52   0   0   0|  64M    0 
2758M 10.6M 1946M 11.0G| 47   1  52   0   0   0| 111M   96k
2755M 10.6M 1956M 11.0G| 46   0  53   0   0   0|  20M    0 
2751M 10.6M 1956M 11.0G| 33   0  66   0   0   0|  88k 2192k
2759M 10.6M 1965M 11.0G| 37   1  62   0   0   0|  17M    0 
2763M 10.6M 2004M 10.9G| 41   1  58   0   0   0|  78M    0 
2763M 10.6M 2048M 10.9G| 46   1  52   0   0   0|  89M  172k
2766M 12.1M 2055M 10.9G| 41   0  57   0   0   1|  18M    0 
2763M 12.1M 2055M 10.9G| 32   0  68   0   0   0|  56k    0 
2767M 12.1M 2072M 10.9G| 36   0  64   0   0   0|  33M    0 
2768M 12.1M 2121M 10.8G| 43   1  55   0   0   1|  98M    0 
2769M 12.1M 2153M 10.8G| 45   0  54   0   0   0|  65M   76k
2768M 12.1M 2156M 10.8G| 34   0  65   0   0   0|4936k    0 
2765M 12.1M 2156M 10.8G| 33   1  66   0   0   0| 184k 1544k
2766M 12.1M 2182M 10.7G| 32   0  67   0   0   0|  54M    0 
2769M 12.1M 2234M 10.7G| 46   0  54   0   0   0| 103M    0 
2768M 12.1M 2254M 10.7G| 48   1  51   0   0   0|  40M  148k
2768M 12.1M 2256M 10.7G| 33   0  67   0   0   0|4168k    0 
2768M 12.1M 2258M 10.7G| 32   0  67   0   0   0|3648k  972k
2769M 12.1M 2296M 10.6G| 38   1  61   0   0   0|  77M    0 
2770M 12.1M 2335M 10.6G| 44   0  55   0   0   0|  77M    0 
2771M 12.1M 2340M 10.6G| 41   0  58   0   0   1|  11M    0 
2771M 12.1M 2340M 10.6G| 33   0  67   0   0   0| 100k  208k
2771M 12.1M 2341M 10.6G| 32   0  68   0   0   0| 128k    0 
2772M 12.1M 2341M 10.6G| 32   0  67   0   0   0| 952k    0 
2805M 12.1M 2346M 10.5G| 41   1  57   0   0   0|  14M    0 
2220M 12.2M 2345M 11.1G| 43   3  54   0   0   0|2180k  312k
2017M 12.2M 2345M 11.3G| 55   4  41   0   0   0|2184k  572k
2501M 12.2M 2378M 10.8G| 69   4  27   0   0   0|  67M 1340k
2748M 12.2M 2451M 10.5G| 50   2  47   0   0   0| 146M    0 
2751M 12.6M 2501M 10.4G| 59   1  40   0   0   0| 101M    0 
2754M 12.6M 2510M 10.4G| 49   0  50   0   0   0|  19M    0 
2755M 12.6M 2510M 10.4G| 32   0  67   0   0   0| 304k  392k
2773M 12.6M 2513M 10.4G| 43   0  57   0   0   0|4168k    0 
2786M 12.6M 2558M 10.4G| 47   1  52   0   0   1|  92M    0 
2790M 12.6M 2599M 10.3G| 50   1  49   0   0   0|  82M    0 
2789M 12.6M 2607M 10.3G| 39   0  60   0   0   1|  15M    0 
2784M 12.6M 2607M 10.3G| 33   0  66   0   0   0|  68k   68k
2798M 12.6M 2618M 10.3G| 38   1  61   0   0   1|  21M 1748k
2800M 12.6M 2668M 10.2G| 41   0  58   0   0   0| 101M    0 
2800M 12.6M 2702M 10.2G| 46   0  53   0   0   0|  68M    0 
2799M 12.6M 2706M 10.2G| 37   1  62   0   0   0|7200k    0 
2798M 12.6M 2706M 10.2G| 32   0  68   0   0   0|  40k  136k
2800M 12.6M 2733M 10.2G| 36   1  64   0   0   0|  54M    0 
2801M 12.6M 2783M 10.1G| 47   1  52   0   0   0|  99M 1016k
2801M 12.6M 2805M 10.1G| 42   0  57   0   0   1|  45M    0 
2802M 12.6M 2806M 10.1G| 34   0  66   0   0   0|1332k    0 
2809M 12.6M 2806M 10.1G| 34   0  66   0   0   0|  36k  100k
2821M 12.6M 2844M 10.0G| 33   0  66   0   0   0|  75M    0 
2810M 12.6M 2890M 10.0G| 51   1  48   0   0   0|  93M  964k
2810M 12.6M 2905M 9.99G| 43   0  57   0   0   0|  30M    0 
2811M 12.6M 2905M 9.99G| 32   0  68   0   0   0|  28k    0 
2808M 12.6M 2909M 9.99G| 33   0  67   0   0   0|6456k  108k
2810M 12.6M 2954M 9.95G| 37   1  62   0   0   0|  90M    0 
2810M 12.6M 2989M 9.91G| 47   0  53   0   0   0|  70M    0 
2810M 12.6M 2990M 9.91G| 39   0  61   0   0   0|1588k    0 
2810M 12.6M 2990M 9.91G| 32   0  67   0   0   0|  48k    0 
2810M 12.6M 2993M 9.91G| 33   0  67   0   0   0|6888k   68k
2811M 12.6M 2997M 9.90G| 32   0  67   0   0   0|6900k   88k
2570M 12.7M 2999M 10.1G| 39   1  60   0   0   1|7332k 1636k
1727M 12.7M 2997M 11.0G| 33   3  62   1   0   1|5924k  416k
2022M 12.7M 2997M 10.7G| 54   3  43   0   0   0| 160k    0 
2516M 12.7M 3029M 10.2G| 68   3  29   0   0   0|  62M  424k
2772M 12.7M 3101M 9.84G| 54   2  44   0   0   0| 146M   40k
2776M 12.7M 3149M 9.79G| 58   1  40   0   0   0|  95M 1652k
2778M 12.7M 3161M 9.77G| 46   0  54   0   0   0|  24M    0 
2777M 12.7M 3161M 9.78G| 32   0  67   0   0   0|  32k    0 
2791M 12.7M 3166M 9991M| 42   0  57   0   0   0|  10M  240k
2800M 12.7M 3210M 9939M| 53   1  46   0   0   0|  86M    0 
2801M 12.7M 3252M 9896M| 49   1  50   0   0   1|  84M    0 
2797M 12.7M 3259M 9893M| 39   0  61   0   0   0|  15M    0 
2791M 12.7M 3260M 9898M| 33   0  67   0   0   0|1832k    0 
2803M 12.7M 3274M 9872M| 38   1  61   0   0   0|  28M   76k
2805M 12.7M 3322M 9822M| 44   1  54   0   0   0|  95M    0 
2805M 12.7M 3354M 9790M| 44   1  55   0   0   0|  64M 1548k
2805M 12.7M 3358M 9785M| 38   0  62   0   0   0|9560k    0 
2805M 12.7M 3359M 9785M| 32   0  68   0   0   0|  56k    0 
2806M 12.8M 3388M 9755M| 33   1  66   0   0   0|  59M  128k
2807M 12.8M 3434M 9708M| 47   1  52   0   0   0|  92M    0 
2806M 12.8M 3457M 9686M| 39   1  60   0   0   0|  46M    0 
2805M 12.8M 3460M 9684M| 36   0  63   0   0   0|5432k    0 
2805M 12.8M 3463M 9680M| 32   0  67   0   0   0|6940k    0 
2805M 12.8M 3507M 9637M| 34   1  64   0   0   1|  88M   72k
