[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
14.7G 3376k  760M  149M| 98   1   1   0   0   0|  76k   79M
14.7G 3384k  750M  159M| 88   1  11   0   0   0|  14M  408k
14.7G 3388k  750M  160M| 78   1  21   0   0   0|1128k   77M
14.7G 3392k  743M  166M| 78   1  21   0   0   0| 188k  136k
14.7G 3396k  755M  152M| 74   1  25   0   0   0| 100k   77M
14.7G 3396k  749M  158M| 77   1  22   0   0   0| 388k   60k
14.7G 3404k  756M  151M| 76   1  23   0   0   0| 100k  192k
14.7G 3404k  756M  150M| 76   0  24   0   0   0|  12k    0 
14.7G 3404k  756M  150M| 73   0  26   0   0   0|  56k    0 
14.7G 3404k  756M  150M| 79   0  20   0   0   0|  36k    0 
14.7G 3404k  756M  150M| 71   0  29   0   0   0|  96k    0 
14.7G 3412k  756M  150M| 76   0  24   0   0   0|  48k   52k
14.7G 3412k  756M  150M| 64   0  36   0   0   0|  52k    0 
14.7G 3412k  756M  150M| 63   0  37   0   0   0|  36k    0 
14.7G 3672k 63.2M  850M| 47   1  52   0   0   0|1956k    0 
14.7G 3980k  121M  777M| 57   2  37   3   0   1|  26M  159M
[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
1357M 4232k 77.0M 14.2G| 11   0  88   0   0   0|  22M 8278k
1448M 6732k 92.0M 14.1G| 11   1  87   1   0   0|  17M    0 
1369M 7364k  102M 14.1G|  8   1  90   1   0   0|  16M   40k
1464M 7704k  110M 14.0G|  9   2  88   1   0   0|9988k   32k
1584M 8040k  121M 13.9G| 15   1  83   1   0   0|  12M    0 
1935M 8624k  130M 13.6G| 30   2  68   0   0   0|9556k  260k
2309M 8760k  139M 13.2G| 37   3  59   1   0   0|  10M 8192B
3041M 8912k  140M 12.5G| 41   3  56   0   0   0| 704k  104k
3803M 9116k  245M 11.6G| 46   4  49   1   0   0| 213M  256k
6330M 9116k  482M 9141M| 84   9   6   0   0   0| 477M    0 
6353M 9124k  740M 8859M| 88   3   8   0   0   1| 523M  200k
6837M 9124k 1010M 8106M| 87   4   9   0   0   0| 541M    0 
6861M 9124k 1283M 7809M| 87   3  10   0   0   0| 547M    0 
6902M 9124k 1548M 7502M| 88   3   7   1   0   1| 546M    0 
6933M 9124k 1811M 7209M| 87   3  10   0   0   0| 527M    0 
6985M 9212k 2007M 6961M| 93   3   3   0   0   0| 392M    0 
7018M 9312k 2287M 6648M| 89   3   8   0   0   0| 563M 3060k
7056M 9312k 2563M 6334M| 88   3   9   0   0   0| 555M    0 
7092M 9312k 2834M 6027M| 87   2  10   0   0   0| 541M    0 
7105M 9312k 3106M 5742M| 87   3  10   0   0   0| 544M    0 
7099M 9312k 3373M 5481M| 86   3  11   0   0   0| 536M    0 
7105M 9324k 3615M 5232M| 88   2   9   0   0   0| 486M  268k
7123M 9400k 3872M 4958M| 90   3   7   0   0   0| 510M    0 
7135M 9408k 4148M 4670M| 78   2  19   0   0   1| 551M    0 
7139M 9408k 4414M 4399M| 76   2  22   0   0   0| 533M    0 
7131M 9408k 4672M 4150M| 76   2  21   0   0   0| 517M    0 
7144M 9424k 4937M 3871M| 75   2  23   0   0   0| 529M 2460k
7153M 9436k 5157M 3642M| 77   2  21   0   0   0| 440M    0 
7327M 9588k 5186M 3439M| 65   2  32   0   0   1|  57M  112k
7466M 9608k 5186M 3300M| 57   3  38   1   0   1|  24M 1192k
1816M 9976k 5182M 8954M| 18   3  78   0   0   0|2700k  316k
1824M 4312k 85.7M 13.7G|  5   4  90   1   0   0|  17M 2344k
1910M 5188k 97.4M 13.6G| 11   1  87   1   0   0|  12M    0 
1840M 6188k  105M 13.7G|  8   1  90   1   0   0|9984k   72k
1936M 6488k  116M 13.6G| 12   1  87   1   0   0|  11M    0 
2082M 6624k  126M 13.4G| 17   1  81   0   0   0|  10M    0 
2636M 7400k  135M 12.9G| 40   3  56   0   0   0|9852k  244k
3082M 7404k  139M 12.4G| 33   3  64   0   0   0|4828k 8192B
4066M 7560k  141M 11.5G| 48   4  47   0   0   0| 720k  712k
6464M 7596k 1090M 8400M| 56  15  26   1   0   1|1086M  192k
6790M 7612k 2513M 6651M| 82  14   2   1   0   2|1368M  371M
7030M 7688k 3854M 5070M| 70  14   6   8   0   1|1358M 1035M
7369M 7704k 5679M 2905M| 73  18   3   4   0   2|1887M  768M
7431M 7732k 6967M 1556M| 50  11  12  26   0   1|1319M 1299M
7518M 7820k 8059M  378M| 45   6  15  34   0   1|1123M 1210M
7643M 7720k 8164M  147M| 45  11  12  32   0   1|1263M 1217M
7638M 7760k 8154M  162M| 33   6  31  30   0   1| 691M 1831M
7644M 7800k 8155M  155M|  3   2  90   5   0   0|3204k 1780M
2127M  628k 5301M 8533M|  3   5  91   1   0   0|1312k  436M
2046M 4352k 79.9M 13.5G|  1   5  93   1   0   0|  13M  260k
2144M 5056k 92.3M 13.4G| 11   1  87   1   0   0|  13M    0 
2063M 5644k  102M 13.5G|  8   1  91   1   0   0|  10M   72k
2156M 6076k  112M 13.4G| 12   1  87   1   0   0|  10M    0 
2295M 6648k  123M 13.2G| 14   1  84   1   0   0|  11M    0 
2716M 7276k  131M 12.8G| 35   2  62   0   0   0|9256k  256k
3147M 7288k  137M 12.4G| 37   3  60   0   0   0|5804k    0 
3728M 7296k  138M 11.8G| 33   3  64   0   0   0| 664k   52k
4440M 7324k  173M 11.1G| 25   3  72   0   0   1|  69M  184k
5356M 7324k  194M 10.2G| 22   2  75   0   0   1|  44M    0 
5694M 7352k  213M 9.81G| 31   1  67   0   0   1|  36M 1400k
5978M 7624k  227M 9748M| 33   1  66   0   0   0|  30M    0 
6213M 7624k  246M 9496M| 45   1  54   0   0   0|  36M    0 
6469M 7624k  264M 9221M| 45   1  54   0   0   0|  37M    0 
6676M 7624k  282M 8996M| 43   1  56   0   0   0|  36M    0 
6995M 7624k  293M 8667M| 53   1  45   0   0   0|  22M    0 
7186M 7632k  299M 8469M| 24   1  76   0   0   0|  13M  140k
7397M 7632k  312M 8245M| 44   1  55   0   0   0|  25M    0 
7520M 7632k  326M 8108M| 39   1  59   0   0   1|  28M    0 
7646M 7632k  341M 7967M| 39   0  60   0   0   0|  31M    0 
7761M 7632k  354M 7839M| 41   0  59   0   0   0|  24M    0 
7896M 7644k  366M 7691M| 42   1  57   0   0   0|  26M   56k
8044M 7644k  379M 7531M| 44   0  56   0   0   0|  24M    0 
8181M 7644k  379M 7395M| 39   1  60   0   0   0|  28k    0 
8181M 7644k  384M 7389M| 19   0  81   0   0   0|  12M    0 
8415M 7644k  399M 7140M| 43   1  56   0   0   0|  29M    0 
8693M 7652k  411M 6850M| 45   1  53   0   0   0|  24M   32k
8828M 7652k  419M 6707M| 56   0  44   0   0   0|  16M    0 
8904M 7652k  432M 6618M| 38   1  61   0   0   0|  28M    0 
8996M 7652k  447M 6511M| 41   0  58   0   0   0|  29M    0 
9149M 7652k  448M 6357M| 59   0  40   0   0   0|3084k    0 
9271M 7660k  448M 6234M| 51   1  48   0   0   0|  48k   32k
9312M 7664k  448M 6194M| 29   0  71   0   0   0|  52k    0 
9313M 7664k  449M 6192M| 22   0  78   0   0   0|  16k    0 
9312M 7664k  457M 6185M| 21   0  79   0   0   0|8192B    0 
9312M 7664k  466M 6176M| 19   0  81   0   0   0|  24k    0 
9312M 7688k  474M 6168M| 19   0  81   0   0   0|  28k   23M
9313M 7688k  482M 6159M| 19   0  81   0   0   0|  16k    0 
9313M 7688k  491M 6150M| 19   0  81   0   0   0|  28k  112k
9313M 7688k  499M 6142M| 19   0  81   0   0   0|8192B    0 
9315M 7688k  499M 6139M| 13   0  86   0   0   0|  16k    0 
9316M 7696k  500M 6139M| 13   0  87   0   0   0|  48k   72k
9316M 7696k  500M 6138M| 13   0  87   0   0   0|  12k    0 
9316M 7696k  500M 6138M| 13   0  87   0   0   0|4096B    0 
9316M 7696k  500M 6138M| 13   0  87   0   0   0|  24k    0 
9316M 7696k  500M 6138M| 13   0  87   0   0   0|  12k    0 
9316M 7704k  500M 6138M| 13   0  87   0   0   0|  12k   32k
9316M 7704k  500M 6138M| 13   0  87   0   0   0|  24k    0 
9316M 7704k  500M 6138M| 13   0  87   0   0   0|  20k    0 
9316M 7704k  500M 6138M| 13   0  87   0   0   0|  12k    0 
9316M 7704k  500M 6138M| 13   0  87   0   0   0|  32k    0 
9316M 7712k  500M 6138M| 13   0  87   0   0   0|  12k   28k
9317M 7712k  500M 6138M| 13   0  87   0   0   0|  12k    0 
9317M 7712k  500M 6138M| 13   0  87   0   0   0|  20k    0 
9317M 7712k  500M 6138M| 13   0  87   0   0   0|8192B    0 
9317M 7712k  500M 6137M| 13   0  87   0   0   0|  96k    0 
9317M 7720k  500M 6137M| 13   0  87   0   0   0|  28k   32k
9317M 7728k  500M 6137M| 13   0  87   0   0   0|  20k   29M
9317M 7728k  500M 6137M| 13   0  87   0   0   0|  16k    0 
9317M 7728k  500M 6137M| 13   0  87   0   0   0|  36k    0 
9317M 7728k  500M 6137M| 13   0  87   0   0   0|  16k    0 
9318M 7732k  513M 6123M| 14   0  86   0   0   0|8192B  140k
9319M 7736k  530M 6105M| 13   0  87   0   0   0|  32k 4096B
9575M 7736k  532M 5847M| 71   2  27   0   0   0|  12k    0 
9576M 7736k  532M 5846M| 79   0  20   0   0   0| 228k    0 
9577M 7736k  532M 5845M| 79   1  20   0   0   0|  32k    0 
9578M 7736k  532M 5844M| 79   0  20   0   0   0|  12k    0 
9579M 7744k  532M 5843M| 79   0  20   0   0   0| 132k   40k
9580M 7744k  532M 5842M| 79   1  20   0   0   0|  28k    0 
9580M 7744k  532M 5841M| 79   1  20   0   0   0|  16k    0 
9581M 7744k  532M 5841M| 79   0  20   0   0   0|  32k    0 
9582M 7744k  532M 5840M| 78   0  22   0   0   0|  28k    0 
9586M 7752k  532M 5836M| 81   0  18   0   0   0|8192B   32k
9589M 7752k  532M 5833M| 50   0  50   0   0   0|  16k    0 
9589M 7752k  532M 5833M|  6   0  94   0   0   0|  24k    0 
9589M 7752k  532M 5833M|  6   0  94   0   0   0|  16k    0 
9589M 7752k  532M 5833M|  6   0  94   0   0   0|  12k    0 
9589M 7760k  532M 5833M|  6   0  94   0   0   0|  28k   28k
9589M 7760k  532M 5833M|  6   0  94   0   0   0|8192B    0 
9589M 7760k  532M 5833M|  6   0  94   0   0   0|  12k    0 
9610M 7760k  536M 5808M|  8   0  92   0   0   0|  28k    0 
9611M 7760k  553M 5790M| 12   0  87   0   0   0|  16k    0 
9612M 7772k  569M 5773M| 12   0  87   0   0   0|8192B   65M
9612M 7772k  586M 5755M| 12   0  87   0   0   0|  32k    0 
9613M 7772k  603M 5738M| 12   0  87   0   0   0|  12k    0 
9613M 7772k  620M 5721M| 13   0  87   0   0   0|  12k    0 
9614M 7772k  637M 5703M| 13   0  87   0   0   0|  24k    0 
9614M 7780k  654M 5686M| 12   0  87   0   0   0|  16k  100k
9615M 7780k  670M 5669M| 13   0  87   0   0   0|  12k    0 
9615M 7780k  687M 5652M| 12   1  87   0   0   0|  32k    0 
9616M 7780k  704M 5634M| 12   0  87   0   0   0|  12k    0 
9616M 7780k  721M 5617M| 12   0  87   0   0   0| 112k    0 
9617M 7788k  738M 5600M| 12   0  87   0   0   0|  28k   32k
9618M 7788k  755M 5582M| 12   0  87   0   0   0|  12k    0 
9844M 7940k  760M 5350M| 21   1  78   0   0   0| 136k   52k
9.99G 7940k  760M 4968M| 33   4  63   0   0   0|  36k    0 
10.2G 7940k  760M 4745M| 23   2  75   0   0   0|  28k    0 
10.5G 7948k  760M 4458M| 18   1  81   0   0   0|  44k  180k
10.9G 7948k  760M 4080M| 21   3  76   0   0   0|  24k    0 
11.1G 7948k  760M 3847M| 19   1  80   0   0   0|8192B    0 
11.7G 7948k  760M 3234M| 40   1  59   0   0   0|  20k    0 
11.7G 8312k  760M 3213M| 19   0  80   0   0   0| 412k    0 
11.7G 8324k  760M 3213M| 40   0  60   0   0   0|  16k   84k
11.7G 8332k  760M 3188M| 26   0  73   1   0   0|  20k   97M
11.8G 8332k  760M 3095M| 22   1  77   0   0   0|  16k    0 
12.4G 8332k  760M 2501M| 53   3  44   0   0   0|  12k    0 
12.4G 8332k  760M 2501M| 19   0  81   0   0   0|8192B    0 
12.4G 8340k  760M 2501M| 19   0  81   0   0   0|  28k  180k
12.5G 8352k  760M 2373M| 36   0  63   1   0   0|  20k   99M
13.0G 8352k  760M 1877M| 67   1  32   0   0   0|  16k    0 
13.0G 8364k  760M 1876M| 19   0  81   0   0   0|  28k    0 
13.0G 8364k  771M 1865M| 19   0  81   0   0   0|  16k    0 
13.0G 8384k  786M 1892M| 21   0  78   0   0   0|  12k  144k
13.0G 8384k  807M 1870M| 19   0  81   0   0   0|  28k    0 
13.1G 8396k  829M 1691M| 43   1  56   0   0   0|8192B    0 
13.4G 8396k  845M 1436M| 68   1  31   0   0   0| 120k    0 
13.4G 8396k  877M 1403M| 18   0  81   0   0   0|  28k    0 
13.4G 8404k  909M 1370M| 19   0  81   0   0   0|8192B   92k
13.4G 8404k  941M 1338M| 18   0  81   0   0   0|  12k    0 
13.4G 8416k  996M 1280M| 18   1  80   0   0   1|  36k   22M
13.4G 8416k  989M 1287M| 29   1  70   0   0   0|  20k   86M
13.4G 8416k 1010M 1266M| 12   0  87   0   0   0|8192B    0 
13.4G 8428k 1025M 1248M|  9   1  85   5   0   0|  32k  103M
13.4G 8432k 1035M 1238M|  6   0  92   2   0   0|  20k   49M
13.6G 8460k 1041M 1012M| 33   2  65   0   0   0|  24k   46M
13.8G 8460k 1041M  763M| 52   2  47   0   0   0|  24k    0 
13.8G 8460k 1041M  743M| 39   0  61   0   0   0|  12k    0 
13.8G 8468k 1041M  743M| 27   0  73   0   0   0|  28k  160k
13.9G 8468k 1041M  728M| 19   0  80   0   0   0|  20k    0 
14.1G 8472k 1041M  469M| 46   1  52   0   0   0|  16k   82M
14.1G 8472k 1041M  467M| 34   0  65   0   0   0|  16k   14M
14.1G 8472k 1041M  467M| 19   0  81   0   0   0|  20k    0 
14.1G 8472k 1041M  497M| 35   0  64   0   0   0|  12k    0 
14.2G 8480k 1041M  407M| 31   0  68   0   0   0|  12k  144k
14.2G 8492k 1041M  406M| 19   0  81   0   0   0|  28k   47M
14.0G 8492k 1041M  550M| 43   0  57   0   0   0|8192B   44M
13.9G 8492k 1041M  643M| 14   0  86   0   0   0|  16k    0 
14.4G 8516k 1042M  203M| 42   2  56   0   0   0| 480k 8192B
14.4G 8528k 1042M  202M| 39   0  61   0   0   0|  12k  148k
14.5G 8428k  935M  164M| 52   1  47   0   0   0|  12k 1404k
14.7G 8432k  714M  180M| 54   1  44   0   0   0|  48k 3588k
14.7G 8440k  714M  179M| 40   0  60   0   0   0|  12k    0 
14.7G 8440k  714M  179M| 27   0  73   0   0   0|8192B    0 
14.7G 8456k  714M  179M| 19   0  81   0   0   0|  20k  160k
14.7G 8456k  714M  178M| 19   0  81   0   0   0|  12k    0 
14.9G 8456k  538M  160M| 37   1  62   0   0   0|8192B 4816k
14.9G 8456k  538M  157M| 24   0  75   0   0   0|  32k    0 
14.9G 8456k  538M  157M| 20   0  79   0   0   0|  20k    0 
14.9G 8464k  538M  157M| 19   0  81   0   0   0|8192B   36k
14.9G 8464k  538M  157M| 19   0  81   0   0   0|  20k    0 
14.9G 8464k  541M  154M| 22   0  78   0   0   0|  32k    0 
14.9G 8464k  541M  154M| 19   0  81   0   0   0|8192B   76k
14.9G 8464k  543M  153M| 19   0  81   0   0   0|  28k  112k
14.9G 8472k  543M  153M| 19   1  81   0   0   0|  16k  432k
14.9G 8472k  531M  153M| 34   1  65   0   0   0|8192B   55M
14.9G 8472k  530M  154M| 20   0  79   0   0   0|  40k  292k
14.9G 8472k  518M  167M| 12   0  87   0   0   0|8192B  692k
15.1G 7188k  361M  150M| 24   2  74   0   0   0|  40M 3300k
15.2G 2940k  245M  148M| 28   1  70   1   0   0|  22M   34M
15.3G 2160k  189M  150M| 24   1  75   0   0   0|  18M  520k
15.3G 1916k  171M  151M| 40   1  59   0   0   0|  16M 4028k
15.4G 1168k 27.4M  139M| 30   3  62   4   0   1|  41M   68M
15.4G 1084k 31.2M  163M| 19   0  80   0   0   1|  10M   23M
15.4G 1104k 17.9M  138M| 36   3  36  23   0   2|2600k  122M
15.4G 1472k 14.1M  200M| 85   1  12   1   0   1|1276k   60M
15.4G 1472k 14.5M  200M| 81   0  19   0   0   0| 540k    0 
15.4G 1472k 14.9M  199M| 27   0  73   0   0   0| 476k    0 
15.4G 1472k 14.9M  199M| 13   0  87   0   0   0| 144k    0 
15.4G 1484k 36.1M  185M| 23   0  76   0   0   0|  21M   36k
15.4G 1484k 48.9M  171M| 35   0  64   0   0   0|  13M    0 
15.4G 1492k 58.7M  161M| 19   0  80   0   0   0|9920k    0 
15.4G 1492k 62.7M  157M| 53   0  46   0   0   0|3736k    0 
15.4G 1492k 62.7M  157M| 19   0  81   0   0   0|  84k    0 
15.3G 1500k 62.7M  245M| 31   0  69   0   0   0|  68k   68k
15.3G 1500k 87.2M  201M| 29   0  70   0   0   0|  24M    0 
15.3G 1504k 93.0M  189M| 36   0  62   1   0   0|  12M    0 
15.3G 1508k 93.2M  188M| 21   0  79   0   0   0|  68k    0 
15.3G 1508k 93.2M  186M| 50   0  50   0   0   0| 132k    0 
15.3G 1512k 94.4M  185M| 19   0  81   0   0   0|1316k    0 
15.3G 1520k 94.4M  183M| 19   0  81   0   0   0|1452k   76k
15.3G 1520k 98.0M  179M| 33   0  66   0   0   0|  80k    0 
15.3G 1424k  121M  166M| 20   0  79   0   0   0|1144k   47M
15.3G 1268k  123M  150M| 34   1  64   0   0   0|1768k   51M
15.3G 1260k  134M  166M| 20   1  78   1   0   0|  60k   59M
15.3G 1280k  159M  148M| 17   0  80   2   0   0|  56k   37M
15.3G 1280k  168M  150M| 12   1  86   0   0   0|2196k   46M
15.3G 1284k  177M  151M| 22   1  76   0   0   0| 100k   32M
15.2G 1296k  181M  164M| 12   1  85   2   0   0|  10M   71M
15.2G 1300k  200M  169M| 12   1  86   0   0   0| 276k   32M
15.2G 1308k  217M  157M| 12   0  87   0   0   0|4880k   24M
15.2G  808k  221M  158M| 21   1  78   0   0   0|  18M   31M
15.2G 1240k  223M  157M|  7   0  92   0   0   0|1300k    0 
15.2G 1240k  223M  157M|  6   0  94   0   0   0|  88k    0 
15.2G 1240k  223M  157M|  7   0  93   0   0   0|  32k    0 
15.2G 1248k  223M  157M|  6   0  94   0   0   0|  40k  136k
15.2G 1252k  223M  157M|  6   0  93   0   0   0|  44k    0 
15.2G 1252k  225M  155M|  6   0  94   0   0   0|2084k    0 
15.2G 1252k  225M  155M|  6   0  94   0   0   0|  56k    0 
15.2G 1252k  225M  155M|  6   0  94   0   0   0|  32k    0 
15.2G 1260k  225M  155M|  6   0  94   0   0   0|  68k   60k
15.2G 1260k  221M  164M|  6   0  93   0   0   0|  36k 5416k
15.2G 1264k  230M  155M|  6   0  93   0   0   0| 508k 4096B
15.2G 1276k  233M  154M|  6   0  93   0   0   0|  44k   26M
15.2G 1276k  230M  162M|  6   0  94   0   0   0|  48k 5412k
15.2G 1404k  218M  177M| 32   1  67   1   0   0|  21M   14M
15.2G 1404k  234M  161M| 18   0  81   0   0   0|  16M    0 
15.2G 1404k  234M  161M| 19   0  81   0   0   0| 244k    0 
15.2G 1404k  234M  151M| 94   0   5   0   0   1| 264k    0 
15.2G 1404k  234M  147M| 93   0   6   0   0   0|  48k    0 
15.2G 1428k  217M  174M| 91   1   8   0   0   0|  76k   34M
15.2G 1692k  243M  149M| 89   1  10   0   0   0| 708k   27M
15.2G 1696k  244M  157M| 45   0  54   0   0   1|  60k   36M
15.2G 1696k  248M  164M| 12   0  87   0   0   0|  72k   35M
15.2G 1696k  267M  148M| 12   0  87   0   0   0| 120k   53M
15.2G 1708k  264M  163M| 12   1  87   0   0   0|  36k   36M
15.2G 1708k  276M  148M| 26   1  73   0   0   0| 216k   29M
15.2G 1708k  270M  161M| 16   0  83   0   0   0|  36k   31M
15.2G 1708k  272M  158M| 35   0  65   0   0   0| 332k    0 
15.2G 1712k  266M  152M| 34   0  66   0   0   0| 108k   20M
15.2G 1724k  272M  151M| 29   1  67   3   0   0| 364k   56M
15.2G 1724k  287M  148M| 12   1  81   5   0   1| 632k   65M
15.2G 2228k  284M  161M| 12   1  83   3   0   0|3844k   54M
15.1G 2176k  297M  162M| 12   1  87   0   0   1| 104k   85M
15.1G 2156k  300M  166M| 25   1  73   1   0   0| 112k   56M
15.1G 2336k  319M  159M| 12   1  85   1   0   0|4640k   77M
15.3G 2304k  114M  170M| 21   3  57  18   0   1| 204k  119M
15.3G 2276k  122M  147M| 86   1  11   1   0   1| 540k   47M
15.3G 2408k  128M  161M| 72   1  24   2   0   1| 776k   50M
15.3G 2952k  144M  156M| 12   0  87   0   0   0| 600k   40M
15.3G 2956k  155M  159M| 12   0  85   2   0   0| 252k   43M
15.3G 2968k  156M  157M| 44   0  56   0   0   0|1092k    0 
15.3G 2968k  156M  149M| 30   0  70   0   0   0|  28k    0 
15.3G 2968k  157M  148M| 19   0  81   0   0   0|1016k    0 
15.3G 2968k  157M  148M| 19   0  81   0   0   0| 432k    0 
15.3G 2976k  158M  148M| 19   0  81   0   0   0| 388k  288k
15.3G 2968k  143M  175M| 19   0  80   0   0   0|1280k   23M
15.3G 2972k  143M  175M| 19   0  81   0   0   0| 256k    0 
15.3G 2972k  143M  175M| 19   0  81   0   0   0|  56k    0 
15.3G 2972k  143M  175M| 19   0  81   0   0   0|  44k    0 
15.3G 2972k  143M  175M| 19   0  81   0   0   0|  84k    0 
15.3G 2980k  144M  174M| 19   0  81   0   0   0|  32k  108k
15.3G 2992k  163M  155M| 19   0  81   0   0   0|  56k   17M
15.3G 2992k  172M  158M| 19   0  80   0   0   0| 216k   31M
15.3G 2984k  184M  156M| 18   1  80   0   0   0|  88k   30M
15.2G 2996k  191M  156M| 42   0  57   1   0   0|  72k   27M
15.2G 3020k  199M  152M| 11   0  89   0   0   0| 744k   24M
15.2G 2992k  179M  174M| 18   1  80   1   0   0|2012k   28M
15.2G 2992k  179M  171M| 26   0  74   0   0   0|  56k    0 
15.2G 2992k  179M  171M| 35   0  65   0   0   0|  76k    0 
15.2G 2992k  183M  168M| 19   0  81   0   0   0|4460k    0 
15.2G 3000k  195M  156M| 29   0  70   0   0   0|  12M  188k
15.2G 3132k  200M  162M| 17   0  82   0   0   0|1084k   21M
15.2G 3016k  208M  165M| 22   1  75   2   0   0| 908k   58M
15.2G 2904k  223M  157M| 28   1  70   0   0   0|  76k   58M
15.2G 2868k  250M  150M| 12   0  85   2   0   1|  96k   76M
15.2G 2844k  266M  150M| 28   1  70   1   0   0|  56k   80M
15.2G 2816k  274M  165M| 11   1  85   3   0   1| 588k   89M
15.1G 2816k  295M  159M| 12   1  84   2   0   0| 120k   60M
15.1G 2812k  308M  151M| 31   1  69   -   0   0| 284k   41M
15.1G 2808k  327M  147M| 14   1  85   0   0   0|  40k   67M
15.1G 2792k  334M  151M| 43   1  51   5   0   0|  88k   52M
15.1G 2788k  329M  171M| 13   1  86   0   0   0| 240k   45M
15.1G 2784k  341M  165M| 12   0  85   2   0   0| 212k   42M
15.1G 2788k  352M  160M| 12   0  87   0   0   0| 116k   30M
15.1G 2784k  363M  156M| 12   0  87   0   0   0| 220k   30M
15.1G 2792k  372M  152M| 12   0  84   3   0   0|  40k   30M
15.1G 2796k  359M  172M| 34   0  64   1   0   0|1340k   30M
15.1G 2796k  359M  172M| 19   0  81   0   0   0| 136k    0 
15.1G 2796k  359M  149M| 37   0  62   0   0   0|  56k    0 
15.1G 2796k  359M  149M| 20   0  80   0   0   0|  60k    0 
15.1G 2804k  359M  149M| 19   0  81   0   0   0| 132k  100k
15.1G 2800k  345M  170M| 19   1  81   0   0   0|  36k   21M
15.1G 2804k  354M  161M| 19   0  81   0   0   0|  88k    0 
15.1G 2804k  363M  152M| 19   0  81   0   0   0|  56k    0 
15.1G 2796k  349M  172M| 36   0  63   0   0   0|  40k 5972k
15.1G 2808k  356M  165M| 17   0  83   0   0   0| 160k   24M
15.1G 2808k  356M  165M| 13   0  87   0   0   1|  48k    0 
15.1G 2808k  364M  156M| 12   0  87   0   0   0|  72k    0 
15.1G 2808k  356M  170M| 12   0  87   0   0   1|  60k 5744k
15.1G 2808k  373M  152M| 12   0  87   0   0   0|  24k   26M
15.1G 2668k  370M  162M| 12   0  86   1   0   0|  56k   28M
15.1G 2668k  380M  151M|  7   0  92   0   0   0| 264k    0 
15.1G 2228k  366M  166M| 25   0  75   0   0   0|2152k 5440k
15.1G 2228k  366M  165M| 87   0  13   0   0   0|  32k    0 
15.1G 2228k  366M  164M| 75   0  24   0   0   0| 460k    0 
15.1G 2236k  366M  164M| 13   0  87   0   0   0|  28k   13M
15.1G 2236k  366M  164M| 24   0  76   0   0   0|  52k    0 
15.1G 2236k  366M  164M| 19   0  81   0   0   0|  92k    0 
15.1G 2236k  366M  164M| 34   0  65   0   0   0|  32k    0 
15.1G 2236k  377M  153M| 28   0  72   0   0   0|  60k    0 
15.1G 2100k  378M  158M| 37   0  62   1   0   0|  80k   46M
15.1G 2104k  387M  154M| 23   0  76   0   0   0|  56k   30M
15.0G 2232k  399M  154M| 23   1  75   1   0   0| 276k   80M
15.0G 2228k  416M  148M| 12   1  86   1   0   0|  92k   53M
15.0G 2228k  424M  152M| 30   1  68   1   0   0|  44k   96M
15.0G 2224k  436M  154M| 12   1  75  11   0   1| 636k   55M
15.0G 2212k  433M  165M| 12   1  87   0   0   0|3576k   57M
15.0G 2208k  433M  159M| 37   1  62   0   0   0|  40k   49M
15.0G 2204k  434M  157M| 88   0  11   0   0   0|  76k   30M
15.0G 2204k  434M  157M| 93   0   6   0   0   0|  60k    0 
15.0G 2212k  427M  169M| 38   0  61   0   0   0|  76k   34M
15.0G 2208k  425M  177M| 30   0  69   0   0   0|  40k 5788k
15.0G 2208k  454M  147M| 13   0  86   2   0   0|  56k   33M
15.0G 2204k  447M  162M| 12   0  85   2   0   0|  36k   48M
15.0G 2208k  461M  149M| 12   0  87   0   0   0|  44k   28M
15.0G 2212k  465M  151M| 13   0  86   0   0   0| 844k   30M
15.0G 2212k  468M  153M| 12   0  84   3   0   0| 124k   53M
15.0G 2212k  471M  152M| 32   0  67   0   0   0|6460k 2808k
15.0G 2212k  445M  170M| 31   0  68   0   0   0| 552k 5712k
15.0G 2216k  449M  165M| 22   0  77   0   0   0|5120k    0 
15.1G 2224k  341M  150M| 54   2  37   6   0   2|  94M   23M
15.1G 2224k  300M  165M| 27   1  69   3   0   1|  22M   34M
15.1G 2224k  300M  165M| 19   0  81   0   0   0|  52k    0 
15.1G 2228k  300M  165M| 19   0  81   0   0   0|  64k    0 
15.1G 2228k  308M  156M| 19   0  81   0   0   0|  68k    0 
15.1G 2240k  314M  151M| 18   0  81   1   0   0|  36k   28M
15.1G 2236k  308M  161M| 19   0  80   0   0   0|  32k 9272k
15.1G 2236k  316M  152M| 19   0  81   0   0   0| 540k    0 
15.1G 2236k  308M  165M| 14   0  85   0   0   0|  60k 4756k
15.1G 2240k  319M  154M| 12   0  87   0   0   0|  44k   32M
15.1G 2248k  319M  158M| 12   0  87   0   0   0|  76k 4180k
15.1G 2252k  318M  158M| 16   0  83   1   0   0|  36k   38M
15.1G 2256k  312M  168M| 32   0  67   0   0   0| 176k 4272k
15.1G 2256k  321M  158M|  6   0  94   0   0   0| 156k    0 
15.1G 2276k  303M  167M| 32   1  67   0   0   0|3604k 4988k
15.1G 2284k  303M  166M| 19   0  81   0   0   0|  32k  160k
