application,framework,benchmark,mem_size,mem_freq,channels,cpu_freq,core_count,input_size,exe_time,IPC,L3_hit,L2_hit,C0_residency,CPU_Energy,DRAM_Energy,EDP(k),CPU_watt,DRAM_watt,BW
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,1.83311,0.347868,0.360308,26.3911,48.3423,1.578,0.0498704,48.3907,1.57958,5317.96
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.45988,0.398467,0.421303,33.9826,53.7486,1.99749,0.0556346,53.8563,2.00149,8210.97
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.01902,0.215289,0.254944,59.218,62.819,2.59584,0.0653495,62.8819,2.59844,12959.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.09466,0.254627,0.328712,52.6809,61.1927,2.61312,0.0636782,61.3153,2.61835,12736.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.10801,0.268492,0.327115,52.3068,60.8875,2.41443,0.0632386,60.9485,2.41685,11270.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.1634,0.28698,0.267534,54.7508,61.8669,2.66797,0.0644058,61.9909,2.67331,13206.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18574,0.22482,0.280717,62.2824,65.4524,2.8742,0.0681899,65.5836,2.87996,15016.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.0531,0.283541,0.294708,50.0853,59.4058,2.41824,0.0617004,59.5249,2.42309,11062.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.005,1.95644,0.275404,0.261019,62.4569,65.119,2.76364,0.0682221,64.795,2.74989,14431
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.24038,0.273878,0.360318,48.5773,60.3843,2.33288,0.0625918,60.5053,2.33756,10996.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.24523,0.307258,0.312229,52.6459,62.0588,2.69318,0.0646225,62.1831,2.69858,13718.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.10248,0.281119,0.234294,59.6687,64.1608,2.86379,0.0668905,64.2893,2.86953,15155.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.25171,0.286608,0.274529,62.1692,66.4178,2.88387,0.0692324,66.4843,2.88675,15394.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.1389,0.230085,0.235243,58.7232,63.928,2.80544,0.0666,64.0561,2.81106,14859.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.2284,0.252736,0.111,43.8818,56.6263,2.62329,0.0591903,56.683,2.62592,13126.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.93792,0.262905,0.272394,27.5343,48.9204,1.67515,0.0504944,49.0184,1.67851,6059.27
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.37218,0.501371,0.483034,31.9712,53.5302,1.87397,0.0552934,53.6375,1.87773,7052.05
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18624,0.26432,0.329779,50.2788,60.9182,2.45746,0.0632489,61.0403,2.46238,11487.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.005,2.15859,0.282325,0.337922,52.8339,62.3494,2.52728,0.0652011,62.0392,2.51471,11858
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.005,2.07403,0.254688,0.346707,47.6149,59.5925,2.3989,0.0623014,59.296,2.38697,10615.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.10229,0.199677,0.250385,53.8927,60.8718,2.57982,0.0633247,60.9938,2.58499,13213.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.001,2.01787,0.17764,0.229423,64.4571,65.37,2.85668,0.0682949,65.3047,2.85382,16077.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.15339,0.315222,0.346661,49.7778,60.6047,2.29693,0.0627759,60.7262,2.30153,10505.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.17516,0.300614,0.332248,51.8807,61.8793,2.62747,0.0643778,62.0033,2.63273,12493.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.10704,0.260887,0.269169,60.3526,64.9738,2.77648,0.0676147,65.104,2.78204,14085.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.33937,0.273039,0.300007,49.0764,60.7192,2.71498,0.0633074,60.8409,2.72043,13356.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.001,2.03438,0.268808,0.20527,63.4667,65.6249,3.09827,0.0687919,65.5593,3.09517,16760.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.12968,0.351512,0.370086,58.4992,63.9102,2.58705,0.0663643,64.0383,2.59223,11667.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.006,2.19524,0.323069,0.257141,55.1212,63.491,2.88125,0.0667705,63.1123,2.86407,14285.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.02455,0.236672,0.125816,55.2904,60.9399,2.82534,0.0636377,61.062,2.83101,15039.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.10803,0.276261,0.188943,30.6755,50.5328,2.06314,0.0524908,50.6341,2.06728,8256.51
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.95686,0.402248,0.434555,27.1848,49.3907,1.61629,0.050905,49.4897,1.61953,5393.21
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.16054,0.274575,0.341199,45.3421,58.1915,2.29681,0.0603674,58.3081,2.30141,10317.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.15595,0.275961,0.350572,57.6356,64.0326,2.62162,0.0665209,64.1609,2.62688,13079.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.017,2.07771,0.318582,0.415232,43.7907,57.8361,2.14076,0.0609965,56.8693,2.10498,9083.16
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18441,0.220528,0.325029,44.5803,57.5787,2.3536,0.0598125,57.6941,2.35832,10837.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.25816,0.200467,0.276794,58.6659,64.2031,2.88114,0.06695,64.3317,2.88692,15748
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.007,1.90929,0.221582,0.230701,56.8083,61.2599,2.5107,0.064217,60.8341,2.49325,12655
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.003,2.14944,0.311818,0.318779,54.3938,62.3415,2.58911,0.0651254,62.155,2.58137,12403.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.12796,0.350769,0.349771,55.8029,63.4129,2.66189,0.0659426,63.54,2.66723,12786.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.28071,0.291709,0.362817,44.9569,58.9984,2.41224,0.0612878,59.1166,2.41708,10910.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.23114,0.204421,0.228877,59.378,64.5712,2.92088,0.0673571,64.7006,2.92673,16439.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.19516,0.273102,0.278086,59.5185,64.9991,2.83515,0.0676986,65.1294,2.84083,15132.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.23562,0.321277,0.348948,56.408,64.8275,2.64627,0.0673388,64.9574,2.65158,13052.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.14374,0.234884,0.245762,55.2513,61.7064,2.58751,0.0641653,61.8301,2.59269,13641.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.13878,0.255168,0.0743931,50.6702,59.66,2.8559,0.0623908,59.7795,2.86162,15328
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.69689,0.348075,0.360188,23.7024,46.8344,1.47325,0.048211,46.9282,1.4762,4880.43
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.34469,0.37713,0.39351,40.6864,56.73,2.21611,0.0588282,56.8437,2.22055,9297.82
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.006,2.04045,0.212435,0.28438,50.5658,59.0103,2.51229,0.0618917,58.6584,2.49731,11795.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.25706,0.254034,0.303569,52.9784,62.2421,2.67386,0.0647862,62.3669,2.67922,12900
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.19533,0.229123,0.312748,58.6355,64.0471,2.7665,0.06668,64.1755,2.77204,13781.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.24389,0.196242,0.319782,59.6838,64.5571,2.81609,0.0673058,64.6217,2.81891,14393.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.005,1.93687,0.219123,0.235856,61.8758,63.6868,2.72519,0.066744,63.3699,2.71163,13793.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.002,2.19757,0.298316,0.306788,57.0774,63.5391,2.82282,0.0664946,63.4122,2.81719,13937.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18707,0.223039,0.238855,60.3808,65.213,2.91922,0.067996,65.3437,2.92507,14900.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.005,2.19781,0.273285,0.318145,53.2638,62.3234,2.7012,0.0653497,62.0133,2.68776,13370.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.3506,0.267245,0.331208,51.8792,62.4929,2.69384,0.0650564,62.6182,2.69924,13396.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.31667,0.245651,0.316813,55.8795,63.9326,2.77293,0.0665721,64.0607,2.77848,14259
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18201,0.201998,0.26384,53.4396,61.8223,2.66371,0.064357,61.9462,2.66905,13598
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.29447,0.245603,0.229572,56.8362,63.6702,2.88875,0.0664924,63.734,2.89164,15387.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18911,0.117221,0.11261,33.7999,52.4011,2.23342,0.0545252,52.5061,2.23789,10124.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.001,2.00053,0.368994,0.420212,30.0477,51.4597,1.71037,0.0532233,51.4083,1.70866,6545.28
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.03416,0.376693,0.374898,35.3088,53.025,1.8237,0.0547939,53.0781,1.82552,7030.31
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18345,0.244136,0.302867,54.454,62.3467,2.67748,0.0648941,62.4716,2.68285,13370.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.004,2.13981,0.354838,0.336172,51.9754,61.2183,2.39416,0.0638669,60.9744,2.38462,11284.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.15508,0.239346,0.296055,54.3917,62.3881,2.63096,0.064889,62.5131,2.63623,13033.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.24441,0.261051,0.283422,48.7541,59.8124,2.52606,0.0622138,59.9322,2.53112,12481.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.89414,0.195695,0.264741,62.6065,63.9823,2.62499,0.0664741,64.1105,2.63025,14126
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.19244,0.315044,0.337375,50.9239,60.9066,2.39711,0.0631771,61.0286,2.40192,11253.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.24014,0.291985,0.334002,53.2214,62.7141,2.66061,0.0653093,62.7769,2.66327,13320.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.32089,0.29742,0.285222,58.0692,65.3373,2.85916,0.0680601,65.4683,2.86489,15128.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.23893,0.210958,0.255861,53.4366,62.1534,2.71694,0.0647406,62.278,2.72239,14310.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.2953,0.293681,0.263522,64.0261,67.7465,2.99147,0.0705965,67.8823,2.99747,16279.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.014,2.24578,0.292621,0.323142,53.7191,62.5931,2.60013,0.066106,61.7289,2.56423,12886.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.17297,0.217672,0.198192,60.4134,64.3867,2.94551,0.0672648,64.4511,2.94846,16323.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.0992,0.245825,0.0802705,37.187,53.5016,2.34769,0.0557376,53.6088,2.3524,11142.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1,1.92005,0.321055,0.365961,24.7981,48.2878,1.56579,0.0498536,48.2878,1.56579,5473.72
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.0755,0.332174,0.381861,40.5448,55.5425,1.97203,0.0573995,55.6538,1.97598,8082.44
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.17105,0.245385,0.314333,47.2869,59.2891,2.45828,0.0616238,59.4079,2.46321,11733.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.12954,0.338092,0.340795,53.0185,61.8959,2.40697,0.0641743,62.02,2.41179,11123.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.42271,0.401064,0.405309,43.3947,59.8755,2.29367,0.0620448,59.9955,2.29827,10014.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.96876,0.120556,0.216104,57.4628,61.379,2.67274,0.0639236,61.502,2.6781,15137
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.92736,0.201744,0.226981,69.8369,66.9545,2.77204,0.0695871,67.0886,2.77759,15106.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.001,2.25819,0.372328,0.35336,49.2834,60.8083,2.43845,0.06331,60.7476,2.43602,11157.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.08476,0.287485,0.30421,51.6567,61.1407,2.58061,0.0635939,61.2633,2.58578,12370.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.20002,0.404252,0.360341,46.198,59.7247,2.33369,0.0619343,59.8444,2.33837,10124.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.005,2.25291,0.162224,0.24656,60.6101,65.3553,3.15927,0.0688571,65.0301,3.14355,17289.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.03096,0.24394,0.211776,69.9085,68.6168,3.1317,0.071605,68.7543,3.13797,17100.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.21402,0.391506,0.331752,48.6856,60.6281,2.35638,0.0628585,60.7496,2.36111,10500.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.32826,0.282063,0.286239,57.5912,64.1015,2.86269,0.0668303,64.23,2.86843,14367.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,1.9583,0.156212,0.0768934,52.373,59.5023,2.90934,0.0623492,59.5619,2.91225,15246
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.97684,0.250729,0.223017,28.1178,49.7179,1.89836,0.051513,49.8175,1.90217,7446.22
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.37236,0.477509,0.470251,31.9292,52.5489,1.87,0.05431,52.6542,1.87374,7321.11
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.19411,0.322517,0.314815,49.094,59.8032,2.36108,0.0620399,59.923,2.36581,11159.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.04601,0.224025,0.260851,57.1555,62.6617,2.53815,0.0650695,62.7873,2.54323,12721.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.98668,0.263519,0.322716,53.4962,60.9355,2.36185,0.0631707,61.0576,2.36658,11058.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.24243,0.290264,0.317466,44.5593,58.2153,2.35882,0.0604529,58.3319,2.36354,10749.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18005,0.174399,0.269453,55.2498,62.0748,2.81035,0.0647553,62.1992,2.81598,15140
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.21171,0.26843,0.301799,60.6294,65.299,2.68142,0.0678444,65.4298,2.68679,13765.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.007,2.12393,0.24151,0.29336,50.9579,60.8466,2.55853,0.063849,60.4237,2.54074,12324.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.14727,0.298376,0.310063,55.5725,63.1582,2.6728,0.0657652,63.2214,2.67548,13133.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.32214,0.302236,0.34023,52.3655,62.8214,2.65008,0.0653405,62.9472,2.65539,13239.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.33671,0.19611,0.284432,55.8136,63.5471,3.01184,0.0664924,63.6107,3.01485,15719.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.22796,0.252698,0.27413,60.677,65.3719,2.91886,0.0681542,65.5029,2.92471,15008.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.33281,0.25173,0.278462,58.0981,64.891,2.91118,0.0677344,64.9559,2.91409,15304.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.24158,0.120868,0.159996,48.2528,58.867,2.73783,0.0614816,58.985,2.74331,14518
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.24426,0.197836,0.234425,30.7219,51.3107,2.04096,0.0532449,51.4135,2.04505,8734.51
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.37889,0.506696,0.484361,34.5677,54.9042,1.94818,0.0567387,55.0143,1.95208,7557.48
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.10945,0.307951,0.366642,38.4001,55.2512,2.08657,0.0572231,55.3619,2.09075,8669.62
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.14384,0.296453,0.375332,46.2542,58.2076,2.16601,0.0602529,58.3243,2.17035,9884.38
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.14717,0.29585,0.29377,50.8971,60.3026,2.51579,0.0626927,60.4234,2.52084,12380.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.05306,0.179064,0.27222,58.8994,62.8676,2.70022,0.0654367,62.9936,2.70563,13652.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.04625,0.203359,0.276483,62.5276,64.4816,2.80086,0.0671479,64.6109,2.80648,15236.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.17396,0.320631,0.328955,61.2014,65.7768,2.69141,0.0683313,65.9086,2.6968,13765.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.19089,0.298143,0.350641,47.2638,59.6909,2.45114,0.0620799,59.7507,2.45359,11197.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.07077,0.227435,0.283582,54.0423,61.7592,2.65622,0.0642866,61.883,2.66154,13003.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.37369,0.228746,0.299858,59.2534,65.6377,3.01606,0.0685164,65.7692,3.0221,15911.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.12555,0.194533,0.255154,58.1076,63.7047,2.8842,0.0665223,63.7684,2.88709,15307.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.25188,0.31981,0.321252,63.2704,67.3149,2.92043,0.0700949,67.4498,2.92629,14776.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.006,2.31277,0.28389,0.303656,54.212,63.1116,2.78468,0.0662916,62.7352,2.76807,13891.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.17413,0.205322,0.119651,48.6915,58.9465,2.82071,0.0616437,59.0647,2.82636,14930.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.13901,0.251976,0.194816,33.0819,52.2452,2.10689,0.0542434,52.3499,2.11111,8904.83
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.34366,0.502448,0.509975,29.8606,52.2067,1.86483,0.0539633,52.3113,1.86856,6611.55
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.14588,0.282816,0.336836,46.0132,58.5535,2.30338,0.0607351,58.6708,2.308,10578.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.15415,0.299157,0.342744,47.4508,59.1678,2.31575,0.0613606,59.2864,2.32039,10595.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.06851,0.203477,0.255092,57.6713,62.512,2.57543,0.0649573,62.6373,2.58059,13546
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.12207,0.216581,0.274155,63.5608,65.9124,2.78275,0.0685578,66.0445,2.78833,15054.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.22585,0.185659,0.270496,51.41,60.8497,2.70483,0.0634274,60.9717,2.71025,13580.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1,2.10774,0.261977,0.2736,62.6609,65.3857,2.69864,0.0680844,65.3857,2.69864,13507.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.13316,0.252085,0.302251,47.0783,58.8716,2.45378,0.061264,58.9305,2.45624,11682.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.28759,0.259936,0.315665,52.6444,62.2182,2.69461,0.064783,62.3429,2.70001,13329.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.35376,0.251199,0.29303,62.4195,67.2726,3.08125,0.0702132,67.4075,3.08743,16404.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.001,2.16094,0.225802,0.248605,51.6221,60.8995,2.7671,0.0637303,60.8387,2.76433,14106.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.269,0.333967,0.35506,59.4199,65.8881,2.77788,0.0685286,66.0201,2.78345,13869.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.35746,0.205319,0.324228,54.5871,63.0482,2.74938,0.0656659,63.1745,2.75489,13917.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18136,0.165298,0.0913099,54.7267,61.633,2.98653,0.0644903,61.7565,2.99251,16918.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.09621,0.278654,0.259146,29.1439,50.6433,1.90367,0.0524419,50.7448,1.90749,7468.44
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.02645,0.397027,0.356565,35.0598,52.6956,1.81391,0.0544004,52.8012,1.81754,6983.81
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.18103,0.243618,0.295595,50.8174,60.5322,2.55183,0.0629579,60.6535,2.55694,12576.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.16676,0.257802,0.282017,49.3942,60.1992,2.43008,0.062504,60.3199,2.43495,11182
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.008,2.46326,0.427695,0.452417,25.9682,50.9304,1.72812,0.0530798,50.5262,1.7144,5931.46
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.03262,0.247921,0.319938,43.9768,56.9408,2.24879,0.0590712,57.0549,2.2533,9683.92
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.17718,0.200923,0.255208,49.7243,59.504,2.5975,0.0619773,59.6233,2.6027,12999.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,1.9332,0.222176,0.234968,66.0783,65.4326,2.81395,0.0681783,65.4981,2.81676,14729.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.21189,0.260696,0.335828,52.5926,61.29,2.52762,0.06369,61.4129,2.53269,12599.8
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.28019,0.311581,0.333288,57.1611,64.8279,2.7644,0.0674571,64.9578,2.76994,14114.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.21233,0.303923,0.348638,47.9453,60.1545,2.39055,0.0624825,60.2147,2.39294,11273.5
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.1888,0.175262,0.26127,46.9193,58.4327,2.55524,0.060927,58.4912,2.5578,12333.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.004,2.26334,0.248125,0.250874,65.4064,67.8887,3.18909,0.0713621,67.6183,3.17638,17330.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.17945,0.244247,0.321167,53.7131,62.148,2.63446,0.0646529,62.2726,2.63974,12922.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.32726,0.259622,0.313711,53.194,62.5762,2.78015,0.0652257,62.7016,2.78572,14206.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.14051,0.165102,0.0947562,45.7561,57.1693,2.69084,0.0597404,57.2839,2.69623,13203.2
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.004,1.94826,0.280727,0.237327,22.604,47.4265,1.62904,0.0492517,47.2375,1.62255,5866.45
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.999,2.04168,0.361504,0.384752,34.4974,53.807,1.8086,0.05556,53.8609,1.81041,6806.56
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.43812,0.393672,0.45033,45.1347,59.468,2.35511,0.0616994,59.5871,2.35983,10460
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,1.98,0.213651,0.274052,52.2565,60.6234,2.46364,0.0629608,60.7448,2.46857,11751
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.07878,0.261598,0.338597,49.3739,59.8208,2.40983,0.0621062,59.9407,2.41466,10897
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.007,2.04579,0.253232,0.294691,49.4849,59.2769,2.43518,0.062144,58.8648,2.41825,11298.1
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1.01,2.22624,0.237061,0.24165,57.0794,63.5074,2.92538,0.0670971,62.8786,2.89641,15683.7
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.12054,0.307193,0.301213,61.6674,65.4189,2.75431,0.0680368,65.55,2.75983,13341.6
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,1,2.11576,0.24427,0.282381,50.1657,60.1682,2.51677,0.062685,60.1682,2.51677,11922.9
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.19539,0.277872,0.327121,50.9422,61.3392,2.60851,0.0638198,61.4621,2.61374,12582.3
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.40029,0.246065,0.310129,48.5916,60.8827,2.65195,0.0634076,61.0047,2.65726,12999.4
kmeans,flink,bigdatabench,16,2133,2,2.1,16,1,0.998,2.22832,0.214262,0.213594,55.3595,63.0648,2.98042,0.0659132,63.1912,2.9864,16120.8
