[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
14.7G 3520k  743M  163M| 17   0  83   0   0   0|  32k    0 
14.7G 3528k  743M  163M| 36   0  64   0   0   0|  56k  140k
14.7G 3528k  743M  163M| 17   0  83   0   0   0|  44k    0 
14.7G 3528k  743M  163M| 17   0  83   0   0   0|  40k    0 
14.7G 3532k  743M  163M| 17   0  83   0   0   0|  48k   29M
14.7G 3532k  743M  163M| 17   0  83   0   0   0|  52k    0 
14.7G 3532k  743M  163M| 17   0  83   0   0   0|  40k    0 
14.7G 3544k  744M  162M| 17   0  83   0   0   0|  40k   80k
14.7G 3544k  757M  149M| 17   0  83   0   0   0|  52k    0 
14.7G 3544k  754M  153M| 16   1  83   0   0   0|  48k 2148k
14.7G 3544k  746M  164M| 36   0  63   0   0   0|  68k 2176k
14.7G 3544k  744M  168M| 17   1  83   0   0   0|  60k 2208k
14.7G 3564k  753M  153M| 17   0  82   0   0   0| 420k   56k
14.7G 3564k  753M  152M| 25   0  75   0   0   0|  72k    0 
14.7G 3564k  753M  148M| 48   0  52   0   0   0| 260k    0 
14.7G 3564k  753M  148M| 25   0  75   0   0   0|  92k    0 
14.7G 3564k  753M  148M| 48   0  51   0   0   0|  40k    0 
14.7G 3572k  748M  155M| 26   0  72   1   0   0|  40k   52M
14.7G 3572k  734M  170M| 91   1   8   0   0   0|  40k 4344k
14.7G 3580k  744M  161M| 88   1  10   0   0   1|  76k   54M
14.7G 3580k  747M  160M| 50   1  49   0   0   0|  40k 2056k
14.7G 3588k  756M  151M| 16   0  81   2   0   0|  28k   78M
14.7G 3596k  747M  165M| 16   1  83   0   0   0|  68k 3988k
14.7G 3596k  762M  148M| 18   0  79   2   0   0|1712k   26M
14.7G 3596k  763M  151M| 45   1  54   0   0   0|  36k   75M
14.7G 3604k  752M  166M| 28   0  70   0   0   1| 124k   23M
14.7G 3604k  762M  157M| 36   0  64   0   0   0|  96k   31M
14.7G 3616k  763M  157M| 26   0  70   3   0   0|  68k   78M
14.7G 3616k  772M  150M| 19   0  80   0   0   0|  84k 1892k
14.7G 3616k  761M  165M| 17   0  83   0   0   0| 160k 3988k
14.7G 3620k  760M  168M| 19   0  80   0   0   0|  80k   26M
14.7G 3624k  760M  167M| 44   0  56   0   0   0|  64k    0 
14.7G 3636k  758M  171M| 23   0  75   1   0   0| 120k   46M
14.7G 3636k  761M  170M| 36   0  62   2   0   0| 104k   24M
14.7G 4352k  772M  160M| 23   1  76   0   0   0|4552k 1980k
14.7G 4352k  782M  151M| 16   0  82   1   0   0|  56k   50M
14.7G 4352k  772M  165M| 17   1  82   0   0   0|  44k   27M
14.7G 4364k  789M  149M| 15   1  80   4   0   0|  68k   31M
14.7G 4368k  782M  160M| 30   1  68   1   0   0|  32k   76M
14.7G 4368k  771M  168M| 97   0   3   0   0   0|  56k 1952k
14.7G 4372k  771M  168M| 99   0   1   0   0   0|  56k    0 
14.7G 4372k  771M  167M| 57   0  42   0   0   0|  48k    0 
14.7G 4388k  772M  167M| 25   0  74   0   0   0|1232k   88k
14.7G 4388k  772M  167M| 25   0  75   0   0   0|  80k    0 
14.7G 4388k  772M  166M| 25   0  74   0   0   0| 628k    0 
14.7G 4388k  772M  165M| 25   0  74   0   0   0| 904k    0 
14.7G 4388k  778M  157M| 25   0  74   0   0   1|  72k    0 
14.7G 4396k  765M  171M| 25   0  75   0   0   0|  64k 1968k
14.7G 4396k  770M  166M| 20   0  79   0   0   0|  48k    0 
14.7G 4396k  770M  166M| 17   0  83   0   0   0|  60k    0 
14.7G 4396k  774M  162M| 17   0  83   0   0   0|  52k    0 
14.7G 4396k  770M  168M| 17   0  79   4   0   0|  48k   26M
14.7G 4412k  781M  157M| 42   0  56   1   0   0|  56k   37M
14.7G 4412k  779M  161M| 16   0  82   1   0   1|  56k   21M
14.7G 4412k  774M  166M| 15   0  84   0   0   0|  52k 1904k
14.7G 4412k  777M  151M| 27   0  72   0   0   0| 848k    0 
14.7G 4412k  777M  155M| 38   0  61   0   0   1| 416k    0 
14.7G 4420k  777M  155M| 25   0  75   0   0   0|  28k 6160k
14.7G 4420k  777M  155M| 32   0  68   0   0   0|  52k   16M
14.7G 4420k  777M  155M| 35   0  65   0   0   0|  56k    0 
14.7G 4420k  766M  171M| 24   1  75   0   0   0|  76k   58M
14.7G 4420k  780M  158M| 31   0  68   0   0   0|  64k   28M
14.7G 4432k  793M  149M| 25   1  71   2   0   1| 112k   70M
14.7G 4444k  791M  156M| 16   1  79   3   0   0|  56k  116M
14.7G 4444k  788M  164M| 16   1  82   0   0   0|  48k   32M
14.7G 4448k  806M  148M| 16   1  82   1   0   0|  80k   71M
14.7G 4448k  807M  149M| 16   1  81   2   0   1|  48k   51M
14.6G 4456k  789M  168M| 43   0  57   0   0   0| 100k 1668k
14.6G 4456k  789M  168M| 55   0  44   0   0   0| 120k    0 
14.6G 4456k  791M  166M| 87   0  13   0   0   0|  40k    0 
14.6G 4456k  791M  165M| 89   0  10   0   0   1|  64k    0 
14.6G 4460k  791M  166M| 42   0  58   0   0   0|  24k   54M
14.6G 4468k  791M  165M| 17   0  83   0   0   0|  44k   80k
14.6G 4468k  791M  165M| 19   0  80   0   0   1|  48k    0 
14.6G 4468k  786M  172M| 35   0  65   0   0   0|  80k 1680k
14.6G 4468k  796M  163M| 17   1  83   0   0   0| 112k 1692k
14.6G 4468k  806M  154M| 17   0  83   0   0   0|  64k   26M
14.6G 4480k  792M  171M| 16   0  82   1   0   0|  60k   27M
14.6G 4480k  808M  156M| 18   1  81   0   0   0|  52k   27M
14.6G 4488k  803M  164M| 16   1  82   1   0   0|  60k   65M
14.6G 4488k  819M  149M| 17   1  82   0   0   0|  52k   32M
14.6G 4488k  805M  165M| 47   0  52   0   0   0|  40k 1580k
14.6G 4500k  807M  163M| 29   0  70   0   0   0| 108k  120k
14.6G 4500k  807M  163M| 17   0  83   0   0   0|  56k    0 
14.6G 4500k  807M  163M| 17   0  83   0   0   0|  52k    0 
14.6G 4504k  807M  163M| 17   0  83   0   0   0|  56k   63M
14.6G 4504k  807M  157M| 30   0  70   0   0   0|  44k    0 
14.6G 4512k  807M  156M| 24   0  76   0   0   0| 236k   52k
14.6G 4512k  807M  156M| 17   0  83   0   0   0|  44k    0 
14.6G 4512k  807M  156M| 17   0  83   0   0   0|  60k    0 
14.6G 4512k  807M  156M| 17   0  83   0   0   0|  48k    0 
14.6G 4512k  813M  150M| 17   0  83   0   0   0|  92k    0 
14.6G 4520k  808M  156M| 16   1  83   0   0   0|  68k 1720k
14.6G 4532k  803M  162M| 16   1  69  14   0   0|  64k   49M
14.6G 4532k  799M  169M| 17   0  82   0   0   0|  60k 1656k
14.6G 4544k  811M  150M| 28   1  71   0   0   0| 232k    0 
14.6G 4544k  811M  149M| 25   0  74   0   0   0|  92k    0 
14.6G 4544k  811M  149M| 45   0  55   0   0   0|  64k    0 
14.6G 4552k  811M  149M| 28   0  71   0   0   0|  92k  172k
14.6G 4552k  811M  149M| 25   0  75   0   0   0|  72k    0 
14.6G 4552k  802M  160M| 36   1  63   0   0   0|  56k 1476k
14.6G 4556k  816M  148M| 57   1  42   0   0   0|  36k   84M
14.6G 4560k  810M  156M| 16   1  83   0   0   0|  40k   14M
14.6G 4576k  814M  156M| 16   1  81   2   0   0|  60k  122M
14.6G 4576k  810M  164M| 16   1  83   0   0   0| 408k 8556k
14.6G 4580k  824M  153M| 23   1  75   1   0   0|  40k   90M
14.6G 4584k  817M  165M| 16   1  83   1   0   0|  36k   62M
14.6G 4584k  811M  169M| 29   1  69   1   0   0|4444k   51M
14.6G 4592k  811M  169M| 46   0  54   0   0   0|  36k  104k
14.6G 4596k  815M  165M| 56   0  44   0   0   0| 116k    0 
14.6G 4596k  824M  156M| 17   0  83   0   0   0|  52k 1480k
14.6G 4596k  833M  148M| 17   0  82   1   0   0|  56k   48M
14.6G 4600k  833M  150M| 37   0  62   0   0   0|  56k   26M
14.6G 4608k  818M  167M| 35   1  64   0   0   0|  36k   27M
14.6G 4608k  826M  161M| 16   1  82   0   0   0|  56k   26M
14.6G 4608k  835M  153M| 17   1  82   0   0   0|  56k   50M
14.6G 4620k  832M  158M| 32   0  67   0   0   1| 128k   85M
14.6G 4620k  832M  157M| 91   0   8   0   0   1|  32k    0 
14.6G 4628k  832M  157M| 67   0  31   0   0   1|  48k   80k
14.6G 4628k  838M  151M| 17   0  83   0   0   0|  96k    0 
14.6G 4628k  824M  167M| 18   0  82   0   0   0|  24k 1460k
14.6G 4628k  832M  158M| 33   0  66   0   0   0|  80k    0 
14.6G 4628k  841M  149M| 25   0  75   0   0   0|  36k    0 
14.6G 4636k  821M  170M| 20   0  80   0   0   0|  40k 1560k
14.6G 4636k  821M  170M| 17   0  83   0   0   0|  52k    0 
14.6G 4636k  821M  170M| 17   0  83   0   0   0|  56k    0 
14.6G 4636k  821M  170M| 17   0  83   0   0   0|  36k    0 
14.6G 4636k  821M  170M| 17   0  83   0   0   0|  56k    0 
14.6G 4644k  821M  170M| 25   0  75   0   0   0|  40k   64k
14.6G 4644k  821M  170M| 33   0  67   0   0   0|  40k    0 
14.6G 4644k  821M  170M| 17   0  83   0   0   0|  28k    0 
14.6G 4644k  831M  161M| 17   0  83   0   0   0|  56k    0 
14.6G 4644k  826M  167M| 16   1  83   0   0   0|  52k 1460k
14.6G 4652k  822M  170M| 17   1  82   0   0   0|  52k   49M
14.6G 4652k  841M  150M| 16   1  83   0   0   0|  76k   26M
14.6G 4660k  823M  166M| 32   1  67   0   0   0| 460k 1004k
14.6G 4660k  823M  165M| 40   0  60   0   0   0|  56k    0 
14.6G 4660k  823M  165M| 26   0  74   0   0   0|  40k    0 
14.6G 4668k  823M  165M| 38   0  61   0   0   0|  32k  176k
14.6G 4668k  823M  165M| 25   0  75   0   0   0|  64k   12M
14.6G 4668k  824M  165M| 57   0  42   0   0   0|  32k 1344k
14.6G 4672k  835M  156M| 18   1  80   1   0   0|  36k   78M
14.6G 4672k  844M  149M| 36   1  63   0   0   0|  36k   51M
14.6G 4684k  836M  161M| 16   1  83   1   0   0|  44k   52M
14.6G 4692k  830M  169M| 40   1  59   0   0   0|  44k   88M
14.6G 4696k  846M  156M| 16   1  82   0   0   0|  56k   51M
14.6G 4700k  856M  148M| 16   1  82   0   0   0|  52k   52M
14.6G 4704k  856M  150M| 48   0  52   0   0   0|  68k   48M
14.6G 4716k  856M  150M| 54   0  46   0   0   0|  44k  140k
14.6G 4716k  835M  172M| 71   0  28   0   0   0|2056k 1612k
14.6G 4716k  837M  170M| 30   0  70   0   0   0|  44k 1304k
14.6G 4716k  845M  163M| 16   0  83   0   0   0|  52k   41M
14.6G 4716k  853M  156M| 16   0  83   0   0   0|  32k   26M
14.6G 4724k  861M  148M| 16   0  82   1   0   0|  52k   26M
14.6G 4728k  863M  148M| 29   0  70   1   0   0|  60k   25M
14.6G 4728k  846M  168M| 17   0  83   0   0   0|  44k   38M
14.6G 4744k  846M  169M| 17   0  81   1   0   0|  44k  100M
14.6G 4744k  846M  169M| 54   0  45   0   0   1|  48k    0 
14.6G 4752k  846M  169M| 39   0  60   0   0   1|  64k   92k
14.6G 4752k  847M  168M| 25   0  75   0   0   0|  44k    0 
14.6G 4752k  856M  159M| 25   0  75   0   0   0|  52k    0 
14.6G 4752k  864M  150M| 25   0  74   0   0   1|  56k    0 
14.6G 4744k  849M  166M| 25   0  74   0   0   0|  40k 1280k
14.6G 4752k  857M  157M| 25   0  75   0   0   0|  36k   52k
14.6G 4756k  858M  156M| 33   0  67   0   0   0|  40k    0 
14.6G 4756k  858M  156M| 17   0  82   0   0   1|  48k    0 
14.6G 4756k  858M  156M| 17   0  82   0   0   0|  60k    0 
14.6G 4756k  858M  156M| 17   0  83   0   0   0|  52k    0 
14.6G 4764k  859M  154M| 54   0  46   0   0   0|  52k  100k
14.6G 4764k  859M  154M| 83   0  16   0   0   0|  52k    0 
14.6G 4764k  859M  154M| 63   0  37   0   0   0|  36k    0 
14.6G 4764k  859M  154M|  8   0  91   0   0   0|  44k    0 
14.6G 4764k  859M  154M|  8   0  92   0   0   0| 100k    0 
14.6G 4764k  859M  154M|  8   0  91   0   0   0|  36k    0 
14.6G 4772k  859M  154M|  9   0  91   0   0   0|  36k   28k
14.6G 4772k  861M  150M| 10   0  90   0   0   0|  84k    0 
14.6G 4752k  857M  157M| 17   0  83   0   0   0| 116k 1292k
14.6G 4752k  852M  163M| 17   0  83   0   0   0|  40k 1240k
14.6G 4752k  847M  169M| 17   0  81   1   0   0|  36k   74M
14.6G 4764k  858M  151M| 21   1  77   0   0   1| 688k  108k
14.6G 4764k  858M  151M| 25   0  75   0   0   0|  48k    0 
14.6G 4764k  858M  151M| 25   0  75   0   0   0|  56k    0 
14.6G 4764k  858M  151M| 33   0  67   0   0   0|  40k    0 
14.6G 4768k  858M  151M| 32   0  68   0   0   0|  40k   37M
14.6G 4780k  846M  167M| 36   0  63   0   0   0| 104k 2208k
14.6G 4780k  862M  152M| 17   1  81   0   0   0|  60k   51M
14.6G 4780k  845M  173M| 16   1  83   0   0   0| 412k   52M
14.6G 4780k  849M  172M| 35   1  64   0   0   0|  56k   50M
14.6G 4784k  864M  158M| 16   1  81   2   0   0|  28k   50M
14.6G 4804k  863M  159M| 15   1  82   1   0   0|  52k   91M
14.6G 4808k  870M  153M| 16   1  80   3   0   0|  84k   48M
14.6G 4808k  858M  166M| 37   0  62   0   0   1|  68k  680k
14.6G 4808k  858M  166M| 53   0  47   0   0   0| 100k    0 
14.6G 4808k  855M  170M| 19   1  80   0   0   0|  64k   54M
14.6G 4812k  825M  165M| 95   1   5   0   0   0|  32k 2424k
14.6G 4816k  833M  156M| 90   1   9   0   0   0| 332k   35M
14.6G 4816k  841M  149M| 60   0  39   0   0   0|  56k   25M
14.6G 4816k  821M  171M| 16   1  83   0   0   0|  48k   51M
14.6G 4820k  829M  163M| 17   0  83   0   0   0|  56k   24M
14.6G 4828k  827M  166M| 40   0  59   0   0   1|  40k   25M
14.6G 4828k  839M  154M| 39   0  60   0   0   0| 108k    0 
14.6G 4828k  839M  151M| 27   0  73   0   0   0|  48k    0 
14.6G 4828k  839M  151M| 25   0  74   0   0   0|  48k    0 
14.6G 4828k  839M  151M| 25   0  75   0   0   0|  44k    0 
14.6G 4840k  839M  151M| 45   0  54   1   0   0|  36k   28M
14.6G 4840k  839M  151M| 25   0  74   0   0   0|  76k   55M
14.6G 4840k  839M  151M| 25   0  75   0   0   0|  44k    0 
14.6G 4840k  839M  151M| 25   0  75   0   0   0|  52k    0 
14.6G 4840k  839M  151M| 25   0  75   0   0   0|  48k    0 
14.6G 4848k  839M  151M| 25   0  75   0   0   0|  36k   48k
14.6G 4848k  843M  148M| 25   0  74   0   0   1|  40k    0 
14.6G 4848k  840M  151M| 25   1  74   0   0   0|  68k 1076k
14.6G 4848k  843M  149M| 25   1  75   0   0   0|  48k 1044k
14.6G 4848k  840M  154M| 25   1  75   0   0   0|  40k 1084k
14.6G 4852k  832M  162M| 57   1  40   1   0   1|  44k   73M
14.6G 4856k  832M  162M| 83   0  16   0   0   0|  52k 4096B
14.6G 4856k  832M  162M| 64   0  36   0   0   0|  40k    0 
14.6G 4856k  832M  162M|  8   0  92   0   0   0|  52k    0 
14.6G 4856k  832M  162M|  8   0  92   0   0   0|  36k    0 
14.6G 4860k  832M  162M|  8   0  91   0   0   0|  32k   20M
14.6G 4868k  832M  162M|  8   0  91   0   0   0|  52k   56k
14.6G 4868k  833M  160M|  9   0  90   0   0   0|  88k    0 
14.6G 4888k  825M  164M| 15   1  84   0   0   0| 556k  708k
14.6G 4888k  825M  163M| 25   0  74   0   0   0|  40k    0 
14.6G 4888k  825M  163M| 45   0  55   0   0   0|  56k    0 
14.6G 4896k  825M  162M| 25   0  74   0   0   0| 172k  128k
14.6G 4896k  825M  162M| 25   0  75   0   0   0|  40k    0 
14.6G 5016k  837M  150M| 33   0  66   0   0   0| 224k    0 
14.6G 5020k  823M  166M| 32   1  66   0   0   0|  64k   44M
14.6G 5020k  826M  164M| 32   1  68   0   0   0|  64k   24M
14.6G 5028k  837M  153M| 16   1  82   1   0   0|  28k   85M
14.6G 5032k  824M  169M| 16   1  82   0   0   0|  44k   51M
14.6G 5040k  836M  156M| 16   1  83   0   0   0|  44k   72M
14.6G 5040k  827M  168M| 16   1  82   1   0   0|  40k   74M
14.6G 5044k  839M  155M| 42   1  57   0   0   0|  76k   49M
14.6G 5052k  839M  155M| 39   0  61   0   0   0|  68k   96k
14.6G 5052k  844M  150M| 56   0  44   0   0   0| 320k    0 
14.6G 5052k  829M  167M| 17   0  83   0   0   0|  40k 1872k
14.6G 5052k  829M  168M| 21   1  78   0   0   0|  36k   42M
14.6G 5052k  830M  167M| 33   0  66   0   0   0|  60k   25M
14.6G 5060k  838M  159M| 17   0  83   0   0   0|  32k   25M
14.6G 5060k  846M  152M| 16   0  83   0   0   0|  64k   25M
14.6G 5056k  830M  169M| 16   0  83   0   0   0|  44k   50M
14.6G 5060k  849M  150M| 38   0  60   2   0   1|  56k   85M
14.6G 5060k  849M  150M| 49   0  50   0   0   0|  40k    0 
14.6G 5068k  825M  167M| 25   0  74   1   0   0|8168k  600k
14.6G 5068k  826M  165M| 44   0  56   0   0   0|  48k    0 
14.6G 5068k  836M  156M| 25   0  75   0   0   0|  48k    0 
14.6G 5068k  841M  151M| 51   0  48   0   0   0|  52k    0 
14.6G 5068k  827M  165M| 25   0  74   0   0   0|  36k  816k
14.6G 5084k  837M  156M| 25   0  75   0   0   0|  44k   64k
14.6G 5084k  838M  154M| 18   0  82   0   0   0|  36k    0 
14.6G 5084k  838M  154M| 17   0  83   0   0   0|  48k    0 
14.6G 5084k  838M  154M| 17   0  83   0   0   0| 236k    0 
14.6G 5084k  841M  151M| 17   0  83   0   0   0| 132k    0 
14.6G 5092k  832M  161M| 16   1  83   0   0   0|  32k  632k
14.6G 5092k  845M  148M| 37   0  63   0   0   0|  44k    0 
14.6G 5092k  841M  153M| 16   1  82   0   0   1|  44k   65M
14.6G 5092k  835M  159M| 16   0  83   0   0   1|  48k 5948k
14.6G 5108k  834M  152M| 17   1  82   0   0   0| 664k   64k
14.6G 5116k  811M  170M| 50   0  49   0   0   0|  56k  748k
14.6G 5116k  811M  169M| 25   0  74   0   0   0|1216k    0 
14.6G 5116k  811M  169M| 33   0  67   0   0   0|  52k    0 
14.6G 5116k  811M  169M| 39   0  61   0   0   0|  36k   25M
14.6G 5116k  810M  170M| 83   0  15   0   0   1|  32k  700k
14.6G 5124k  819M  162M| 89   1  10   0   0   1| 208k  552k
14.6G 5128k  829M  152M| 20   0  79   1   0   0| 184k   41M
14.6G 5128k  815M  167M| 17   0  83   0   0   0| 588k   26M
14.6G 5128k  819M  164M| 17   0  80   3   0   0| 396k   85M
14.6G 5128k  827M  156M| 29   0  70   0   0   0| 176k  888k
14.6G 5140k  816M  170M| 29   1  69   0   0   0|  64k   45M
14.6G 5148k  823M  162M| 22   0  77   0   0   0|  56k   49M
14.6G 5152k  831M  155M| 22   1  77   0   0   0|  56k  416k
14.6G 5164k  816M  172M| 16   0  83   0   0   0|  52k   49M
14.6G 5168k  823M  165M| 19   0  81   0   0   0|  48k   85M
14.6G 6852k  824M  162M| 22   0  76   0   0   0|4444k  832k
14.6G 6844k  824M  164M| 38   0  62   0   0   0|  24k  656k
14.6G 6844k  824M  164M| 39   0  61   0   0   0|  44k    0 
14.6G 6844k  832M  156M| 53   0  46   0   0   0|  56k    0 
14.6G 6828k  817M  173M| 17   0  83   0   0   0|  72k   50M
14.6G 6832k  825M  164M| 16   1  82   0   0   0|  60k 7708k
14.6G 6832k  822M  168M| 16   0  83   0   0   0|  36k   30M
14.6G 6824k  833M  158M| 17   0  82   1   0   0|  96k   51M
14.6G 6820k  839M  153M| 42   0  57   0   0   0|  48k   33M
14.6G 6812k  833M  162M| 16   1  83   0   0   0|  52k   33M
14.6G 6820k  837M  157M| 35   1  63   1   0   0| 124k   33M
14.6G 6820k  843M  148M| 37   0  62   0   0   0|2220k    0 
14.6G 6820k  843M  148M| 17   0  83   0   0   0|  48k    0 
14.6G 6820k  843M  148M| 17   0  83   0   0   0|  24k    0 
14.6G 6820k  843M  148M| 17   0  83   0   0   0|  68k    0 
14.6G 6832k  843M  148M| 17   0  82   0   0   0|  48k   63M
14.6G 6832k  843M  148M| 37   0  62   0   0   0|  16k    0 
14.6G 6832k  843M  148M| 17   0  83   0   0   0|  92k    0 
14.6G 6832k  843M  148M| 17   0  83   0   0   0|  36k    0 
14.6G 6832k  843M  148M| 17   0  83   0   0   0|  48k    0 
14.6G 6836k  820M  173M| 17   0  83   0   0   0|  48k  424k
14.6G 6836k  834M  159M| 16   0  83   0   0   0| 132k    0 
14.6G 6836k  829M  166M| 16   1  83   0   0   0|  60k  456k
14.6G 6836k  823M  172M| 16   0  83   0   0   1|  40k  252k
14.6G 6840k  841M  153M| 16   0  83   0   0   1|  72k    0 
14.6G 6852k  822M  163M| 27   1  70   1   0   0|3896k   61M
14.6G 6848k  799M  169M| 25   1  73   0   0   1|  18M  524k
14.6G 6848k  799M  169M| 32   0  67   0   0   0| 104k    0 
14.6G 6848k  799M  169M| 25   0  75   0   0   0|  80k    0 
14.6G 6848k  799M  169M| 49   0  51   0   0   0|  52k    0 
14.6G 6852k  806M  162M| 25   1  74   0   0   0|  92k   25M
14.6G 6844k  819M  149M| 32   1  67   0   0   0|  60k   44M
14.6G 6832k  811M  158M| 16   1  82   1   0   1|  44k   54M
14.6G 6824k  811M  159M| 33   1  66   0   0   0|  48k   49M
14.6G 6820k  815M  155M| 16   1  83   0   0   0|  64k   49M
14.6G 6832k  810M  162M| 16   1  82   1   0   0|  52k  118M
14.6G 6832k  822M  150M| 29   1  70   0   0   0|  28k   16M
14.6G 6836k  814M  159M| 37   0  62   0   0   0|  60k   49M
14.6G 6836k  814M  159M| 67   0  32   0   0   0|  64k    0 
14.6G 6836k  820M  153M| 67   0  33   0   0   0|  84k    0 
14.6G 6844k  806M  169M| 25   0  74   0   0   0|  48k 1856k
14.6G 6848k  815M  160M| 16   0  83   0   0   0|  56k   43M
14.6G 6848k  824M  152M| 16   0  81   2   0   0|  60k   25M
14.6G 6848k  829M  148M| 26   0  73   0   0   0|  36k   25M
14.6G 6848k  829M  148M| 91   0   8   0   0   1|  56k    0 
14.6G 6856k  829M  148M| 89   0  10   0   0   1|  44k   76k
14.6G 6856k  829M  148M| 27   0  73   0   0   0|  36k    0 
14.6G 6856k  829M  148M| 17   0  83   0   0   0|  48k    0 
14.6G 6856k  829M  148M| 17   0  82   1   0   0|  24k   82M
14.6G 6856k  828M  149M| 17   0  83   0   0   0|  40k  484k
14.6G 6864k  823M  157M| 17   0  83   0   0   0|  76k  416k
14.6G 6868k  831M  148M| 27   1  72   0   0   0|  44k   38M
14.6G 6868k  816M  163M| 42   0  58   0   0   0|  36k   72k
14.6G 6868k  822M  157M| 46   0  54   0   0   0|  48k    0 
14.6G 6872k  826M  153M| 20   0  79   0   0   1|  92k    0 
14.6G 6880k  826M  153M| 17   0  83   0   0   0|  36k  128k
14.6G 6884k  826M  152M| 23   0  76   0   0   0|  84k   53M
14.6G 6884k  826M  152M| 31   0  69   0   0   0|  40k    0 
14.6G 6884k  826M  152M| 17   0  83   0   0   0|  48k    0 
14.6G 6888k  829M  150M| 17   0  83   0   0   0|3360k    0 
14.6G 6888k  829M  150M| 17   0  83   0   0   0|  56k    0 
14.6G 6896k  829M  150M| 17   0  83   0   0   0|  24k   56k
14.6G 6896k  819M  161M| 17   0  83   0   0   0|  64k  288k
14.6G 6896k  814M  167M| 16   0  83   0   0   0|  56k  408k
14.6G 6896k  832M  148M| 17   0  83   0   0   0|  52k    0 
14.6G 6900k  823M  158M| 33   1  60   5   0   0|  48k   59M
14.6G 6920k  810M  166M| 19   1  79   0   0   1| 480k   13M
14.6G 6920k  810M  165M| 25   0  75   0   0   0| 632k    0 
14.6G 6920k  810M  165M| 38   0  61   0   0   0|  60k    0 
14.6G 6920k  810M  165M| 25   0  75   0   0   0| 124k    0 
14.6G 6920k  810M  165M| 51   0  49   0   0   0|  92k 6144k
14.6G 6928k  825M  150M| 41   0  59   0   0   0|  56k   19M
14.6G 6928k  813M  162M| 30   1  69   0   0   0|  72k  928k
14.6G 6916k  824M  152M| 31   1  67   0   0   0|  24k  108M
14.6G 6920k  813M  162M| 29   1  70   0   0   0|  88k   50M
14.6G 6928k  819M  156M| 16   1  83   0   0   0|  40k   49M
14.6G 6936k  822M  154M| 16   1  83   0   0   0|  84k   87M
14.6G 6944k  815M  163M| 16   1  83   0   0   0|  56k   19M
14.6G 6944k  828M  151M| 28   1  71   0   0   0|  44k   32M
14.6G 6944k  830M  149M| 55   0  45   0   0   0| 196k    0 
14.6G 6944k  830M  149M| 87   0  13   0   0   0|  36k    0 
14.6G 6964k  830M  149M| 97   0   2   1   0   0| 536k   68M
14.6G 6944k  816M  166M| 86   1  13   1   0   0|  24k   49M
14.6G 6916k  825M  156M| 16   0  83   0   0   0|  52k  992k
14.6G 6896k  834M  148M| 17   0  83   0   0   0|  64k  764k
14.6G 6880k  829M  154M| 51   0  49   0   0   0|  40k   28M
14.6G 6888k  829M  154M| 89   0  10   0   0   1|  48k  100k
14.6G 6888k  829M  154M| 68   0  31   0   0   1|  48k    0 
14.6G 6888k  829M  154M| 17   0  83   0   0   1|  48k    0 
14.6G 6888k  829M  154M| 17   0  83   0   0   0|  44k    0 
14.6G 6884k  812M  171M| 16   0  82   1   0   1|  48k   61M
14.6G 6876k  820M  163M| 16   0  83   0   0   0|  36k  556k
14.6G 6860k  829M  155M| 30   0  69   0   0   0|  44k  540k
14.6G 6844k  816M  168M| 44   0  55   0   0   0|  56k  312k
14.6G 6844k  816M  168M| 45   0  55   0   0   1|  40k    0 
14.6G 6844k  816M  168M| 25   0  75   0   0   0|  40k    0 
14.6G 6852k  817M  167M| 25   0  75   0   0   0|  32k   44k
14.6G 6852k  826M  158M| 44   0  55   0   0   0|  36k   31M
14.6G 6852k  835M  149M| 25   0  74   0   0   0|  60k    0 
14.6G 6836k  821M  164M| 25   0  74   0   0   0|  64k  588k
14.6G 6844k  830M  155M| 24   0  75   0   0   0| 108k   52M
14.6G 6844k  830M  155M| 17   0  83   0   0   0|  52k    0 
14.6G 6852k  830M  155M| 17   0  83   0   0   0|  40k  152k
14.6G 6852k  830M  155M| 17   0  83   0   0   0|  56k    0 
14.6G 6836k  818M  169M| 17   0  83   0   0   0| 140k  740k
14.6G 6836k  836M  150M| 16   0  83   0   0   0|  40k    0 
14.6G 6820k  830M  156M| 17   0  83   0   0   0|  40k  452k
14.6G 6816k  824M  163M| 16   0  75   8   0   0|  92k   79M
14.6G 6824k  832M  149M| 38   0  61   0   0   0| 788k    0 
14.6G 6824k  832M  148M| 25   0  75   0   0   0|  24k    0 
14.6G 6808k  809M  169M| 35   0  65   0   0   0|  68k  304k
14.6G 6812k  809M  155M| 46   0  53   0   0   1|  60k    0 
14.6G 6824k  809M  155M| 25   0  75   0   0   0|  32k 6476k
14.6G 6808k  794M  169M| 44   0  56   0   0   0| 256k  328k
14.6G 6780k  808M  156M| 24   1  70   6   0   0| 168k   69M
14.6G 6732k  805M  162M| 16   1  82   1   0   0|  48k   10M
14.6G 6688k  799M  169M| 16   1  82   1   0   0|  44k   70M
14.6G 6676k  818M  150M| 29   1  67   2   0   0|  36k   46M
14.6G 6656k  814M  154M| 33   1  65   1   0   0|  40k   87M
14.6G 6608k  808M  164M| 16   1  82   0   0   0|  76k   59M
14.6G 6580k  809M  164M| 16   1  83   0   0   0|  48k   58M
14.6G 6580k  813M  160M| 55   0  45   0   0   0|  40k    0 
