[7l------memory-usage----- ----total-cpu-usage---- -dsk/total-
 used  buff  cach  free|usr sys idl wai hiq siq| read  writ
14.6G 4724k 59.1M  996M|  2   2  95   1   0   0|  39M 1356k
14.6G 5680k 73.4M  888M| 15   1  83   0   0   0|  15M    0 
14.6G 5964k 87.1M  958M| 10   1  88   1   0   0|  18M   40k
14.7G 6108k  104M  847M| 17   1  82   1   0   0|  17M    0 
14.8G 7060k  125M  726M| 22   0  76   1   0   0|  30M    0 
14.8G 7088k  145M  692M| 69   1  30   0   0   0|  40M   96k
14.8G 7184k  172M  662M| 64   1  35   0   0   0|  14M    0 
14.8G 7220k  371M  472M| 11   2  85   2   0   0|  95M  109M
14.8G 7068k  660M  168M| 53   5  36   6   0   0| 630M  150M
14.8G 7072k  678M  148M| 79   2  17   2   0   0|  57M  176M
14.8G 7088k  684M  144M| 78   3  18   0   0   0| 159M  143M
14.8G 6972k  668M  153M| 82  10   8   0   0   1| 629M  598M
14.8G 6316k  682M  151M| 73  10  15   1   0   1| 587M  581M
14.8G  952k  666M  168M| 78  11   9   1   0   1| 664M  656M
14.8G  868k  680M  152M| 71   8  18   2   0   1| 507M  538M
14.8G 1444k  672M  165M| 76  11  11   2   0   1| 766M  754M
14.8G 1476k  657M  184M| 73   8  17   1   0   1| 542M  461M
14.8G 1508k  698M  152M| 80  11   8   1   0   1| 692M  763M
14.8G 1524k  697M  158M| 72   9  17   1   0   1| 585M  606M
14.7G 1568k  709M  152M| 78  11   9   1   0   1| 661M  716M
14.7G 1552k  704M  160M| 74   8  16   1   0   1| 642M  428M
14.7G 1528k  713M  156M| 79  12   8   1   0   1| 681M  812M
14.7G 1540k  718M  151M| 72   9  16   2   0   1| 650M  465M
14.8G 1548k  696M  151M| 77  12   9   1   0   1| 608M  761M
14.8G 1532k  682M  171M| 72   9  17   1   0   1| 555M  556M
14.7G 1548k  696M  162M| 71  10  16   2   0   1| 570M  735M
14.5G  528k 20.9M 1061M|  7   2  89   1   0   0|  22M  113M
14.6G 5016k 56.1M  982M|  8   1  88   3   0   0|  46M  156k
14.6G 5832k 67.6M  890M| 15   1  83   1   0   0|  19M    0 
14.6G 6136k 80.2M  944M| 11   1  86   1   0   0|  18M   40k
14.7G 6140k 98.7M  827M| 15   1  82   1   0   1|  19M    0 
14.8G 6476k  125M  711M| 24   1  74   1   0   1|  47M    0 
14.8G 6504k  329M  503M| 12   2  84   2   0   1| 102M   94M
14.8G 6512k  500M  327M| 63   2  33   1   0   1| 305M   24M
14.8G 6512k  596M  249M| 85   2  13   0   0   0| 192M    0 
14.8G 6520k  644M  202M| 83   2  15   0   0   1|  95M  176k
14.8G 6520k  644M  203M| 87   1  12   0   0   0|  92k    0 
14.8G 6528k  644M  202M|100   0   0   0   0   0|  84k  116k
14.8G 6528k  644M  202M| 92   0   8   0   0   0| 100k    0 
14.7G 6528k  644M  212M|100   0   0   0   0   0|  60k    0 
14.8G 6528k  644M  207M| 90   0  10   0   0   0| 564k    0 
14.8G 6528k  644M  206M| 91   1   8   0   0   0|  72k    0 
14.8G 6536k  644M  206M| 80   0  20   0   0   0| 128k   40k
14.8G 6536k  644M  206M| 93   0   7   0   0   0| 276k    0 
14.8G 6536k  644M  206M| 92   0   8   0   0   0| 112k    0 
14.8G 6900k  644M  205M|100   0   0   0   0   0|1136k    0 
14.8G 7200k  689M  159M| 89   1  10   0   0   0| 816k 8292k
14.8G 7224k  696M  151M| 91   2   5   2   0   0|  88k  175M
14.8G 7260k  692M  153M| 73   2  23   2   0   0| 332k   92M
14.8G 7272k  685M  154M| 68   3  26   3   0   0| 120k  173M
14.8G 7280k  682M  163M| 37   3  53   8   0   0| 224k  155M
14.8G 7344k  686M  152M| 47   2  42   8   0   0| 260k  212M
14.8G 7364k  683M  155M| 39   2  40  19   0   0|2612k  234M
14.8G 8068k  676M  163M| 76   2  12  10   0   0| 129M   14M
14.8G 8068k  677M  162M| 81   1  18   0   0   0|  92k    0 
14.8G 8068k  681M  166M| 87   2  11   0   0   0| 141M  220k
14.8G 7780k  677M  171M| 82   2  16   0   0   0| 152M  256k
14.7G 7748k  674M  177M| 69   2   8  21   0   0| 134M   27M
14.8G 7748k  573M  275M| 80   2  14   4   0   0| 142M  116k
14.8G 7748k  130M  711M| 96   1   3   0   0   0|  82M    0 
14.8G 7748k  130M  711M| 91   0   9   0   0   0| 140k    0 
14.8G 7748k  131M  711M| 91   0   8   0   0   0|1252k    0 
14.8G 7760k  132M  710M| 98   0   2   0   0   0| 368k  196k
14.8G 7760k  132M  710M| 90   0  10   0   0   0| 100k    0 
14.8G 7760k  132M  710M| 87   0  12   0   0   0|  96k    0 
14.8G 7760k  132M  700M| 75   0  25   0   0   0|  80k    0 
14.8G 7760k  132M  696M| 98   0   2   0   0   0|5804k    0 
14.8G 7768k  132M  685M| 83   1  17   0   0   0|  12M   40k
14.8G 7768k  132M  680M| 82   0  18   0   0   0|6216k    0 
14.8G 7768k  132M  685M|100   0   0   0   0   0|  92k    0 
14.8G 7768k  132M  685M| 91   0   8   0   0   0| 144k    0 
14.8G 7768k  132M  680M|100   0   0   0   0   0|2676k    0 
14.8G 7776k  132M  680M| 91   0   9   0   0   0| 160k   44k
14.8G 7776k  134M  678M| 92   0   8   0   0   0|2204k    0 
14.8G 7776k  145M  667M|100   0   0   0   0   0|  11M    0 
14.8G 8048k  145M  667M| 91   0   9   0   0   0| 344k    0 
14.8G 8048k  145M  667M| 93   0   7   0   0   0|  72k    0 
14.8G 8056k  145M  667M| 99   0   1   0   0   0|  48k   32k
14.8G 8056k  145M  667M| 92   0   8   0   0   0|  24k    0 
14.8G 8056k  145M  667M| 92   0   7   0   0   0|  52k    0 
14.8G 8056k  145M  667M|100   0   0   0   0   0|  56k    0 
14.8G 8056k  145M  667M| 92   0   8   0   0   0|  44k    0 
14.8G 8064k  145M  666M| 93   0   7   0   0   0| 100k   32k
14.8G 8064k  145M  666M| 93   0   7   0   0   0|  48k    0 
14.8G 8064k  146M  666M|100   0   0   0   0   0| 900k    0 
14.8G 8064k  145M  665M| 93   0   7   0   0   0| 496k    0 
14.8G 8064k  146M  665M| 92   0   8   0   0   0|  16k    0 
14.8G 8072k  146M  665M| 92   0   8   0   0   0|  56k   32k
14.8G 8076k  146M  665M|100   0   0   0   0   0|  72k  344k
14.8G 8076k  146M  665M| 92   0   8   0   0   0|  88k    0 
14.8G 8076k  146M  665M| 92   0   7   0   0   0|  80k    0 
14.8G 8076k  146M  665M|100   0   0   0   0   0|  72k    0 
14.8G 8084k  146M  665M| 92   0   8   0   0   0|  60k   96k
14.8G 8084k  146M  665M| 92   0   8   0   0   0|  56k  188k
14.8G 8084k  146M  665M| 92   0   8   0   0   0|  84k    0 
14.8G 8084k  146M  665M|100   0   0   0   0   0|  48k    0 
14.8G 8084k  146M  665M| 91   0   8   0   0   0|  84k    0 
14.8G 8092k  146M  665M| 92   0   7   0   0   0|  52k   48k
14.8G 8092k  146M  665M| 92   0   8   0   0   0|  60k    0 
14.8G 8092k  146M  665M|100   0   0   0   0   0|  52k    0 
14.8G 8092k  146M  665M| 93   0   7   0   0   0| 132k    0 
14.8G 8092k  146M  665M| 92   0   8   0   0   0|  40k    0 
14.8G 8100k  146M  665M| 92   0   8   0   0   0|  40k   32k
14.8G 8100k  146M  665M|100   0   0   0   0   0|  68k    0 
14.8G 8100k  146M  665M| 92   0   7   0   0   0|  56k    0 
14.8G 8100k  146M  665M| 92   0   8   0   0   0|  36k    0 
14.8G 8100k  146M  665M| 98   0   2   0   0   0|  48k    0 
14.8G 8108k  146M  665M| 94   0   5   0   0   0|  52k   32k
14.8G 8108k  146M  665M| 93   0   7   0   0   0|  44k    0 
14.8G 8108k  146M  664M| 92   0   7   0   0   0|  68k    0 
14.8G 8108k  146M  664M|100   0   0   0   0   0|  64k    0 
14.8G 8108k  146M  664M| 93   0   7   0   0   0|  56k    0 
14.8G 8116k  146M  664M| 92   0   7   0   0   0|  52k   32k
14.8G 8116k  146M  662M| 92   0   8   0   0   0|2724k    0 
14.8G 8116k  146M  662M|100   0   0   0   0   0|  28k    0 
14.8G 8116k  146M  661M| 92   0   8   0   0   0|  80k    0 
14.8G 8116k  146M  661M| 92   0   7   0   0   0|  48k    0 
14.8G 8124k  150M  651M| 90   1   8   1   0   0|  12M   32k
14.8G 8132k  150M  650M|100   0   0   0   0   0| 376k  152k
14.8G 8132k  151M  650M| 93   0   7   0   0   0|  36k    0 
14.8G 8132k  151M  650M| 92   0   8   0   0   0|  36k    0 
14.8G 8132k  151M  650M| 93   0   7   0   0   0|  52k    0 
14.8G 8140k  151M  650M|100   0   0   0   0   0|  32k   72k
14.8G 8140k  151M  650M| 92   0   7   0   0   0|  32k   56k
14.8G 8140k  151M  650M| 93   0   7   0   0   0|  40k    0 
14.8G 8140k  151M  650M| 98   0   2   0   0   0|  76k    0 
14.8G 8140k  151M  650M| 94   0   6   0   0   0|  24k    0 
14.8G 8148k  151M  650M| 92   0   7   0   0   0|  52k   76k
14.8G 8148k  151M  650M| 92   0   8   0   0   0|  24k    0 
14.8G 8148k  151M  650M|100   0   0   0   0   0|  44k   68k
14.8G 8148k  151M  650M| 93   0   7   0   0   0|  48k    0 
14.8G 8148k  151M  650M| 92   0   8   0   0   0|  72k    0 
14.8G 8156k  151M  649M| 92   0   7   0   0   0| 392k   36k
14.8G 8156k  151M  649M|100   0   0   0   0   0| 200k    0 
14.8G 8156k  151M  649M| 92   0   7   0   0   0|  32k    0 
14.8G 8156k  151M  649M| 92   0   7   0   0   0|  32k    0 
14.8G 8156k  151M  649M| 93   0   7   0   0   0|  64k    0 
14.8G 8164k  151M  649M|100   0   0   0   0   0|  20k   32k
14.8G 8164k  151M  649M| 92   0   8   0   0   0|  40k    0 
14.8G 8164k  151M  649M| 93   0   7   0   0   0|  44k    0 
14.8G 8164k  151M  649M| 92   0   8   0   0   0|  24k    0 
14.8G 8164k  151M  649M|100   0   0   0   0   0|  32k    0 
14.8G 8172k  151M  649M| 92   0   7   0   0   0|  52k   32k
14.8G 8172k  151M  649M| 92   0   8   0   0   0|  28k    0 
14.8G 8172k  151M  649M| 95   0   5   0   0   0|  56k    0 
14.8G 8172k  151M  649M| 97   0   3   0   0   0|  40k    0 
14.8G 8172k  151M  649M| 93   0   7   0   0   0|  16k    0 
14.8G 8180k  151M  649M| 97   0   3   0   0   0|  36k   32k
14.8G 8180k  151M  649M| 96   0   4   0   0   0|  44k    0 
14.8G 8180k  151M  649M| 92   0   7   0   0   0|  44k  152k
14.8G 8180k  151M  649M| 92   0   7   0   0   0|  24k    0 
14.8G 8180k  151M  649M|100   0   0   0   0   0|  48k    0 
14.8G 8188k  151M  649M| 92   0   8   0   0   0|  32k   52k
14.8G 8188k  151M  648M| 93   0   7   0   0   0|  24k    0 
14.8G 8188k  151M  648M| 93   0   7   0   0   0|  44k   52k
14.8G 8188k  151M  648M| 98   0   2   0   0   0|  40k    0 
14.8G 8188k  151M  648M| 95   0   5   0   0   0|  28k    0 
14.8G 8196k  151M  648M| 92   0   8   0   0   0|  64k   72k
14.8G 8196k  151M  648M| 93   0   7   0   0   0|  40k    0 
14.8G 8196k  151M  648M| 93   0   7   0   0   0|  32k    0 
14.8G 8196k  151M  648M|100   0   0   0   0   0|  32k    0 
14.8G 8196k  151M  648M| 92   0   8   0   0   0|  40k    0 
14.8G 8204k  151M  648M| 92   0   8   0   0   0|  32k   36k
14.8G 8204k  151M  648M| 93   0   7   0   0   0|  36k    0 
14.8G 8204k  151M  648M|100   0   0   0   0   0|  56k   56k
14.8G 8208k  151M  648M| 92   0   8   0   0   0|  76k    0 
14.8G 8208k  151M  648M| 92   0   8   0   0   0|  44k    0 
14.8G 8220k  151M  648M| 93   0   7   0   0   0|  36k   92k
14.8G 8220k  151M  648M|100   0   0   0   0   0|  56k    0 
14.8G 8220k  151M  648M| 93   0   7   0   0   0|  68k    0 
14.8G 8220k  151M  648M| 93   0   7   0   0   0|  44k    0 
14.8G 8220k  151M  648M| 96   0   3   0   0   0|  20k    0 
14.8G 8228k  151M  648M| 95   0   5   0   0   0|  32k   32k
14.8G 8228k  151M  647M| 91   0   8   0   0   0| 108k    0 
14.8G 8228k  151M  647M| 98   0   2   0   0   0|  44k    0 
14.8G 8228k  151M  647M| 86   0  13   0   0   0|  56k    0 
14.8G 8228k  151M  647M| 86   0  14   0   0   0|  36k    0 
14.8G 8236k  151M  647M| 67   0  33   0   0   0|  52k   36k
14.8G 8236k  151M  647M| 47   0  52   0   0   0|  32k    0 
14.8G 8236k  151M  647M| 34   0  66   0   0   0|  32k    0 
14.8G 8236k  151M  647M| 26   0  74   0   0   0|  60k   96k
14.8G 8236k  151M  647M| 78   0  22   0   0   0|  36k    0 
14.8G 8244k  151M  647M|100   0   0   0   0   0|  36k   56k
14.8G 8244k  155M  643M| 92   0   8   0   0   0|  16k    0 
14.8G 8244k  179M  620M| 92   0   8   0   0   0|  36k    0 
14.8G 8248k  203M  596M| 92   0   7   0   0   0|  36k  100k
14.8G 8248k  151M  631M| 82   1  18   0   0   0| 180k    0 
14.8G 8256k  151M  631M| 92   0   8   0   0   0|  36k  136k
14.8G 8256k  151M  631M|100   0   0   0   0   0|  28k    0 
14.8G 8256k  151M  636M|100   0   0   0   0   0|  52k    0 
14.8G 8256k  151M  636M| 92   0   8   0   0   0|  72k    0 
14.8G 8256k  151M  636M| 92   0   8   0   0   0|  28k    0 
14.8G 8264k  151M  636M| 98   0   2   0   0   0| 160k   40k
14.8G 8264k  151M  636M| 77   0  23   0   0   0|  48k    0 
14.8G 8264k  151M  636M|100   0   0   0   0   0|  48k    0 
14.8G 8264k  151M  636M| 88   0  12   0   0   0|  32k    0 
14.8G 8264k  151M  636M| 69   0  31   0   0   0|  64k    0 
14.8G 8264k  151M  636M|100   0   0   0   0   0|  20k    0 
14.8G 8272k  151M  636M| 92   0   7   0   0   0|  28k   36k
14.8G 8272k  151M  636M|100   0   0   0   0   0|  60k    0 
14.8G 8272k  151M  636M| 91   0   8   0   0   0|  20k  152k
14.8G 8272k  151M  636M| 94   0   5   0   0   0|  28k    0 
14.8G 8272k  151M  636M| 76   1  23   0   0   0|  36k    0 
14.8G 8280k  151M  636M| 92   0   8   0   0   0|  48k   36k
14.8G 8280k  151M  642M| 98   0   2   0   0   0|  40k    0 
14.8G 8280k  151M  641M| 71   0  29   0   0   0|  48k   56k
14.8G 8280k  151M  641M| 92   0   8   0   0   0|  24k    0 
14.8G 8280k  151M  641M|100   0   0   0   0   0|  44k    0 
14.8G 8288k  151M  641M| 92   0   7   0   0   0|  44k   48k
14.8G 8288k  151M  641M| 97   0   2   0   0   0|  36k    0 
14.8G 8288k  150M  634M| 93   0   6   0   0   0|9944k  104k
14.8G 8288k  151M  624M| 81   0  18   0   0   0|  10M    0 
14.8G 8288k  151M  623M| 83   0  17   0   0   0|1020k    0 
14.8G 8296k  151M  623M| 91   0   8   0   0   0|  36k   44k
14.8G 8296k  151M  623M| 84   0  16   0   0   0|  28k    0 
14.8G 8296k  151M  622M| 92   0   8   0   0   0|  28k    0 
14.8G 8296k  151M  622M|100   0   0   0   0   0|  36k   28k
14.8G 8296k  151M  622M|100   0   0   0   0   0|  36k    0 
14.8G 8304k  151M  622M| 92   0   8   0   0   0|  60k   52k
14.8G 8304k  151M  622M| 92   0   8   0   0   0|  56k    0 
14.8G 8304k  151M  622M| 78   0  22   0   0   0|  56k    0 
14.8G 8304k  151M  622M|100   0   0   0   0   0|  20k   68k
14.8G 8304k  151M  622M| 91   0   8   0   0   0|  32k    0 
14.8G 8312k  151M  622M| 64   0  36   0   0   0|  56k   56k
14.8G 8312k  151M  621M| 91   0   8   0   0   0| 164k    0 
14.8G 8312k  151M  621M|100   0   0   0   0   0|  72k    0 
14.8G 8312k  151M  621M|100   0   0   0   0   0|  28k    0 
14.8G 8312k  151M  621M| 92   0   8   0   0   0|  36k    0 
14.8G 8320k  151M  621M| 96   0   3   0   0   0|  60k   36k
14.8G 8320k  151M  621M| 81   1  18   0   0   0|  40k    0 
14.8G 8320k  151M  621M| 86   1  13   0   0   0|  32k    0 
14.8G 8320k  151M  621M| 67   0  33   0   0   0|  28k    0 
14.8G 8320k  151M  621M|100   0   0   0   0   0|  60k    0 
14.8G 8328k  151M  621M| 92   0   8   0   0   0|  88k   36k
14.8G 8328k  151M  621M| 77   0  23   0   0   0|  36k    0 
14.8G 8328k  151M  612M| 82   0  18   0   0   0|9524k    0 
14.8G 8328k  151M  602M| 99   0   0   1   0   0|9624k   44k
14.8G 8328k  151M  602M|100   0   0   0   0   0|  36k    0 
14.8G 8336k  151M  602M| 91   0   9   0   0   0| 224k   36k
